Sentences,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent,Predicted_Sent
"Important Factors Immigration and Border Security Given Arizona's proximity to the U.S.-Mexico border, immigration remained a top issue, which typically favored Trump among conservative voters.",Donald Trump,Arizona,1,1,1,1
It's a fake issue because Donald Trump is not taking our democracy.,Donald Trump,Pennsylvania,-1,-1,-1,-1
Reading restaurant owner Cesar Lopez also recalls Harris's trip but hasn't been swayed yet.,Kamala Harris,Pennsylvania,0,0,0,0
Donald Trump officially ruled out any more debates.,Donald Trump,Arizona,1,0,0,0
And the good news is Kamala Harris is ready to do the job.,Kamala Harris,Arizona,1,1,1,1
The thing that I've always given Trump credit for is I felt that he understood marketing.,Donald Trump,Pennsylvania,1,1,1,1
She's also holding a rally outside Phoenix.,Kamala Harris,Arizona,0,0,0,0
"And that is the problem for Donald Trump, because it would be one thing at the New York Times in a college poll was a fluke and he tried to write it off as such.",Donald Trump,Pennsylvania,-1,-1,-1,-1
"And right now Kamala Harris shows a lead in Michigan according to the RealClearPolitics average, it shows her with a two and a half point lead although I think it's tighter than that because there's just one throwaway poll in there that shows her with an 11 point lead I don't think anybody believes that, you don't, I don't.",Kamala Harris,Michigan,-1,0,-1,1
"Tucson, we do not need to see what an older, loonier Donald Trump looks like with no guardrails.",Donald Trump,Arizona,-1,-1,-1,-1
"They said, quote, policy flip flops have put Vice President Camilla Harris in a in a hot seat in the key battleground state of Pennsylvania with energy workers telling Fox News that, quote, nobody believes her change of heart on fracking.",Kamala Harris,Pennsylvania,-1,-1,-1,-1
"Well, I really think the people that are supporting Donald Trump had been with Donald Trump throughout.",Donald Trump,Pennsylvania,0,1,0,1
"Look, he's leading Kamala Harris among Catholic voters.",Kamala Harris,Michigan,-1,0,-1,1
"As of right now, Kamala Harris holds a narrow advantage, but ultimately still a close race.",Kamala Harris,Michigan,0,1,0,1
"And so very, very different circumstances, and because he hails from the Rust Belt and because he adds that level of electability, he adds to the Kamala Harris ticket.",Kamala Harris,Pennsylvania,1,0,0,1
"Yeah, Trump has struggled among those suburban white college educated voters.",Donald Trump,Arizona,1,-1,-1,-1
So in Michigan about 13% of the voting population here is black voters and about 84% of them say they're team Harris.,Kamala Harris,Michigan,1,0,1,1
"In Arizona, Harris's appeal among women, Latino voters, and young voters has strengthened her standing, contributing significantly to her one-point lead.",Kamala Harris,Arizona,1,1,1,1
"But chances are if he's winning Nevada, given the polling data around the state, given what we've been seeing, if Nevada goes, so does Michigan.",Donald Trump,Michigan,0,1,0,1
"That's on a good day, so the real issue is can anyone else beat him besides Biden: i don't think Biden can beat him.",Donald Trump,Michigan,1,1,1,-1
She said she's running as an underdog.,Kamala Harris,Arizona,1,0,0,0
"I want to first say to you that at this point in 2016, I had said to two of the three of you, Donald Trump's going to win Michigan, and everybody thought it was crazy.",Donald Trump,Michigan,1,1,1,1
But is it possible that he does well enough: it's absolutely possible.,Donald Trump,Pennsylvania,0,1,1,0
You will hear Kamala claim that the reason the border is not secure is that Congress has refused to pass her atrocious border bill.,Kamala Harris,Arizona,1,-1,-1,-1
Trump is no friend of the Arab-American community.,Donald Trump,Michigan,-1,-1,-1,-1
He's the self-proclaimed king of debt.,Donald Trump,Michigan,-1,-1,-1,-1
"So Arizona is a Trump state, and I think that needs to be pointed out there.",Donald Trump,Arizona,1,0,1,0
"That's who we need, look, Trump has his quirks.",Donald Trump,Arizona,1,0,1,1
"He promises peace, not war.",Donald Trump,Michigan,1,1,1,0
"It's gonna be the hardest for her to obtain, and if she really cared about Arizona, she wouldn't be campaigning in Douglas, which is a town, again, of 15,000.",Kamala Harris,Arizona,-1,-1,-1,-1
"Yet you look inside the poll and they have Trump winning independence, which is just crazy because if Trump wins independence in Arizona, he's winning, he's winning the state by five points at a bare minimum.",Donald Trump,Arizona,0,1,1,1
"Also, Donald Trump just seems very unwell.",Donald Trump,Arizona,0,-1,-1,-1
So those Republicans that don't love Trump.,Donald Trump,Pennsylvania,0,-1,-1,-1
And we were basically asking for their support for Kamala Harris.,Kamala Harris,Arizona,-1,1,1,1
"But what you do find is that in the Republicans that are far more extreme, people like Kerry Lake, people like Blake Masters, people like Donald Trump, it is states like Arizona where there are Republican votes out there.",Donald Trump,Arizona,0,0,0,0
"For example, if you look at what Kamala announced as a policy decision about doling out shops, about the one million unforgiven, small loans of twenty thousand dollars to the undeserved communities, she's trying to look at black men because the votes of the black men, because polls suggest that black men are drifting away from the Democrats.",Kamala Harris,Pennsylvania,0,0,0,-1
And he couldn't even do that right.,Donald Trump,Arizona,-1,0,-1,-1
47% said that they will vote for former President Trump.,Donald Trump,Michigan,1,0,1,1
"Trump, maybe Trump 2024, we're taking this country back.",Donald Trump,Pennsylvania,1,0,1,1
"However, some union households have been swayed by Trump's economic and trade policies.",Donald Trump,Pennsylvania,-1,0,-1,-1
"Number one, what's really driving my vote is Kamala wants to unite us and we do better united than divided.",Kamala Harris,Michigan,1,1,1,1
"Harris visited Arizona on Thursday evening and delivered remarks at the Rawhide Event Center in Chandler, Arizona.",Kamala Harris,Arizona,-1,0,0,0
"It's, you know, it is what it is, but all the betting saying Trump's going to win.",Donald Trump,Arizona,1,1,1,1
"Yesterday, Trump was in Reading, Pennsylvania, where Nurse Fatschett is going all in on these bogus stories about forced gender swaps.",Donald Trump,Pennsylvania,0,-1,-1,0
That's an eight to 12 point shift to Donald Trump.,Donald Trump,Michigan,1,0,1,1
"And when he's not complaining, he's trying to sell you stuff.",Donald Trump,Arizona,1,0,0,-1
I believe he also gets close to winning the popular vote.,Donald Trump,Michigan,1,1,1,1
"As Trump was in Detroit earlier this month, he leveled this insult.",Donald Trump,Michigan,-1,-1,-1,-1
He said he was not going to vote for Donald Trump.,Donald Trump,Arizona,1,0,-1,0
And so I think that explains why she's out there today.,Kamala Harris,Arizona,-1,0,0,0
"If you're starting a small business, Kamala Harris will give you a $50,000 tax credit to help you get it off the ground.",Kamala Harris,Arizona,1,1,1,0
"I could see a circumstance in which Donald Trump wins the rest of the swing states, loses Michigan, I will say two.",Donald Trump,Michigan,-1,1,-1,-1
"There's even an argument to be made, she may not do as well as somebody like Hillary, you know, who did very poorly with these people.",Kamala Harris,Pennsylvania,0,-1,-1,-1
I got to go around and just remind the American people that Donald Trump delivered rising take-home pay and low inflation.,Donald Trump,Arizona,1,1,1,1
How do you feel about her chances here: i think her chances are pretty good.,Kamala Harris,Michigan,1,1,1,1
"Donald Trump paints this doom and gloom scenario that you would think it was Governor Walz that we were living in Mad Max, like that there was an apocalypse taking place in Michigan, and that's not what's happening.",Donald Trump,Michigan,-1,-1,-1,-1
"That's where she has to stay and she has to appeal, while at the same time showing she understands what is happening to the Palestinian people.",Kamala Harris,Michigan,1,0,1,1
"Yes, under Donald Trump's leadership, we are going to make mortgage interest rates more affordable, but most importantly, we are going to fight to ensure that American homes go to American citizens.",Donald Trump,Arizona,1,1,1,1
"Couple that with Atlas Intel, the most accurate pollster of 2020 and 2022 saying Trump is up by around three.",Donald Trump,Michigan,1,0,1,1
"In so far as it's not usually close, Harris leads by 51 to 43 and critically in Michigan.",Kamala Harris,Michigan,1,0,1,1
"The boy's father has also spoken out, really asking Trump to stop.",Donald Trump,Pennsylvania,0,-1,0,0
We got Trump trash cans.,Donald Trump,Pennsylvania,-1,0,-1,-1
"But this is basically a Trump sales tax that could cost the average family almost $4,000 a year.",Donald Trump,Arizona,-1,0,-1,-1
"I get to go around and talk about the fact that when Donald J. Trump was president, inflation was at 1.5% and our citizens could afford groceries.",Donald Trump,Arizona,1,0,1,0
She has a way of connecting with audiences that is rare for a politician.,Kamala Harris,Arizona,1,0,1,1
"Donald Trump, again, he has no plan.",Donald Trump,Arizona,0,-1,-1,-1
He talks about incarceration camps.,Donald Trump,Michigan,-1,0,-1,0
And Trump probably wins by around three point two.,Donald Trump,Michigan,1,1,1,1
It's pretty hard to argue his record isn't one and one.,Donald Trump,Michigan,1,1,1,0
That's up eight up eight and Trump's favorability down to 36.,Donald Trump,Michigan,-1,0,-1,1
And Harris's ability to appeal to them could prove decisive.,Kamala Harris,Pennsylvania,1,1,1,1
"So, let's talk about that, is Kamala Harris' honeymoon period over: i would say that the signs point to yes, to the extent that she had one.",Kamala Harris,Michigan,-1,0,-1,0
"This is what we're up against, and for people who say, I don't know, I don't know if I can vote for Donald Trump, the one thing that you cannot question is his children.",Donald Trump,Arizona,1,0,1,-1
"I think she has a really good answer on this, which is they tried to get something done politically that would have actually solved the problem.",Kamala Harris,Arizona,1,1,1,1
Donald Trump is not this crazy old man is going to somehow unravel the foundation of this country.,Donald Trump,Arizona,-1,1,1,-1
"And this, by the way, is terrible news for Kamala Harris.",Kamala Harris,Pennsylvania,-1,-1,-1,-1
"Why would she go to the border now playing right into the hand of her opponent, i mean you take a look at this why would you do that: there can be no justification for what she's done.",Kamala Harris,Arizona,-1,-1,-1,-1
"Go and vote, former President Donald Trump at the Greater Philadelphia Expo Center in Oaks last night for a town hall, he took questions from the crowd for about 90 minutes with South Carolina's Senator Kristi Noem serving as moderator.",Donald Trump,Pennsylvania,0,1,0,0
We have seen that Trump overwhelmingly wins folks who say that the economy is their top issue.,Donald Trump,Arizona,1,1,1,1
"And you've got into a bit of a spat with some of the forecasters who working from polls are saying, actually, things look like they're on Trump's side.",Donald Trump,Michigan,1,1,1,0
"That was a key emphasis that he had the last time he was here in Detroit, which was just a matter of days ago, in which he told Michiganders that there are better days on the horizon, is what he had to say.",Donald Trump,Michigan,1,1,1,0
Today Kamala Harris unveiling a new plan to cover in-home health care for seniors.,Kamala Harris,Pennsylvania,0,1,0,0
Trump and the Republicans are fully on board with this genocidal war.,Donald Trump,Michigan,-1,-1,-1,0
"Ducey pressed Jean-Pierre on why Harris has changed several stances since her time as a U.S. senator and during the 2020 presidential race, despite Harris recently stating that her values have not changed.",Kamala Harris,Pennsylvania,0,1,0,0
"The last time he was president, he banned Muslims from coming into the US from six different Muslim countries.",Donald Trump,Michigan,-1,-1,-1,-1
"So first off, let's talk about Arizona, how is Arizona trending so far: you've got to give it to Donald Trump right now.",Donald Trump,Arizona,1,0,1,1
Kamala Harris is going to have to find a way to thread that needle.,Kamala Harris,Michigan,0,0,0,0
I think Kamala Harris wins.,Kamala Harris,Michigan,1,1,1,1
"And the second thing, especially for our seniors, is that Donald Trump, we're going to eliminate taxes on social security so that our seniors can afford to live a good life.",Donald Trump,Arizona,1,1,1,1
"Donald Trump, when he was president, hand selected three members of the United States Supreme Court with the intention that they would undo Roe.",Donald Trump,Arizona,1,-1,-1,-1
"The list includes Trump's fake electors, some of his closest allies, so 11 are fraudulent electors.",Donald Trump,Arizona,1,-1,-1,-1
"She's ready, she has been making this clear for a long time.",Kamala Harris,Pennsylvania,1,1,1,1
"Yeah, I don't think Harris helps much.",Kamala Harris,Arizona,-1,0,-1,-1
"And if the election were held today, Harris would win.",Kamala Harris,Michigan,1,1,1,1
"Doesn't mean she would be guaranteed to win it, the answer is absolutely not.",Kamala Harris,Michigan,0,1,0,0
"It turns out the state grand jury out in Arizona that was investigating the crimes of Trump and company, crimes designed to interfere with the election results in Arizona, that grand jury wanted to indict Donald Trump for his alleged election interference crimes, but the state prosecutors in Arizona told the grand jury to stand down, told them no, told them not to indict Donald Trump.",Donald Trump,Arizona,1,-1,-1,-1
She played it a little more chill.,Kamala Harris,Arizona,0,1,1,0
"As early voting starts on October 26, the momentum is with Donald Trump.",Donald Trump,Michigan,1,0,1,1
"I do not have confidence that Donald Trump won't whine about it, won't put out dangerous rhetoric and mis- and disinformation.",Donald Trump,Michigan,-1,1,-1,-1
"I mean, it's on fire during the Biden administration, but Trump says he'll fix Ukraine.",Donald Trump,Pennsylvania,0,-1,0,-1
"In the margin of victory of 1.1%, it aligns right now where Harris is leading the national vote by 0.9, and the average popular vote difference in Michigan was 1.96.",Kamala Harris,Michigan,1,1,1,1
Harris has made impressive gains among younger voters.,Kamala Harris,Pennsylvania,1,1,1,1
"We're getting to know people at the doors with our Trump Force 47 program where we're talking to people, swing low propensity voters who've never voted before.",Donald Trump,Michigan,0,-1,0,0
One thing that that brings to mind is the fact that Kamala Harris and Tim will also are opening up field offices across the state.,Kamala Harris,Pennsylvania,1,0,0,0
"As Gretchen says, we got the receipts to prove that when he had the keys to the White House before, he failed the American people time and time again.",Donald Trump,Michigan,-1,-1,-1,-1
"Trump is going to be strong, and that's we have to respect that.",Donald Trump,Pennsylvania,1,1,1,1
Kamala Harris has been consistently supporting of women's right to make her own decisions.,Kamala Harris,Arizona,1,1,1,1
We will continue to prosper under President Harris.,Kamala Harris,Arizona,1,0,1,1
It's just not the things that he said doesn't add up.,Donald Trump,Michigan,-1,0,-1,0
But he still came within 0.3 percent of winning the state of Arizona.,Donald Trump,Arizona,1,1,1,1
"Harris is still leading, albeit the difference is closed.",Kamala Harris,Michigan,1,0,1,1
"And in Michigan, which is probably the solid, most solid blue of those three, in the last 10 polls, she's only up by one.",Kamala Harris,Michigan,1,1,1,1
"It is exactly these answers, which is why Donald Trump is now winning effectively on all of the swing states.",Donald Trump,Michigan,1,1,1,1
"I know for a fact because of sources that I have and sources that you have that the Harris campaign have been working on a plan for black men long, long before this rollout.",Kamala Harris,Michigan,1,0,1,0
And that's why we're getting out there and making Donald Trump the next president of the United States.,Donald Trump,Arizona,1,1,1,1
"So look, if anybody wants to pretend that this is a normal conversation that Donald Trump is having, just dispel that.",Donald Trump,Pennsylvania,-1,-1,-1,-1
She had more talking points ready.,Kamala Harris,Pennsylvania,0,1,0,0
"A month ago, Harris was actually above water, as they say, 48 percent favorable and 45 percent negative a month ago.",Kamala Harris,Pennsylvania,0,-1,0,-1
"Kamala Harris certainly helps Democratic hopes to retain the White House, but how much does Harris help the hopes of Arizona Democrats: retiring politician Joe Biden's endorsement of hers certainly helped bring in the cold hard cash as she pointed out yesterday.",Kamala Harris,Arizona,1,1,1,1
"And when you look at these polls, even some of the Bellwether polls, oh, Trump is up in Erie.",Donald Trump,Pennsylvania,1,0,0,0
"I mean, I mean, he messed up the first time.",Donald Trump,Arizona,1,-1,-1,-1
"In a town hall in Flint last week, he focused on cheap electric vehicle imports from China, a concern to many Michigan auto workers.",Donald Trump,Michigan,-1,-1,-1,0
"So yeah, yeah, this is concerning, yeah, Michigan is important, it is hard to imagine Michigan going to Trump in some sense, in the sense that, you know, I'm from Michigan.",Donald Trump,Michigan,-1,1,-1,1
And Kamala is not the answer.,Kamala Harris,Pennsylvania,-1,0,-1,-1
But you have trend lines going the way the Harris campaign would obviously want it to be.,Kamala Harris,Michigan,1,1,1,0
"All right, so Kelly, we are seeing former presidents Clinton and Obama both hit the campaign trail for Harris.",Kamala Harris,Pennsylvania,0,0,0,0
"You go back to 2016, Donald Trump carried the state by about 10,000 votes.",Donald Trump,Michigan,1,0,1,1
"Like Donald Trump and J.D, vance, they talked explicitly about the fact they're going to renege on the government's promises to the people of Michigan.",Donald Trump,Michigan,1,1,1,0
We as Muslims stand with President Trump because he promises peace.,Donald Trump,Michigan,1,1,1,1
"She's up against a lot of challenges as a woman candidate, like many other women have faced.",Kamala Harris,Michigan,0,1,0,0
So he has fun at the rallies.,Donald Trump,Arizona,1,1,1,1
"If you don't want to vote for Jill, vote for Donald Trump.",Donald Trump,Michigan,1,-1,1,0
"And should she end up coming to a point where she needs to win a battleground state, if Michigan isn't there, they need to sub that out for a state like Georgia or a state like North Carolina.",Kamala Harris,Michigan,0,1,0,0
Now she's good paying jobs for black men which I think is different.,Donald Trump,Pennsylvania,0,1,0,1
"Therefore these indictments, even if they recognized that it could easily boost support for him.",Donald Trump,Michigan,1,1,1,-1
"And of course, Trump is trying to take her back to her days in California when she was anti-Trump fracking.",Donald Trump,Pennsylvania,-1,0,-1,-1
That's pretty substantial for Donald Trump.,Donald Trump,Michigan,1,1,1,1
Harris says it's a warning.,Kamala Harris,Arizona,-1,0,0,0
They said that they would vote for Kamala Harris for sure.,Kamala Harris,Arizona,1,1,1,1
Another Trump term with JD Vance would be far worse and would lead our country down a path that I don't think we could ever recover from.,Donald Trump,Arizona,-1,-1,-1,-1
"It turns out, like everything he says, this is totally false.",Donald Trump,Michigan,-1,-1,-1,-1
he wouldn't let us travel.,Donald Trump,Michigan,-1,0,-1,-1
"Yeah, trump plus two, despite Trump, quote unquote, collapsing everywhere else, he's still up by two points in Pennsylvania.",Donald Trump,Pennsylvania,0,0,0,1
And I think it just kind of justifies why people feel the way that they do towards her.,Kamala Harris,Michigan,-1,0,-1,-1
She was saying also that she was committed to passing the Green New Deal.,Kamala Harris,Pennsylvania,0,1,0,1
"Exactly two days ago, I shared the last 14 polls in Pennsylvania, where Kamala Harris won a big victory.",Kamala Harris,Pennsylvania,1,1,1,1
Important enough that John McCain's son is endorsing Kamala Harris explicitly.,Kamala Harris,Arizona,1,1,1,1
What was the poll that we talked about the other day where he was up by 15 points with independent voters across the nation.,Donald Trump,Arizona,1,0,1,0
But Donald Trump tanked it.,Donald Trump,Arizona,0,-1,-1,-1
"From questioning McCain's war hero status to attacking him posthumously for his legislative decisions, Trump has consistently undermined McCain's legacy, which has only served to deepen divisions within the Republican Party in Arizona.",Donald Trump,Arizona,1,-1,-1,-1
So it just shows that Trump is making gains.,Donald Trump,Michigan,1,1,1,1
She talked about her plans to take on grocery pricing and housing pricing and bring those down for the American people.,Kamala Harris,Pennsylvania,1,0,0,0
Now with these polls taken into consideration Harris going down to visit Arizona.,Kamala Harris,Arizona,-1,0,0,0
That's why they hate Donald Trump so much.,Donald Trump,Arizona,1,-1,-1,-1
So pretty significant drop off and Trump got shellacked.,Donald Trump,Michigan,-1,1,-1,-1
"He's got the Trump Bible Wants you to buy the Word of God Donald Trump edition Donald Trump edition his name is gonna be on there embossed right now right right next to the Luke and Mark and Matthew right And by the way, I will give you one guess you could not make this stuff up where these Bibles are made So Mr. Tough guy on China except when he can make a few bucks Hawken his Trump edition Bibles.",Donald Trump,Arizona,-1,1,-1,-1
"But by the way, first, I want to talk to you about why Harris is there.",Kamala Harris,Pennsylvania,0,1,0,0
"I mean, this is obviously one of two issues that he has to win on.",Donald Trump,Pennsylvania,0,1,0,0
"Kamala Harris is in Pennsylvania tonight, which may very well be the most important tipping point state in this year's election.",Kamala Harris,Pennsylvania,0,1,1,0
And I think it's important for Vice President Harris to raise this much money.,Kamala Harris,Pennsylvania,0,1,1,1
"It's not even a plus one plus three plus two plus two plus three, so these leads are looking very, very nice for Donald Trump.",Donald Trump,Michigan,1,1,1,1
And just yesterday the mayor of Dearborn came out and said he can't vote for either one of them.,Donald Trump,Michigan,-1,0,-1,0
A lot of people said she had to show us who she was.,Kamala Harris,Arizona,1,-1,-1,0
And the only way we're going to do it is if we elect Donald J. Trump.,Donald Trump,Arizona,1,0,1,1
"She could lose and they'll say, well, if only those few thousand people in Dearborn or Hamtrack or other parts of Detroit who are Arab and Muslim had voted for her, she would have won.",Kamala Harris,Michigan,-1,1,-1,0
"Blessings to you and your family, so reporter went to a recent Kamala Harris rally in Phoenix, Arizona and asked some of her supporters to name one or two of Kamala Harris Accomplishment as VP and this is just amazing today.",Kamala Harris,Arizona,1,1,1,1
"That is certainly a benefit for Kamala Harris, the Democratic candidate.",Kamala Harris,Michigan,1,1,1,1
"But anyway, they're concerned that Kamala is not having an effect, her campaign does not have an effective strategy.",Kamala Harris,Pennsylvania,-1,-1,-1,-1
"At the same time, she does have to run a centrist course.",Kamala Harris,Michigan,1,0,1,0
"How much will abortion and abortion rights for pro choice women bring women out to the voting booth: i still think Trump is more than likely to win Arizona just from polling I've seen and just I just think, you know, around the everything I'm hearing from people that I trust in Arizona.",Donald Trump,Arizona,1,1,1,1
But the reason why they don't like him is because of the premise that he comes.,Donald Trump,Michigan,-1,-1,-1,-1
"And so they're challenged by that, and and so I don't think he takes it because it takes away his opportunity to not only finish out his first term and go into his second term, but also to prove himself to the people of the state.",Donald Trump,Pennsylvania,-1,0,-1,-1
"He's totally discombobulated, okay.",Donald Trump,Pennsylvania,0,1,0,-1
"Because I do think what we have found between Georgia and Michigan is that should Michigan start to revert away from Kamala Harris, like we've been seeing over the past week and Georgia starts to inch closer to her, it's a possibility that, especially maybe not this cycle, but in future cycles, because Michigan is becoming a state that has a higher concentration of non-college-educated white voters that tend to be the strongest base for the Republican Party in comparison to states like Georgia, where you're starting to see an increase of white college-educated voters and voters of color across the state.",Kamala Harris,Michigan,-1,1,-1,0
He would release his his medical records.,Donald Trump,Pennsylvania,0,0,0,0
I am voting for Donald Trump.,Donald Trump,Pennsylvania,-1,0,0,1
"Losing all three would undoubtedly throw Harris's path to 270 electoral votes off track, starting two states to the west.",Kamala Harris,Michigan,-1,-1,-1,-1
I think every minute she spends talking about illegal immigration and border security is a lost opportunity for her because the record that the Biden and Harris administration have on this issue is so abysmal.,Kamala Harris,Arizona,1,-1,-1,-1
"The ban on fracking and disaster, pennsylvania's cannot trust Kamala Harris or Bob Casey on the most critical industry for their future.",Kamala Harris,Pennsylvania,0,-1,-1,-1
"We're going to get to a sign up, but I just want you to really think about when you are moved by something that the speaker on this stage says, when you want to clap and you feel a tingle of agreement in your chest, think what shifts can I go out and talk to members of my community and make sure that we register hundreds of thousands of anti-genocide votes in the state of Michigan and we send a powerful message to the pro-genocide Democratic Party and Kamala Harris.",Kamala Harris,Michigan,-1,1,-1,1
"If people sit down and actually watch the full long term interview, I think they'll see more kind of who Trump is, kind of not the evil guy that everyone makes him out to be.",Donald Trump,Arizona,1,1,1,1
"The point is, I was just picturing it, the point is, if you elect Kamala and Tim, they will not be focused on their problems, they will be focused on yours.",Kamala Harris,Arizona,1,1,1,1
"It is clearly becoming competitive, Trump has absolutely a nonzero probability of winning here.",Donald Trump,Arizona,1,1,1,1
"On health care, Harris has been a vocal advocate for expanding access to affordable and quality coverage.",Kamala Harris,Pennsylvania,1,1,1,1
"But cannot stomach Donald Trump for the way that he handled January 6th, for the way that he handled various issues, the coronavirus, whatever it might be.",Donald Trump,Arizona,-1,0,-1,-1
"A lot of Catholics in Michigan, they're voting for Trump.",Donald Trump,Michigan,1,0,1,1
Now this Detroit boost would be critical because Harris allies are openly concerned about losing states like Michigan or North Carolina.,Kamala Harris,Michigan,-1,1,-1,0
So they don't think for themselves.,Donald Trump,Pennsylvania,-1,0,-1,-1
Remember when liberal whales manipulated Polymarket during the debate and acted like Kamala won.,Kamala Harris,Michigan,-1,1,-1,0
And so Harris does have the opportunity to win this state.,Kamala Harris,Arizona,1,1,1,1
"That facility, along with many others in Arizona, are recipients of ChIPS Act funding, which former President Trump has criticized on occasion.",Donald Trump,Arizona,1,-1,-1,-1
"Harris also needs to win over Michigan's large Arab American community, many of them who are still upset with the Biden administration's handling of the Israel-Hamas War.",Kamala Harris,Michigan,-1,-1,-1,0
"What's going on in this election, and this is after the conviction, Donald Trump seeing a bump in the state of Pennsylvania in a pollster that is not friendly for him, and it's not friendly for Republicans, and it makes sense.",Donald Trump,Pennsylvania,0,-1,-1,-1
He's like having Jeeves change his tire.,Donald Trump,Arizona,-1,0,0,0
"But when you look at the counties and you see, oh, Trump is up by, you know, one to two points in these counties, Donald Trump usually is winning the state of Pennsylvania.",Donald Trump,Pennsylvania,0,1,0,1
They're gonna send us backwards.,Donald Trump,Michigan,-1,0,-1,-1
"Right, and also for the public to understand who she is as a candidate and what she will bring to the table if she were to become president of the United States.",Kamala Harris,Pennsylvania,0,1,0,0
"7, michael Ruby ÌÄ®ÕÌâå¢ÌÄå¢Ì¢âÂÁÌâåÂÌÄå¢Ì¢Û_åÂÌÉÛÏ $3 million ÌÄ®ÕÌâå¢ÌÄå¢Ì¢âÂÁÌâåÂÌÄå¢Ì¢Û_åÂÌÉÛÏ $500,000 Michael Rubin, the co-owner of Fanatics and the Philadelphia 76ers, has pledged $3.5 million to support Harris' presidential bid.",Kamala Harris,Pennsylvania,0,1,0,0
"And I really hope that the people will wake up because if you look at the polling, the polling match how I feel and how others are feeling because Donald Trump is dominating.",Donald Trump,Arizona,1,1,1,-1
Kamala Harris represents the unknown.,Kamala Harris,Michigan,-1,0,-1,0
It is not clear if Harris will take any questions while in Arizona.,Kamala Harris,Arizona,1,-1,-1,0
Donald Trump is going to get the number he gets.,Donald Trump,Michigan,1,1,1,1
"Politically, Michigan is crucial in this election according to our partners at Decision Desk headquarters, an average of 187 polls show Vice President Harris with a 3% lead.",Kamala Harris,Michigan,1,1,1,1
Alright if that's the case Trump's at 252.,Donald Trump,Arizona,0,1,0,1
"The other issue that has come up recently has been the issue of what we are seeing again about Donald Trump just being, frankly, hostile to the whole notion and importance of Social Security.",Donald Trump,Michigan,-1,-1,-1,-1
We have an opportunity to turn the page on a decade of Donald Trump trying to keep us divided and afraid of each other.,Donald Trump,Arizona,-1,1,-1,-1
"And then came another point where flank Franklin and Marshall College, which again is the in state in house pollster in Pennsylvania, one of the best pollsters in the state, showing Kamala Harris with a three point advantage.",Kamala Harris,Pennsylvania,1,1,1,1
"And the fact that you have all those folks again standing, you know, behind Donald Trump, teamsters for Trump, really, really, I didn't see them applauding when he's talking about overtime.",Donald Trump,Michigan,-1,-1,-1,0
"You've got to get the states that get you to 270 So I've got to change this back and now I can change it back to Harris So if she wins, Wisconsin Michigan and Pennsylvania There she is at 270 and she is done what has been done so many times before and that's when that blue wall that goes right through Wisconsin, Michigan and Pennsylvania.",Kamala Harris,Michigan,0,1,0,0
"CNN's Harris plus one New York Times, she has tied.",Kamala Harris,Pennsylvania,0,0,0,0
"But remember, eight years ago, the left-wing media didn't have any problems pushing Evan McMullen, who was a right-wing third party candidate who hurt Trump, even though Trump still won.",Donald Trump,Pennsylvania,0,1,0,-1
So I think tactically you don't include him here yet.,Donald Trump,Arizona,0,0,0,0
"It's still there, will this prevent her from being the next president: i sure hope not, Connell.",Kamala Harris,Michigan,0,1,0,0
"Trump can win the election without even knowing if he won Pennsylvania, if he wins some other important states.",Donald Trump,Pennsylvania,0,1,0,1
"Meanwhile, the vice president Kamala Harris, she hopes to strengthen a political weak spot.",Kamala Harris,Arizona,-1,1,-1,0
"Yesterday, Donald Trump's town hall event just outside of Philadelphia was seemingly cut short when members of the crowd fainted.",Donald Trump,Pennsylvania,-1,-1,-1,-1
A ton of his planned or recent stops have been in Pennsylvania.,Donald Trump,Pennsylvania,0,-1,0,0
So what this is possibly saying is we're seeing Kamala Harris polls getting more skewed up.,Kamala Harris,Pennsylvania,-1,0,0,-1
He went on there and he suggested that he is going to send the military against the enemy from within.,Donald Trump,Pennsylvania,0,-1,0,0
I've just been watching her hold a rally here where she promised to take tough action on border security and reducing illegal immigration.,Kamala Harris,Arizona,1,0,0,0
They're going to help get him across the goal line.,Donald Trump,Pennsylvania,0,1,0,1
"I mean, my high school, my high school basketball games had bigger crowds than what Donald Trump had in Saginaw, Michigan.",Donald Trump,Michigan,-1,0,-1,1
"Yeah, he's probably the clear favorite at that point.",Donald Trump,Pennsylvania,1,1,1,1
"And with Harris only recently becoming the Democratic nominee, voters say they want to hear more about her policy proposals.",Kamala Harris,Pennsylvania,0,1,0,0
Haskemilla Harris holding a narrow one point lead within the margin of error for most polls.,Kamala Harris,Pennsylvania,0,-1,0,1
"Because having people divided and angry and aggrieved and resentful, he figures that boosts his chances to get elected.",Donald Trump,Arizona,1,-1,-1,1
She's a communist.,Kamala Harris,Pennsylvania,-1,0,-1,-1
"So, Levora, meantime, the Cook Poll also shows Harris with a three-point lead in Michigan that is within the margin of error.",Kamala Harris,Michigan,1,-1,1,1
Why are you voting for Donald Trump: because my main goal is to get someone who is actively funding a genocide out of office.,Donald Trump,Michigan,1,1,1,-1
We need to move past that and that's why she's strongly endorsing Vice President Kamala Harris and also LeBron James endorsed Vice President Kamala Harris today as well.,Kamala Harris,Arizona,0,0,0,1
You're getting Jill Stein possibly helping Trump out Jill Stein winning the Muslim vote.,Donald Trump,Michigan,1,1,1,1
