Sentence,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent
Our whole country will end up being like Detroit if she's your president.,Kamala Harris,Michigan,-1,1,-1
Harris will be in Detroit Tuesday for a town hall with the Breakfast Club's Charlemagne the God in an attempt to win over more black male voters.,Kamala Harris,Michigan,0,1,0
"Holy shit, she's probably the lesser of the evil, but, i don't think I'm gonna vote for either one.",Kamala Harris,Michigan,-1,-1,-1
"But according to scoop in Axios, Democratic Congresswoman from Michigan, Elisa Slotkin, said Harris is underwater there.",Kamala Harris,Michigan,-1,1,-1
"According to 538's average of polls, Harris is up by about 2.4 points in Michigan.",Kamala Harris,Michigan,1,0,1
"The outlet further reports that according to a recording, even taken in a virtual fundraiser last week, Slotkin said, quote, I'm not feeling my best right now about where we are on Kamala Harris in a place like Michigan.",Kamala Harris,Michigan,-1,-1,-1
"Well, let's start there and then circle back to the debate, so the problem, and I talked about this in my radar last week, is that yes, Kamala Harris is up a little bit in a lot of these states in Michigan and Pennsylvania.",Kamala Harris,Michigan,1,1,1
Kamala has tried to reassure this aspect of the base.,Kamala Harris,Michigan,0,1,0
"I don't know how well she's done at that, because she really hasn't signaled any policy differences whatsoever from Biden.",Kamala Harris,Michigan,-1,-1,-1
"How does Kamala Harris win Michigan among the tightest of the blue wall states: honestly, three things.",Kamala Harris,Michigan,0,1,0
"None some facets of our economic lives like health care, the edge goes to Kamala Harris.",Kamala Harris,Michigan,-1,1,-1
"When we ask about does this candidate care about people like you, Kamala Harris has an era lead.",Kamala Harris,Michigan,1,1,1
What's important though is how much ground Kamala Harris has made up.,Kamala Harris,Michigan,0,1,0
"Same, we're all rooting for Kamala Harris right now.",Kamala Harris,Michigan,1,0,1
April Anderson is a Harris loyalist.,Kamala Harris,Michigan,1,1,1
Everyone will enthusiastically list all the reasons she and other African Americans should support Harris.,Kamala Harris,Michigan,1,1,1
"Harris may have another problem. Despite the warm reception during her visits to Michigan, she could be facing an obstacle no campaign stop can overcome.",Kamala Harris,Michigan,-1,-1,-1
No one from Team Harris has reached out to you.,Kamala Harris,Michigan,-1,-1,-1
"More progressive, yes, and yet coffee with local political activist Samra Luchman should alarm the Harris campaign.",Kamala Harris,Michigan,-1,1,-1
"And on the other hand, you have Kamala and all these promises she's making.",Kamala Harris,Michigan,0,1,0
"Like, she hasn't... She had time to do them. And I don't think she's going to.",Kamala Harris,Michigan,-1,1,-1
"Harris aims to win their hearts by emphasizing her administration's actions, like extending legal status to Lebanese citizens.",Kamala Harris,Michigan,1,1,1
People just don't feel like Bidenomics is working for them at this point and Kamala Harris has been a big part of that.,Kamala Harris,Michigan,-1,-1,-1
"Kamala Harris knows who she's fighting for, too.",Kamala Harris,Michigan,1,-1,1
"She took care of her mom, who also battled cancer.",Kamala Harris,Michigan,1,-1,1
"As president, she'll fight to lower the cost of health care and elder care for every family.",Kamala Harris,Michigan,1,1,1
She's lived a life like ours.,Kamala Harris,Michigan,1,1,1
She knows us.,Kamala Harris,Michigan,1,0,1
"But Kamala Harris, she gets us.",Kamala Harris,Michigan,1,0,1
She sees us.,Kamala Harris,Michigan,1,0,1
She is us.,Kamala Harris,Michigan,1,0,1
"She has visited a black church, she attended a Sunday service there, she's due to stop by a couple of local businesses and then the main event will be here at a rally at a university in the city of East Lansing.",Kamala Harris,Michigan,0,-1,0
"Now with that in mind, Kamala Harris made a detour on her way to Michigan.",Kamala Harris,Michigan,0,0,0
"And I wonder what it is as they introduce Kamala Harris' running mate to the nation, as he introduces himself, what you want people to know about Tim Walz, other than the flannel shirts, which I understand are real.",Kamala Harris,Michigan,0,1,0
"Reuters has Harris with a three-point advantage here, and USA today has Harris with a one-point lead.",Kamala Harris,Michigan,1,1,1
"Inside Team Harris' unusual levels of finger pointing, this is a very long article, Tom.",Kamala Harris,Michigan,-1,0,-1
"And so this race is probably pretty tight, i know other polls have Harris ahead a little bit.",Kamala Harris,Michigan,1,1,1
"You know, in this poll, we ask questions about how voters in Michigan view President Biden and how they view Vice President Harris, what kind of job approval they each have.",Kamala Harris,Michigan,0,1,0
Now Harris is doing a bit better.,Kamala Harris,Michigan,1,1,1
And that means that women are supporting Kamala Harris by double digits.,Kamala Harris,Michigan,1,1,1
"So if we look, Harris is ahead by 13 points among women.",Kamala Harris,Michigan,1,0,1
"You know, 51 percent, a clear majority of women are supporting her.",Kamala Harris,Michigan,1,1,1
We've got a remade presidential election going on now that Harris is on top of the ticket.,Kamala Harris,Michigan,1,1,1
"You even had to throw things out about how people viewed Kamala Harris, because she is getting a completely new introduction to the electorate that didn't exist before.",Kamala Harris,Michigan,0,0,0
There's so many people now who have seen her on a much broader stage that those numbers had to be thrown out.,Kamala Harris,Michigan,1,0,1
"They don't deserve to die like this, that is why we are abandoning Harris.",Kamala Harris,Michigan,-1,1,-1
"Kamala Harris has won some support from the community, including an endorsement from MAGA.",Kamala Harris,Michigan,1,1,1
"But if a protest vote swells at the polls, it could cost her big.",Kamala Harris,Michigan,-1,-1,-1
"Our votes are going to be counted, and inshallah, Harris is going to lose because of us.",Kamala Harris,Michigan,-1,-1,-1
"I mean, a month ago, Kamala Harris was up by two points.",Kamala Harris,Michigan,1,0,1
She's up by less than a point.,Kamala Harris,Michigan,1,0,1
The chance that Kamala Harris wins if she wins Michigan is north of 80%.,Kamala Harris,Michigan,1,1,1
"Jamal, you heard Vice President Harris once again declining to say what she would have done differently from President Biden.",Kamala Harris,Michigan,-1,0,-1
"Is her answer the right one at this point: you know what, I think it is the right one because the attack on Kamala Harris right now is about comparing past statements to current statements.",Kamala Harris,Michigan,1,-1,1
"What does she believe: if she changes something about what happened with the president, the former, the current I imagine the Republicans will then attack her about that.",Kamala Harris,Michigan,-1,-1,-1
"Here's what she's doing that's very good though in Michigan: She's on the front foot, She's traveling around the state.",Kamala Harris,Michigan,1,1,1
"She went here to Lansing and now she's here in Detroit, right: she's been moving across the state.",Kamala Harris,Michigan,1,0,1
"Meredith, it's interesting, on Jamal's point, you know, previously she just wouldn't answer of what made her different from Joe Biden initially and it seemed like that meant there was no difference.",Kamala Harris,Michigan,-1,1,-1
"Number one, number two, Kamala Harris herself didn't show up for the Chicago Economic Club.",Kamala Harris,Michigan,-1,1,-1
She bailed out on time.,Kamala Harris,Michigan,-1,0,-1
The gender gap is helping her in Michigan.,Kamala Harris,Michigan,1,1,1
"Men are tied between the two candidates in Michigan in our poll, whereas Harris has an eight-point advantage with female voters in Michigan.",Kamala Harris,Michigan,1,1,1
Harris has a three-point edge with women.,Kamala Harris,Michigan,1,0,1
"And those categories are working for her, obviously she'd like to see them be even bigger advantages across these three states.",Kamala Harris,Michigan,1,1,1
"Shares your vision for the country, in Michigan, she's got a one-point advantage.",Kamala Harris,Michigan,1,1,1
"A brand new poll released today from Susquehanna University, well known for their Rust Belt polls specific to the state of Pennsylvania, now releasing their poll in the state of Michigan, showing Kamala Harris with a five point advantage across the battleground states, as a number of new polls have come to show Michigan as a state that has increasingly gotten better.",Kamala Harris,Michigan,1,1,1
Around September she had a three point lead across the state and this is around the time too that Kamala Harris' odds of winning the presidency were a lot higher than where they were today.,Kamala Harris,Michigan,1,1,1
"And looking at the top line data, just really much what we're getting from this point, is that Kamala Harris is doing well amongst independents and Democrats at large.",Kamala Harris,Michigan,1,1,1
"And so Kamala Harris doing this extensive outreach, I mean, the Michigan campaign, coordinated side from the Democrats, have probably seen nearly $100 million spent on this battleground state.",Kamala Harris,Michigan,1,-1,1
"And if Kamala Harris is to win the presidency, the pathway very much does rely on battleground states like Michigan.",Kamala Harris,Michigan,0,1,0
"And should she end up coming to a point where she needs to win a battleground state, if Michigan isn't there, they need to sub that out for a state like Georgia or a state like North Carolina.",Kamala Harris,Michigan,0,1,0
Some firms say Kamala Harris leads.,Kamala Harris,Michigan,1,0,1
"And so when you're looking at states like Michigan and you're looking at data points like these, it's all directing in a good sign and a good place for Kamala Harris.",Kamala Harris,Michigan,1,1,1
"But looking to Michigan right now, it very much does seem like Kamala Harris is in a strong enough position where we can say she will probably win that battleground state.",Kamala Harris,Michigan,1,1,1
"Assuming that happens, Kamala Harris again unlocks other pathways because the interesting thing about Michigan to is likely where Michigan goes.",Kamala Harris,Michigan,1,1,1
"Actually, no, Wisconsin would go to Kamala Harris, but Michigan would go to Kamala Harris, Wisconsin and Michigan together.",Kamala Harris,Michigan,1,-1,1
And so should Kamala Harris win Michigan: it does shed a good sign on Wisconsin and Pennsylvania being the states that she wins as well because let's say she wins those states.,Kamala Harris,Michigan,0,1,0
"If she wins Michigan by 5, she wins the election, right: which is why we're probably not going to see her win by 5.",Kamala Harris,Michigan,0,1,0
"But it is entirely possible that she wins the election with just 270 electoral votes relying on Wisconsin, relying on Michigan, relying on Pennsylvania.",Kamala Harris,Michigan,0,1,0
"Because Michigan is a three-point state, Kamala Harris I think does win the election on the backs of Wisconsin, Michigan to Pennsylvania, and it arguably even throw in Nevada.",Kamala Harris,Michigan,0,1,1
"I don't really feel confident that the former president won't say that already, but I do think we are in a really interesting position where Michigan could give us an earlier answer than we would expect, and also an answer that I think will show Kamala Harris in a good position based on some of these recent data points, which I think is a good sign for the coordinated Democratic effort at large.",Kamala Harris,Michigan,1,1,1
"So, all eyes on Michigan, 15 electoral votes really can make or break the Kamala Harris campaign.",Kamala Harris,Michigan,0,0,0
Do I think Kamala Harris would win Michigan today: the answer is yes.,Kamala Harris,Michigan,1,1,1
"Does she have the upper hand, the answer is yes, right: so, Michigan is right now in a position where it could be and likely is becoming the more reliable state for Kamala Harris based on the data points, based on what we've seen thus far.",Kamala Harris,Michigan,1,1,1
"Harris started, quote, like a rocket in Michigan, and now she's slipping.",Kamala Harris,Michigan,-1,-1,-1
"When Harris replaced Joe Biden as the Democratic nominee in July, Ms. Paul was hopeful as she saw the vice president go off like a rocket in Michigan.",Kamala Harris,Michigan,1,1,1
"But with less than a month to go before election day, Harris' honeymoon period in Michigan would be ending, leaving her pathway to victory less certain.",Kamala Harris,Michigan,-1,-1,-1
"So, let's talk about that, is Kamala Harris' honeymoon period over: i would say that the signs point to yes, to the extent that she had one.",Kamala Harris,Michigan,-1,0,-1
I think that one thing that might have blunted some of her momentum is the JD Vance versus Tim Walz debate.,Kamala Harris,Michigan,-1,0,-1
"At this point, excuse me, there is no obvious solution for Harris to break ahead, said Michigan State University politics professor Matt Grossman.",Kamala Harris,Michigan,-1,1,-1
"Harris's entrance into the race led to more than 100,000 new volunteers in Michigan while she has visited Michigan more than any other state besides Pennsylvania.",Kamala Harris,Michigan,1,0,1
"Well, then yeah Harris still win the state and so I'm not saying they've given up on the issue, but they do not see this as the determinative factor that will lose Michigan over this story. A problem they did a few months ago and the other tell there is Alyssa Slockin who's running for Senate.",Kamala Harris,Michigan,0,1,0
Is that a warning to Vice President Harris: It could be. And it's about how President Harris is going to able to overcome this.,Kamala Harris,Michigan,-1,-1,-1
"Hey Adrian, well Vice President Kamala Harris came out and within the first five minutes of her being on stage she addressed the Arab American community and we have been reporting about the Arab American community here in Michigan and that they feel like they have been forgotten by the Democratic Party because of the Biden-Harris administration support of Israel's war in Gaza.",Kamala Harris,Michigan,-1,-1,-1
"Lots of people out and excited to see Harris and most of the people actually raised their hand when Harris asked them if they had already early voted and we know in Michigan so far there have been records broken just yesterday over 147,000 people voted here in this state but Harris talked about a lot of different things during her speech.",Kamala Harris,Michigan,1,1,1
Now we heard her regular talking points that she does at all the other rallies but she also really talked to a Gen Z because that is who she's talking to at this rally.,Kamala Harris,Michigan,0,0,0
She is really trying to court the college student vote.,Kamala Harris,Michigan,0,0,0
She spoke about how she loves Gen Z and how she also wants to work with them on climate change.,Kamala Harris,Michigan,1,1,1
She talked to them about how they're the generation that grew up having active shooter drills and also that they're the group that will have less rights than their mothers and grandmothers before them.,Kamala Harris,Michigan,0,1,0
She actually went to a church service and then she went on to a small local business and then which she actually went to a chicken and waffle restaurant that's owned by a former Detroit Lions player and then she went on to a barbershop in a predominantly black neighborhood because she was really trying to get out the black vote there because we have seen her try to court those voters and we've actually seen her in her support increase over the last few months.,Kamala Harris,Michigan,1,1,1
Since August she's actually jumped up about 18 points when it comes to the support from black voters in Michigan.,Kamala Harris,Michigan,1,1,1
So in Michigan about 13% of the voting population here is black voters and about 84% of them say they're team Harris.,Kamala Harris,Michigan,1,0,1
So I'm giving you all of the rundown so that you can maybe address what are the pros and cons of Vice President Harris mentioning all of this in Michigan.,Kamala Harris,Michigan,0,1,0
That ink pen that President Biden and Vice President Harris used to undo all of those executive orders that kept our nation safe.,Kamala Harris,Michigan,-1,1,-1
"Remember, the Biden-Harris administration undid all of the border policies that kept our nation safe.",Kamala Harris,Michigan,-1,-1,-1
"Unfortunately, President Vice President Harris talks about what she's going to do, what she's going to do.",Kamala Harris,Michigan,-1,-1,-1
"One for Harris, when Kamala Harris became the nominee for president, we as democrats, his folks with progressive values were able to switch from defense to offense.",Kamala Harris,Michigan,1,1,1
And I think people forgot the fundamentals of this election when Kamala Harris took over the nomination.,Kamala Harris,Michigan,-1,0,-1
"They didn't have the cover that they had when the Democrats rather didn't have the cover they had when Joe Biden was the nominee, that he is nominally Catholic, that he goes to Mass on Sundays.",Kamala Harris,Michigan,-1,0,-1
Kamala Harris is not seemingly practicing anything.,Kamala Harris,Michigan,-1,0,-1
"She's nominally Christian, i'm not sure if she goes to church on a regular basis.",Kamala Harris,Michigan,-1,-1,-1
I think it is looking pretty clear like her proximity to Biden on that issue hurt her especially badly in Michigan.,Kamala Harris,Michigan,-1,1,-1
I'm glad to be working with you and other Michigan Republicans to send Kamala Harris to the White House this November.,Kamala Harris,Michigan,1,1,1
"Year after year, globalist politicians like Kamala Harris sold you out and let other countries loot and pillage and plunder your wealth.",Kamala Harris,Michigan,-1,-1,-1
But do not give a vote to Kamala Harris and expect to be welcomed by my community.,Kamala Harris,Michigan,-1,1,-1
"They're both the same, she is horrendous on every single policy.",Kamala Harris,Michigan,-1,-1,-1
"She says words such as self-determination and too many Palestinian lives have been lost, as if there is a number that's acceptable.",Kamala Harris,Michigan,-1,1,-1
"She was asked directly, like, would you support an arms embargo: and she said, no.",Kamala Harris,Michigan,0,1,0
"That's the big uncommitted, the uncommitted haven't decided to move away from the Democratic party, i compare the uncommitted to a battered woman, who is still holding on to the possibility that maybe tomorrow her husband won't beat her, even though he's been beating her for the past four years.",Kamala Harris,Michigan,-1,-1,-1
"She needs to be far, far more willing, her campaign needs to be far, far more willing to say the way we've approached the issue does not necessarily seem to be working, because you're saying that you are working around the clock for a ceasefire for months and there's nothing to show for it.",Kamala Harris,Michigan,-1,0,-1
Kamala Harris has a history of fighting for the American worker.,Kamala Harris,Michigan,1,-1,1
Kamala Harris is looking out for us.,Kamala Harris,Michigan,1,0,1
"Let's get started, kamala Harris's campaign for president is barely a week old.",Kamala Harris,Michigan,-1,0,-1
"And they're trying to make sure that, you know, this is just a coronation for Kamala Harris, who is all lined up to become the Democratic nominee.",Kamala Harris,Michigan,-1,1,-1
"One thing we must acknowledge is that if you look at the polls today, it seems as though Kamala Harris's convention bump has peaked.",Kamala Harris,Michigan,1,0,1
And we have seen a reversal where Kamala Harris is polling seems to be coming back down.,Kamala Harris,Michigan,-1,0,-1
"Harris is holding a lead, but it's half a point.",Kamala Harris,Michigan,1,0,1
"And right now, the real clear politics map has it as a win for Harris, but barely a win for Harris with only two hundred and seventy three electoral votes.",Kamala Harris,Michigan,1,1,1
Kamala Harris has got this.,Kamala Harris,Michigan,1,0,1
"So that's where we are right now, plus one point nine may have been the peak for Kamala Harris that we talked about post convention convention.",Kamala Harris,Michigan,1,0,1
She's backed off of that lead by about half a point.,Kamala Harris,Michigan,-1,0,-1
"Putting Michigan in the lean Republican category, on our chart, Harris's path to success is dependent on Michigan, as it is often expected of rust belt neighbors Wisconsin and Pennsylvania.",Kamala Harris,Michigan,0,1,0
"Losing all three would undoubtedly throw Harris's path to 270 electoral votes off track, starting two states to the west.",Kamala Harris,Michigan,-1,-1,-1
Harris's lead has increased from 8 to 9.3 points.,Kamala Harris,Michigan,1,1,1
"Although all of these polls have a margin of error, the only one that shows Harris ahead is from less reliable pollster Atlas info which examines prior polling failures.",Kamala Harris,Michigan,-1,-1,-1
"After controlling for weighted error, Harris' lead increases slightly from 6 over 4% to 6.5%, despite the very tiny polling flaws.",Kamala Harris,Michigan,1,-1,1
"Harris, like Michigan and Pennsylvania, has led since late July.",Kamala Harris,Michigan,1,1,1
"They're not angry, and I just am really impressed by the Harris campaign.",Kamala Harris,Michigan,1,1,1
"And they believe that Kamala Harris, many of them, most of them that we talk to, is the right choice for Michigan.",Kamala Harris,Michigan,1,0,1
"Yeah, you know, and I was just wondering when this, you know, this report out that the Harris campaign may be concerned about whether it can win Michigan or not.",Kamala Harris,Michigan,-1,1,-1
"Now, a recent national poll puts Kamala Harris' support with the Muslim community at 30%, and that's tied with the percentage of Muslim Americans who say they're planning on voting for Jill Stein and the Green Party, and that number includes Adam.",Kamala Harris,Michigan,-1,1,-1
"The campaign, VP Harris, the administration, they have repeatedly said to us that they actually don't want us to mobilize their people, that they're willing to put those votes on the table.",Kamala Harris,Michigan,-1,-1,-1
"Do you have a theory on why that support isn't stronger given everything that the Biden Harris administration has done for unions: well, I think at a time, Alex, of massive income and wealth inequality, at a time when 60% of our people are living paycheck to paycheck, at a time when we have a broken, very expensive health care system, time when we're the only major country not to provide medical and family leave, at a time when we have more income and wealth inequality than we've ever had.",Kamala Harris,Michigan,-1,1,-1
"And it sort of begs the question, is it something else, is it actually independent of Joe Biden's record: i'm going to just take Harris out of the equation here, given Joe Biden was only getting 50% of their support.",Kamala Harris,Michigan,-1,1,-1
Who is standing up and fighting for them? And I think Kamala has got to be strong.,Kamala Harris,Michigan,1,1,1
"Look, she's brought forth a number of very good ideas.",Kamala Harris,Michigan,1,1,1
"Housing crisis, she wants about three million units.",Kamala Harris,Michigan,1,-1,1
"Kamala does that, i think she's going to win a whole lot more working class people.",Kamala Harris,Michigan,1,1,1
I think Harris is going to take it again.,Kamala Harris,Michigan,1,0,1
"Her chances are very good, you know why? Because love is on the ballot this year.",Kamala Harris,Michigan,1,1,1
I mean the fact is is that had Biden been nominated which he was going to be and then resigned it would have gone to Harris and it would have been no controversy.,Kamala Harris,Michigan,0,-1,0
"That's why it's not mentioned, this is social engineering. They'll act like it never happened. However, if something is convenient for them, such as January 6th, they'll keep bringing it up. Meanwhile, the economy is struggling, and the border remains a significant issue with people entering the country illegally, often without any verification of who they are. The average middle-class American isn't focused on January 6th; they want to know how to make their dollars stretch further. Kamala Harris's so-called ""opportunity economy"" isn't providing the answers they need.",Kamala Harris,Michigan,-1,1,-1
She's not gonna get better for you.,Kamala Harris,Michigan,-1,-1,-1
Vice President Harris is facing opposition from Michigan's sizable Arab American and Muslim communities due to the Biden administration's support for Israel's war in Gaza.,Kamala Harris,Michigan,-1,-1,-1
"It's back up now, now that Harris is the candidate, to about 43%.",Kamala Harris,Michigan,0,0,0
And we'll start with where Harris is right now by going back to the 2020 presidential race won by Joe Biden as his map comes up with 306 electoral votes.,Kamala Harris,Michigan,0,1,0
Recent polling now shows Harris is up among suburban voters.,Kamala Harris,Michigan,1,0,1
Macomb County was in focus for Harris's running mate Tim Walz just above Detroit there.,Kamala Harris,Michigan,1,0,1
"So the question is, who will they nominate: now, that's essentially going to be Vice President Harris.",Kamala Harris,Michigan,1,0,1
"Nobody else is running, she's got the endorsement.",Kamala Harris,Michigan,1,1,1
She's got the support.,Kamala Harris,Michigan,1,1,1
"Likely to be, but is there a scenario that she might not appear on some states' ballots: Most legal experts say that is not the case. She is going to be placed on those ballots.",Kamala Harris,Michigan,1,1,1
"First, her emphasis on economic recovery and job creation has struck a chord with voters who are still feeling the effects of the COVID-19 pandemic.",Kamala Harris,Michigan,1,1,1
"Both Michigan and Pennsylvania have significant black and working-class populations, and Harris's policies focusing on racial equity and social justice have helped solidify her support in these communities.",Kamala Harris,Michigan,1,1,1
"For Harris, maintaining her lead in Michigan and Pennsylvania could be the key to securing a Democratic victory and continuing the party's legacy in the White House.",Kamala Harris,Michigan,1,1,1
And the latest polls suggest that Kamala Harris may be on the path to making history once again.,Kamala Harris,Michigan,1,0,1
Kamala Harris visiting Detroit this week and rolling out a new agenda focused on garnering support from black men.,Kamala Harris,Michigan,0,1,0
"Let's go, if the election were held today, who would win the election: Kamala Harris.",Kamala Harris,Michigan,1,1,1
"The other thing you hear, at least for some of the people that are going to vote for Kamala Harris, is that they want to be a part of the history of the first black woman being a president.",Kamala Harris,Michigan,1,1,1
"The one guy said about Kamala Harris, I don't have enough information on her stance on immigration.",Kamala Harris,Michigan,-1,0,-1
"Kamala Harris addressed supporters at a massive rally in East Lansing, Michigan.",Kamala Harris,Michigan,0,1,0
She began her address with a nod to civilian victims of Israel's war.,Kamala Harris,Michigan,1,1,1
Maybe he'll come and save if she doesn't change her position.,Kamala Harris,Michigan,-1,1,-1
"Liz Cheney, the former Congresswoman from Wyoming, is gonna be here today, but she also, the Vice President, picked up an endorsement from the daughter of Gerald Ford, Michigan's only president.",Kamala Harris,Michigan,1,1,1
She said she's always supported Israel at the DNC.,Kamala Harris,Michigan,0,1,0
She did not give the Palestinian Americans even a five minute slot at the DNC. That's how she's treating this voter group.,Kamala Harris,Michigan,-1,0,-1
And that's going to come back to haunt her in the state of Michigan.,Kamala Harris,Michigan,-1,-1,-1
These folks are not going to vote for Kamala Harris as she just came out and she said that she wouldn't have done anything different from Biden.,Kamala Harris,Michigan,-1,0,-1
"So the fact that she's basically a Joe Biden 2.0 and you have Arab Americans, Muslim Americans coming out, protesting, this is not good in the state of Michigan with less than four weeks to go.",Kamala Harris,Michigan,-1,-1,-1
And there Harris only leads by half a percent.,Kamala Harris,Michigan,-1,0,-1
Harris may lose six swing states.,Kamala Harris,Michigan,-1,-1,-1
"We know that the polls don't mean everything, but Democrats behind closed doors are panicking at the fact that Harris is not a likable candidate and she is not like a Biden.",Kamala Harris,Michigan,-1,-1,-1
She doesn't have the Obama nostalgia.,Kamala Harris,Michigan,-1,0,-1
She says she's not different from Biden at all.,Kamala Harris,Michigan,-1,0,-1
I don't feel bad for her at all because she has played both sides just like what Biden has done.,Kamala Harris,Michigan,-1,1,-1
"This is terrible news for Kamala Harris, and she's running out of time to make up the margin.",Kamala Harris,Michigan,-1,-1,-1
She is almost being locked out of getting 270 electoral votes.,Kamala Harris,Michigan,-1,0,-1
"She was sort of thrown into this position, and I don't think that anyone necessarily thinks of her as the next great Democratic Party leader.",Kamala Harris,Michigan,-1,-1,-1
"This is fascinating, congresswoman Alyssa Slotkin warning Kamala Harris's underwater in Michigan polls.",Kamala Harris,Michigan,-1,-1,-1
"She warns, quote, I'm not feeling my best right now about where we are on Kamala Harris in a place like Michigan.",Kamala Harris,Michigan,-1,-1,-1
"What is your internal informal polling telling you when you talk to friends and when you talk to family about the state of play in Michigan: well, I'm surprised that she's just now admitting this because I've been saying this for weeks that Kamala Harris is not going to win Michigan at this point in the race.",Kamala Harris,Michigan,-1,-1,-1
"And that is the demographic that she is struggling with the most, and apparently the white dudes for Kamala events just aren't cutting it.",Kamala Harris,Michigan,-1,-1,-1
The chance that Harris wins the election if she loses in Michigan is just 7%.,Kamala Harris,Michigan,-1,1,-1
Kamala Harris is right now showing the poorest showing for any Democrat.,Kamala Harris,Michigan,-1,-1,-1
"You'd have to go all the way back since 1984 in the Reagan landslide when Mondale won union households by even less than right now at Harris is ahead by, but the bottom line is, yes, Harris is ahead among union households in Michigan, but that margin is considerably slimmer than what Joe Biden wants amongst them back in 2020.",Kamala Harris,Michigan,-1,1,-1
"So the bottom line is Dearborn and the Arab Muslim vote very much up for grabs in Michigan, not a good sign for Kamala Harris.",Kamala Harris,Michigan,-1,-1,-1
"Are you confident, Harris, can win Michigan, well, if I listen to you and Harry, I think she ought to quit, okay: i mean, I just never seen anything like the piling on about, well, she's behind Union House, oh, she's behind in Dearborn, she's behind here, there, she's behind everywhere.",Kamala Harris,Michigan,-1,-1,-1
"Why is she ahead: you know, maybe I'm just too stupid and not sophisticated enough to figure this out.",Kamala Harris,Michigan,-1,-1,-1
But I don't think she ought to quit.,Kamala Harris,Michigan,0,0,0
I think she ought to play through election day.,Kamala Harris,Michigan,0,1,0
"Well, no one's suggesting that she quit, but she does have challenges in Michigan.",Kamala Harris,Michigan,-1,1,-1
"Harris and Biden are saying we need to get, we need to have a ceasefire, we need to sit down and do that.",Kamala Harris,Michigan,0,0,0
"So I don't know why you would say, we're not gonna vote for the people that actually wanna try to effectuate a very difficult solution to the problem here as opposed to somebody says, I'm just whatever B.B. wants, I'm gonna give him.",Kamala Harris,Michigan,-1,-1,-1
"While Harris has managed to turn around the polls since incumbent Joe Biden's exit, the numbers are still neck and neck.",Kamala Harris,Michigan,0,0,0
"The poll suggested that Harris was narrowly ahead in Wisconsin and Michigan and tied in five other swing states, Nevada, Georgia, North Carolina, Arizona, as well as Pennsylvania.",Kamala Harris,Michigan,1,1,1
"Already, momentum is shifting to his vice president Kamala Harris.",Kamala Harris,Michigan,1,0,1
What do you think it is about her: we know that she's a powerhouse speaker.,Kamala Harris,Michigan,1,0,1
She has a level of authenticity that you know you don't always see from politicians.,Kamala Harris,Michigan,1,0,1
"For weeks, young people have been sharing memes across social media highlighting Harris's speeches and affectations.",Kamala Harris,Michigan,1,1,1
She has been the Biden campaign's most effective messenger on the issue of abortion access and reproductive freedom.,Kamala Harris,Michigan,1,1,1
"She's pushing a strong pro-union message, promising jobs for workers without college degrees.",Kamala Harris,Michigan,1,1,1
"He's focusing on hamtramck, home to many Arab American voters. Harris didn't ignore this group either.",Kamala Harris,Michigan,1,1,1
She acknowledged their struggles with the Israel-Palestine conflict and emphasized diplomacy for peace.,Kamala Harris,Michigan,1,-1,1
"Today, Vice President Harris continues her push in Michigan with a get out the vote rally in Detroit.",Kamala Harris,Michigan,0,0,0
"Nancy, good morning, good morning, Dana, yeah, Michigan is so central to Harris's chances that she's spending a second straight day in this state today.",Kamala Harris,Michigan,0,1,0
"Speaking in Waterford, Michigan, Vice President Harris said she hoped the death of Yahya Sinwar would be a turning point in the Middle East war.",Kamala Harris,Michigan,0,-1,0
These Harris supporters told us they're doing their part.,Kamala Harris,Michigan,1,1,1
"On Friday, Harris called that unhinged.",Kamala Harris,Michigan,0,0,0
Harris has a comfortable 9% lead.,Kamala Harris,Michigan,1,1,1
"Look at this lead for Kamala Harris, you can see it down here.",Kamala Harris,Michigan,1,0,1
"Look at all of this blue, it's collapsed.",Kamala Harris,Michigan,-1,-1,-1
"It's completely collapsed, Harris was up by two.",Kamala Harris,Michigan,-1,-1,-1
"You, I mean, USA today, Harris plus one Emerson Harris plus one, they've got all the States very, very close, but the big thing we're tracking right now real clear politics average.",Kamala Harris,Michigan,0,1,1
It's not working and you have the terrible Kamala Harris town hall last night.,Kamala Harris,Michigan,-1,-1,-1
There will be people betting on Harris.,Kamala Harris,Michigan,1,0,1
They think she's good value right now.,Kamala Harris,Michigan,1,1,1
"Harris is very unlikable, now Vance is more like than Walz because people think Walz is, is, is just, he's the weirdo now Walz.",Kamala Harris,Michigan,-1,0,-1
"When she found her footing, she went up by like 1.8, 1.9, and she maintained it.",Kamala Harris,Michigan,1,1,1
"I believe, yeah, emerson still has Harris plus one.",Kamala Harris,Michigan,1,1,1
They've had Harris plus one for a while.,Kamala Harris,Michigan,1,0,1
"I don't know what that's about, but they just haven't pulled recently.",Kamala Harris,Michigan,-1,0,-1
"They had a Harris plus four, but either way, again, these numbers look amazing.",Kamala Harris,Michigan,1,1,1
How do you feel about her chances here: i think her chances are pretty good.,Kamala Harris,Michigan,1,1,1
"No statistical difference between these candidates, here's how Obama vet and Harris A. David Plouffe puts it.",Kamala Harris,Michigan,0,-1,0
And that is where Harris has sent Obama absolutely hammering his successor's mental state there.,Kamala Harris,Michigan,1,0,0
