Sentences,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent
But you can sense that there is real potential ground to be tilled here for the Harris campaign.,Kamala Harris,Arizona,1,0,1
The Harris campaign knows it.,Kamala Harris,Arizona,1,0,0
"Yeah, and so I want to talk about exactly that, because, you know, look, it's not often that Kamala Harris is going to bring like a special guest with her on the campaign trail.",Kamala Harris,Arizona,1,0,0
"Obviously, somebody that she's going to do that with is going to have outsized importance.",Kamala Harris,Arizona,1,0,0
"And so the campaign recognizes that as Plouffe has said, and, and Kamala Harris is doing well with them.",Kamala Harris,Arizona,-1,1,1
And she continues to grow her vote share among Nikki Haley voters.,Kamala Harris,Arizona,0,1,1
And so I think that explains why she's out there today.,Kamala Harris,Arizona,-1,0,0
"Like you could, you know, you could tell when people are faking that, you know, and she's very much not.",Kamala Harris,Arizona,1,-1,-1
"And I just think that Kamala Harris wants to make sure she gets every single one of those, like votes.",Kamala Harris,Arizona,1,0,0
And I think that's a good kind of target demo for her to kind of squeeze out a couple more votes as we're looking at a really close race.,Kamala Harris,Arizona,1,1,1
"How is her being on the campaign trail with Kamala going to  confer some huge benefit to the Harris campaign, what would you say to that: yeah, I get that.",Kamala Harris,Arizona,1,1,1
"Like if she can, as many of those voters, she can pull over huge plus for Kamala.",Kamala Harris,Arizona,1,1,1
"And then the other thing I just want to observe today, there is another criticism, which you didn't ask, but I'm going to ask it and knock it down myself, which is progressive folks are like, should she be campaigning with Liz: like people don't like a lot of the Republican like conservative policies that Liz has pushed.",Kamala Harris,Arizona,0,-1,-1
"On stage today, like Liz almost sounded like Kamala is kind of bringing out Liz's inter-liberal.",Kamala Harris,Arizona,-1,0,0
"Having these people, you know, basically start the conversation with Democrats like Kamala Harris will give a permission structure for a lot of these Republican voters out there to know that it is okay to like kind of like as a gateway to, it is okay to vote for Democrats and the policies that Democrats are espoused are not going to lead to the end of the world.",Kamala Harris,Arizona,1,1,1
"And so when you, when you break that, like, you know, if Kamala and Liz Cheney being together can get some people to break out of that mindset, it does, you know, create an openness to rethinking certain issues and being more open to like the progressive point of view on certain issues.",Kamala Harris,Arizona,1,1,1
"But even back to her CNN interview opportunistic economy, she still hasn't explained that like what is that: chris Bird came into the debate leaning towards Harris but still has questions about what her economic plan actually is.",Kamala Harris,Arizona,-1,-1,-1
"Harris meantime stating if Congress brought forward a national bill on abortion access, she would quote, proudly sign it into law.",Kamala Harris,Arizona,1,0,0
"So immigration, Erin, has been kind of a liability for Vice President Kamala Harris as she's running for president now.",Kamala Harris,Arizona,1,-1,-1
"Is it possible to make a dent in that by visiting Douglas? Well, I just wonder what Republicans are going to talk about once she's gone to the border, because that's been the biggest talking point is where she's been, what she's doing.",Kamala Harris,Arizona,1,0,0
"I think she has a really good answer on this, which is they tried to get something done politically that would have actually solved the problem.",Kamala Harris,Arizona,1,1,1
But I think she's at least kind of fighting to a draw.,Kamala Harris,Arizona,-1,-1,-1
"Matt, safe to say Republicans will find something to talk about on immigration, even if Harris is at the border.",Kamala Harris,Arizona,-1,0,0
I think every minute she spends talking about illegal immigration and border security is a lost opportunity for her because the record that the Biden and Harris administration have on this issue is so abysmal.,Kamala Harris,Arizona,1,-1,-1
I think they want to feel like Harris cares about this issue.,Kamala Harris,Arizona,1,0,1
"We see that polling again and again and again, i think she tries to check the box and kind of get over that and neutralize it a little bit.",Kamala Harris,Arizona,1,0,1
"Some of the polling numbers on the economy, she's come way back.",Kamala Harris,Arizona,1,0,1
"It's been really interesting to see, she's kind of got that to an even.",Kamala Harris,Arizona,1,1,1
And I hope she'll squeak by just like President Biden did here in Arizona.,Kamala Harris,Arizona,1,0,0
She's showing that she cares about it.,Kamala Harris,Arizona,-1,1,1
"The reality of the situation is I think she's trying to get it to closer to neutral, to your point, and then give people permission to vote for her.",Kamala Harris,Arizona,-1,0,0
"If this gets them over that hurdle, it could be the difference in her winning Arizona.",Kamala Harris,Arizona,-1,1,1
We've seen polls that show Vice President Harris up by a couple.,Kamala Harris,Arizona,1,0,1
And I think Harris has a chance.,Kamala Harris,Arizona,1,1,1
"Harris has actually been running from an economic perspective, a much more conservative campaign than Biden was.",Kamala Harris,Arizona,1,0,1
She's not talking about wealth taxes and all those other things.,Kamala Harris,Arizona,-1,0,0
She's talking about a tax cut for 100 million Americans.,Kamala Harris,Arizona,1,0,1
"She's talking about, I think there was a whole thing on starting small businesses and tax credits.",Kamala Harris,Arizona,1,1,1
"She's actually playing more of that centrist economic music right now than Joe Biden was, for whatever reason.",Kamala Harris,Arizona,-1,0,0
But I think she definitely has a chance.,Kamala Harris,Arizona,1,1,1
"But man, people seem to have really made up their minds about her.",Kamala Harris,Arizona,-1,0,-1
"And she has just bled a lot of support among the old McCain voters, of which there are many.",Kamala Harris,Arizona,-1,1,-1
"And so that is really hurting her, and Ruben Gallego has run a smart campaign.",Kamala Harris,Arizona,0,-1,-1
She'll be here at Cochise College in Douglas.,Kamala Harris,Arizona,1,0,0
"Now they all traversed through Mexico to get to our back door, but law enforcement down here, say Vice President Kamala Harris, was virtually hands off on the issue and really downplayed the crisis.",Kamala Harris,Arizona,1,-1,-1
They've kept detention at a minimum.,Kamala Harris,Arizona,1,0,0
They have leaned heavily on parole programs as legal pathways and they've provided millions of federal funding to volunteer groups.,Kamala Harris,Arizona,1,1,1
"Now Marnie, you heard from Sheriff Daniels there who has been extending the invitation to Vice President Harris for three and a half years.",Kamala Harris,Arizona,-1,0,0
"But Kamala Harris is debuting a new ad today talking about border security, talking about that she's going to enforce the law.",Kamala Harris,Arizona,0,1,1
"She's going to secure the border, different things like that.",Kamala Harris,Arizona,-1,1,1
Now she's also expected to talk about fighting the flow of fentanyl and getting additional screening machines for the ports of entry and things like that to double down on preventing that deadly drug from getting into the nation.,Kamala Harris,Arizona,1,0,1
I don't think that these are positive trends for Harris.,Kamala Harris,Arizona,0,1,-1
"So there's a larger margin of error here, but we see that Harris is ahead by about 68%.",Kamala Harris,Arizona,1,1,1
We're going to need to see that early vote tick up and Democrats turn out more for that early vote if Harris is going to be competitive on election day because we're likely to see more Republicans vote then.,Kamala Harris,Arizona,1,1,0
That divide isn't quite what Harris would want it to be though.,Kamala Harris,Arizona,-1,1,-1
"Right now, we're not seeing that, we're seeing it get close, very close, very competitive, but she really needs to run that up a little bit more, especially heading into in-person election day.",Kamala Harris,Arizona,1,-1,-1
She needs to run up that score if she's going to remain competitive here.,Kamala Harris,Arizona,1,-1,-1
So it's likely that folks are tying her to the Biden administration.,Kamala Harris,Arizona,-1,0,-1
"She is a vice president, so rightfully so.",Kamala Harris,Arizona,-1,0,0
"But otherwise, there's very little to point to as far as why she's not getting more sizable margins among women and why she's losing a little bit of ground among men.",Kamala Harris,Arizona,1,-1,-1
Harris has done a good job of capitalizing on that housing affordability issue.,Kamala Harris,Arizona,1,1,1
"That's not equal across these states, but we do see that she's doing well among the 18 to 29 demographic.",Kamala Harris,Arizona,1,1,1
"So, you know, I think that it is a potentially good sign for Harris here that Josh Stein has mounted a significant lead over Robinson.",Kamala Harris,Arizona,1,1,1
"But I don't know that that necessarily translates to Stein pulling up Harris, so to speak.",Kamala Harris,Arizona,-1,0,0
"But whether that boosts Harris, I'm not sure.",Kamala Harris,Arizona,0,1,0
"So what does this tell us about down-ballot Democrats trying to distance themselves from Kamala Harris: yeah, that's interesting.",Kamala Harris,Arizona,-1,0,0
"So, you know, any sort of defection that Harris gets from some of these minority voters, that's really going to hurt her on election day.",Kamala Harris,Arizona,1,-1,-1
"Vice President Kamala Harris will continue to undermine her record on Friday, this time on the issue of immigration during remarks in Douglas, Arizona.",Kamala Harris,Arizona,1,-1,-1
Harris faces a conundrum.,Kamala Harris,Arizona,-1,0,-1
"She cannot campaign on policies to fix crime, inflation, and border security without undermining the Biden-Harris administration's policies.",Kamala Harris,Arizona,-1,0,-1
But she must tout the administration's policies to validate her record and candidacy.,Kamala Harris,Arizona,1,0,0
"Under the Biden-Harris administration, migrants swamped the border.",Kamala Harris,Arizona,-1,0,-1
"During her visit, Harris will try to improve her polling numbers by undermining her record by acknowledging the Biden-knowledgeing the Paris administration did not properly secure the border.",Kamala Harris,Arizona,1,-1,-1
Political playbook outlined Harris' revised ideas.,Kamala Harris,Arizona,1,0,0
Harris will argue that American sovereignty requires setting rules at the border and enforcing them.,Kamala Harris,Arizona,0,0,0
She'll call for more resources for Border Patrol agents to do their jobs.,Kamala Harris,Arizona,1,0,0
She'll propose new detection machines for fentanyl at border entry ports.,Kamala Harris,Arizona,-1,0,0
"She'll reject the false choice between securing the border and creating an immigration system that is safe, orderly, and humane.",Kamala Harris,Arizona,-1,1,1
More on Harris' scant plan to secure the border is here.,Kamala Harris,Arizona,1,1,1
It is not clear if Harris will take any questions while in Arizona.,Kamala Harris,Arizona,1,-1,-1
Winfrey had to interject to force Harris to answer the question from the audience.,Kamala Harris,Arizona,-1,0,-1
"And when I am elected president of the United States, I will make sure that Bill gets to my desk and I will sign it into law, Harris replied.",Kamala Harris,Arizona,1,1,1
The establishment media raised concerns about Harris' repeated attempts to avoid her record.,Kamala Harris,Arizona,1,-1,-1
"And most people are basing their path to 270, giving that one to Harris.",Kamala Harris,Arizona,1,1,1
"If you give if Harris wins the blue wall, the famed blue wall, you can see, boom, 270.",Kamala Harris,Arizona,1,1,1
"50 to 48, the previous national Fox poll had it 50 to 48 for Kamala Harris.",Kamala Harris,Arizona,1,0,0
"And the only way forward, the only way forward is to elect Kamala Harris as our next president, and Tim Walz as our next vice president.",Kamala Harris,Arizona,1,0,0
"For some indigenous activists, their political efforts aren't just about electing Vice President Kamala Harris.",Kamala Harris,Arizona,1,0,0
"I know that people think because of the presidential race they're going to help us, Nez said of the Harris campaign.",Kamala Harris,Arizona,1,0,0
We're actually helping them.,Kamala Harris,Arizona,1,1,1
Even Republicans think endorsement helped Harris.,Kamala Harris,Arizona,1,1,1
We're going to get rid of Kamala and Joe.,Kamala Harris,Arizona,-1,0,-1
Harris has unleashed on our country can never be allowed to become the president of the United States.,Kamala Harris,Arizona,1,1,1
Kamala Harris' reign of terror ends the day I take the oath of office.,Kamala Harris,Arizona,1,-1,-1
"It's not possible out here, so I think, you know, being a young Republican, especially out here in Arizona, bringing more people into the fold and kind of seeing how the dynamic has changed ever since, you know, we switched from Biden to Harris.",Kamala Harris,Arizona,1,-1,-1
"And at the end of the day, I mean, we saw the news hits and all the media with Republicans for Harris out here.",Kamala Harris,Arizona,1,0,1
"And quite frankly, they just, they are irrelevant to us.",Kamala Harris,Arizona,-1,0,-1
"And, you know, we're not going to allow any distractions, especially as minimal as Republicans for Harris.",Kamala Harris,Arizona,-1,-1,-1
"And with your help, 23 days from now, can you believe it: we're going to win Arizona and we are going to defeat Kamala.",Kamala Harris,Arizona,-1,-1,-1
"Kamala, shouldn't be running, she shouldn't even be running.",Kamala Harris,Arizona,-1,0,-1
She didn't get any votes.,Kamala Harris,Arizona,-1,0,-1
I have a feeling that he would have been tougher than her.,Kamala Harris,Arizona,-1,-1,-1
What Kamala and her radical left cronies have done to the state of Arizona is a crime that can never be forgiven.,Kamala Harris,Arizona,1,-1,-1
"For four straight years, she's imported an army of illegal alien gang members and migrant criminals from the dungeons all over the world.",Kamala Harris,Arizona,0,-1,-1
And she's resettled them into your communities to prey upon innocent American people.,Kamala Harris,Arizona,-1,-1,-1
"If Kamala gets four more years, the entire country will be turned into a migrant camp.",Kamala Harris,Arizona,-1,0,-1
One of the deadliest and most vicious migrant gangs that Kamala has imported into our country is the savage Venezuelan prison gang known as Trenday Aragua.,Kamala Harris,Arizona,1,-1,-1
But the same amount of time that we heard Vice President Harris talk.,Kamala Harris,Arizona,-1,0,0
And she resettles them into your communities to prey upon innocent American people.,Kamala Harris,Arizona,0,-1,-1
"So what are your thoughts so far: well, I mean, you said that they're coming from dungeons all over the world.",Kamala Harris,Arizona,0,1,0
"And so she's going to have to focus on those, getting her vote out.",Kamala Harris,Arizona,1,0,0
"And clearly, she's going to go with an uplifting message, a uniting message, and try and get those people motivated and mobilized.",Kamala Harris,Arizona,1,1,1
"So certainly, you know, the Harris campaign is going to want to mobilize women going into this.",Kamala Harris,Arizona,1,1,1
Vice President Kamala Harris heads to Arizona today for her first visit to the U.S.-Mexico border since launching her campaign two months ago.,Kamala Harris,Arizona,1,0,0
Polls are showing that immigration is one of Harris's most vulnerable issues but she reportedly will propose deploying more border agents and new technology to target the flow of fentanyl across the border.,Kamala Harris,Arizona,1,-1,-1
"Now during the visit to Douglas later today she's expected to argue as a former border state prosecutor she's the best one to tackle the issue that it is a quote false choice between securing the border and creating an immigration system that is safe, orderly, and humane and according to a senior administration official who shared these quotes on background given that it is not finalized speech yet she's expected to lay out that setting sovereignty requires rules and a border that is followed as well.",Kamala Harris,Arizona,-1,1,1
Kamala Harris will be visiting the southern border that she has completely destroyed from what I understand tomorrow.,Kamala Harris,Arizona,1,-1,-1
"Why would she go to the border now playing right into the hand of her opponent, i mean you take a look at this why would you do that: there can be no justification for what she's done.",Kamala Harris,Arizona,-1,-1,-1
Harris has received criticism for not visiting the border more during her time in office and this is her first visit to the border since 2021 but the campaign believes they have a winning message launching new ads in Arizona and other battleground states highlighting her plans which are some of the toughest positions on the issue for many Democratic candidate in decade.,Kamala Harris,Arizona,0,1,0
And then everyone thought Harris would pick Shapiro.,Kamala Harris,Arizona,1,0,0
He's got Harris up to 58 percent chance.,Kamala Harris,Arizona,1,1,1
"Vice president Harris is trying to do her job and supporting something, something that senators and congressmen will support.",Kamala Harris,Arizona,1,1,1
And so Kamala Harris has a plan.,Kamala Harris,Arizona,1,0,0
She wants to work on Dreamers.,Kamala Harris,Arizona,1,0,0
She wants to work on the 11 million people that are here that have mixed status families.,Kamala Harris,Arizona,1,0,0
"So for Kamala Harris, chances are very low to win from Arizona.",Kamala Harris,Arizona,-1,1,-1
And Arizonans consider Kamala as the reason of their miseries.,Kamala Harris,Arizona,-1,-1,-1
"Arizona suffered high inflation and high cost of living due to the exuberantly high government spendings and adventures, and still Kamala thinks of her victory from Arizona.",Kamala Harris,Arizona,1,-1,-1
Biden Democrat administration with Kamala as the vice president did not materialize the recovery plan from the pandemic.,Kamala Harris,Arizona,-1,0,-1
So it's very less likely that Kamala can get a vote from those sending their children to schools.,Kamala Harris,Arizona,-1,0,-1
The blue collar worker of Arizona received the strongest hit from the cruel Biden policies in connivance with Kamala Harris as the vice president.,Kamala Harris,Arizona,1,-1,-1
"The last three and a half years have been brutal, what do you think about Kamala Harris: i don't know if I should comment on that.",Kamala Harris,Arizona,1,-1,-1
But Kamala Harris is having a tough time in Arizona.,Kamala Harris,Arizona,-1,-1,-1
"Big time, she's been able to completely turn a quote, quote, sinking ship into back on track.",Kamala Harris,Arizona,1,0,1
Harris has consolidated the Democratic base.,Kamala Harris,Arizona,1,0,1
"Harris doing better among black voters than Joe Biden was, a core part of the constituency, so movement there, as well as increased enthusiasm and saying that they're going to turn out.",Kamala Harris,Arizona,1,1,1
She tweeted about that September 10th debate.,Kamala Harris,Arizona,1,0,0
"All right, those are the words from Vice President Harris.",Kamala Harris,Arizona,1,0,0
"This has been a truncated campaign, so while there is momentum, they have less they have less distance to cover, right: very, a lot easier.",Kamala Harris,Arizona,1,1,1
Now Webster is one of the leaders of the grassroots group Arizona Republicans for Harris.,Kamala Harris,Arizona,1,0,1
Their billboards are all over the Valley.,Kamala Harris,Arizona,1,0,1
"Webster still has his differences with Harris, but says he trusts her character.",Kamala Harris,Arizona,1,1,1
Now are there things Kamala Harris has to do for policies I disagree with: absolutely.,Kamala Harris,Arizona,1,-1,-1
"She's a Democrat, but will this Republican to Republican outreach make a difference in what's expected to be a razor thin election in November: it's still a red state and you need Republican crossover votes in order to win longtime Arizona pollster.",Kamala Harris,Arizona,1,-1,-1
"I'm Craig Smith, we're live at Tucson International where we've just watched the landing of Air Force 2 carrying Kamala Harris.",Kamala Harris,Arizona,-1,0,0
"She is going to be headed down to Douglas soon after this, the meeting apparently a collection of helicopters and other vehicles are going to take us down there, down down her there to have some touring of the Douglas area and have a look at the border.",Kamala Harris,Arizona,1,0,0
"On the other hand, Harris's focus on healthcare, education and social justice could turn the tide toward her campaign.",Kamala Harris,Arizona,1,1,1
"And today we are going to be talking about Senator Jeff Flake from the state of Arizona, the last Republican senator from this state, now endorsing Vice President Kamala Harris to be the next president of the United States of America.",Kamala Harris,Arizona,1,1,1
Senator Jeff Flake's decision to endorse Kamala Harris comes at a time where the polling is showing Arizona has become an increasingly more positive race for the former president as the data shows a slight uptick in support from the moments around Kamala Harris' announcement of Tim Walz as vice president at the Democratic National Convention.,Kamala Harris,Arizona,1,1,1
"Jeff Flake, as the most recently elected Republican to the United States Senate, not recently elected, actually recently served Republican, he endorsing Kamala Harris is something that is pretty substantive.",Kamala Harris,Arizona,1,1,1
"It's something that I think also too really marks this moment about Arizona, where we recently saw one of the Republican mayors from a border city county, a border city rather, endorse Kamala Harris as well, the Republican mayor of Mesa, Arizona, who actually spoke at an Arizona rally that took place just around a month ago.",Kamala Harris,Arizona,1,1,1
"This is again, a number of different factors have come into play with people like Representative Liz Cheney and former Republican Vice President Dick Cheney, who have come out and endorsed Kamala Harris for president of the United States.",Kamala Harris,Arizona,1,1,1
"For someone like Kamala Harris, right, the enthusiasm there for Democrats is really high, but amongst Republicans and independents, it's not nearly as high, obviously.",Kamala Harris,Arizona,0,1,0
I don't know much about Vice President Harris.,Kamala Harris,Arizona,-1,0,-1
Important enough that John McCain's son is endorsing Kamala Harris explicitly.,Kamala Harris,Arizona,1,1,1
"And so when we take a look at what's happening in the state of Arizona, and it isn't just there too, right: you're seeing that the Mesa mayor, John Giles, endorsed Kamala Harris.",Kamala Harris,Arizona,1,1,1
"That matters, you know, this is something that I think we have come to see is becoming a more common trend line among some Republicans who were a bit on the fence after 2020 and the January 6th insurrection that are now coming into 2024 with a rebound vision that now it's time to endorse the Democrat for the first time in their political careers.",Kamala Harris,Arizona,1,1,1
And Republicans across the state and across the country have also been pretty supportive of Vice President Harris.,Kamala Harris,Arizona,1,1,1
"There are representatives, there are governors, there are many members, former RNC chair people, right. You are talking about people who served and represented the national Republican party that are now endorsing Kamala Harris.",Kamala Harris,Arizona,1,1,1
And every piece of the puzzle that lands Kamala Harris to the presidency is something that we can look back on and say that was crucial because clearly all of it was.,Kamala Harris,Arizona,-1,1,1
Kamala Harris can't win Arizona and win the election on her own.,Kamala Harris,Arizona,0,-1,-1
"But in winning Arizona, it will likely speak to the electability of Kamala Harris in other surrounding battleground states like Nevada, in Colorado and New Mexico and Texas.",Kamala Harris,Arizona,1,1,1
She'd likely win Nevada in conjunction with Arizona and she'd likely to win the Rust Belt region if she was winning in Arizona as well as Nevada.,Kamala Harris,Arizona,1,1,1
"Kamala Harris still wins the presidency with a combination of Michigan, Pennsylvania and Arizona.",Kamala Harris,Arizona,1,1,1
"Republicans in Arizona, some of them, including members of the McCain family, are all in for Vice President Kamala Harris.",Kamala Harris,Arizona,1,0,1
"After almost four years, borders are Kamala Harris has decided for political reasons that it's time for her to go to the border.",Kamala Harris,Arizona,1,0,0
She's gone to the border for years.,Kamala Harris,Arizona,1,0,0
"What a disgrace that is that she waited so long allowing millions and millions of people to enter our country from prisons and jails, mental institutions and insane asylums.",Kamala Harris,Arizona,1,-1,-1
"Now when she speaks, I hope everybody remembers that she has caused our cities, our towns and our country itself tremendous damage.",Kamala Harris,Arizona,1,-1,-1
"And I think maybe I'll have to take some to Kamala Harris for every time she does a softball interview, she wants to wear some body armor.",Kamala Harris,Arizona,-1,0,-1
But they decided to put Kamala Harris out there more and more.,Kamala Harris,Arizona,-1,0,0
"Now, she's only doing these softball interviews.",Kamala Harris,Arizona,-1,0,-1
"And unfortunately, for Kamala Harris, every time that she does an interview, she makes our case for us.",Kamala Harris,Arizona,1,1,1
"That's a pretty easy job, governor Walz has to go around and somehow convince the American people that Kamala Harris is going to solve the very problem she's been creating over the last three and a half years.",Kamala Harris,Arizona,-1,1,-1
"But here's the reality, is that under Kamala Harris's policies, she cast trillions, she cast the deciding vote on trillions of dollars of new spending.",Kamala Harris,Arizona,-1,0,-1
"That's over, that's over $12,000 a year, thanks to Kamala Harris's policies, Arizona is dealing with one of the worst housing crisis we've ever seen in this state.",Kamala Harris,Arizona,1,-1,-1
"And thanks to Kamala Harris's policies, Arizona is maybe feeling it the worst, the wide open border, the drugs, the crime, and the sex trafficking.",Kamala Harris,Arizona,-1,-1,-1
"And of course, we know that a lot of our senior citizens, the ones who are living on a fixed income, are the ones who have been hit the hardest by Kamala Harris's inflation.",Kamala Harris,Arizona,-1,0,-1
It's always useful to sort of compare and contrast because I feel bad sometimes for anybody who's listening to Kamala Harris's interviews because there's no specifics.,Kamala Harris,Arizona,1,-1,-1
"All right, so Kamala Harris's economic plan is to wage war on American energy, drive up the cost of oil, drive up the cost of natural gas, and drive up the cost of everything that requires low energy costs, which is everything that we buy, from the homes that we buy to the food that gets delivered to the grocery store.",Kamala Harris,Arizona,-1,-1,-1
Kamala Harris is going around the country bragging.,Kamala Harris,Arizona,-1,0,-1
"You know, Kamala Harris wants to open.",Kamala Harris,Arizona,1,0,0
"You know, there's a big lie at the heart of the Kamala Harris campaign.",Kamala Harris,Arizona,-1,0,-1
But now she's come up with this lie because she's trying to scare our senior citizens.,Kamala Harris,Arizona,0,-1,-1
"So to every person who has come into the country illegally under Kamala Harris's leadership, Kamala Harris wants to roll out the red carpet, give free health care and housing benefits.",Kamala Harris,Arizona,-1,-1,-1
"Our message to Kamala Harris is yes, we are compassionate people, which is why we want to secure the damn border.",Kamala Harris,Arizona,-1,-1,-1
"We wake up on November the 6th, and Kamala Harris has barely elected president of the United States by a 700 vote margin in the state of Arizona.",Kamala Harris,Arizona,0,1,0
"That if there's a, Kamala Harris put that sign up, ladies and gentlemen.",Kamala Harris,Arizona,1,0,1
"Think about it, if the truck driver who's delivering the groceries to the grocery store is paying 45% more for diesel, and he is under Kamala Harris's leadership, then we're all paying more for groceries.",Kamala Harris,Arizona,-1,0,-1
"But this particular issue, I think that what Kamala Harris has done is she has used programs that are meant to help people who are escaping tyranny. And that has to stop, because here's what happens, here's what happens when Kamala Harris grants millions upon millions of people legal status.",Kamala Harris,Arizona,-1,-1,-1
Kamala Harris is obsessed with silencing her fellow citizens.,Kamala Harris,Arizona,-1,-1,-1
What you've seen under Secretary Raimondo and Kamala Harris is them trying to say that you're only going to get money to manufacture chips if you do what we want you to do politically.,Kamala Harris,Arizona,-1,-1,-1
But this thing you see with Kamala Harris where she says we're going to hold your government funding hostage unless you agree with our politics.,Kamala Harris,Arizona,0,-1,-1
And it's going to be very fun to beat Kamala Harris on November the 5th.,Kamala Harris,Arizona,0,-1,-1
I think she keeps on making bad decisions for the American people.,Kamala Harris,Arizona,-1,-1,-1
And we want to take away her ability to do that.,Kamala Harris,Arizona,-1,-1,-1
We want to get to a point where Kamala Harris's bad decisions is something she can deal with.,Kamala Harris,Arizona,-1,-1,-1
Because Kamala Harris has gone to war on the American energy sector.,Kamala Harris,Arizona,0,-1,-1
"She's at Douglas, on the over town, holding up a little rally.",Kamala Harris,Arizona,1,0,0
"And at this point, like, we thought that Kamala Harris was going to go somewhere in the Phoenix area, because that's where over half the population of Arizona lives at.",Kamala Harris,Arizona,1,0,0
I think it's safe to say that Arizona isn't necessarily in the picture for Kamala Harris right now.,Kamala Harris,Arizona,-1,-1,-1
"It's her big, it's gonna be her biggest battle.",Kamala Harris,Arizona,1,0,0
"It's gonna be the hardest for her to obtain, and if she really cared about Arizona, she wouldn't be campaigning in Douglas, which is a town, again, of 15,000.",Kamala Harris,Arizona,-1,-1,-1
"It's not necessarily to help her polling and her numbers in Arizona, because obviously, if she did that, she wouldn't be in Douglas right now.",Kamala Harris,Arizona,-1,-1,-1
"She's just trying to make it appear that she cares about the border, which she really doesn't.",Kamala Harris,Arizona,-1,-1,-1
"And honestly, I think, in my personal opinion, I think it's safe to say that Kamala Harris has just given up on Arizona.",Kamala Harris,Arizona,-1,-1,-1
"If she gets that blue wall, I personally think that's the easiest way to victory.",Kamala Harris,Arizona,1,0,0
"And what I see when it just comes down to voter enthusiasm, I don't see people just lining up to vote for Harris.",Kamala Harris,Arizona,-1,-1,-1
"I think maybe on some of these polls, people will say they lean towards Harris, but I don't think that's gonna convert to actually coming out to vote during the election.",Kamala Harris,Arizona,-1,0,-1
But we see that Kamala's desperate for a second debate because she's really not doing too well.,Kamala Harris,Arizona,-1,-1,-1
"Like every single day that Kamala's, her polling numbers are just slipping away.",Kamala Harris,Arizona,-1,-1,-1
I think all the Harris people just aren't gonna come out on election day.,Kamala Harris,Arizona,-1,0,-1
"And if you look at just Harris's campaign strategy right now, she's trying to run towards the right on those issues.",Kamala Harris,Arizona,1,0,0
She's trying to campaign as the border hawk.,Kamala Harris,Arizona,1,0,0
"And we have all these old clips, which we just showed you about her saying, you know, down with deportation and wanting to give amnesty, wanting to give illegals for college, all this stuff.",Kamala Harris,Arizona,-1,0,-1
"Good evening to you today, Vice President Kamala Harris spoke for right around 25 minutes to a crowd of a couple thousand of her supporters.",Kamala Harris,Arizona,0,1,0
"Harris said she would be a president for quote, all Americans and not just for some.",Kamala Harris,Arizona,1,0,1
"Harris did not take questions from the press, so we could not ask her questions on the topic that is of course a major priority to Arizona voters.",Kamala Harris,Arizona,-1,0,-1
She also did encourage her supporters today to get out and vote.,Kamala Harris,Arizona,1,1,1
"Her running mate, Vice Presidential nominee Tim Walz will return here to Arizona on Saturday.",Kamala Harris,Arizona,-1,0,0
The most recent president has been President Biden and Vice President Harris for the last almost four years.,Kamala Harris,Arizona,1,0,0
Vice President Harris vows to take on price gouging as a way as a way to combat inflation.,Kamala Harris,Arizona,1,0,0
Harris wants to increase corporate tax rates.,Kamala Harris,Arizona,0,1,0
That would have been very difficult for Ms. Harris.,Kamala Harris,Arizona,-1,-1,-1
"You know, if you don't want your taxes raised and you're a high income earner, you're not going to be a fan of Ms. Harris.",Kamala Harris,Arizona,-1,-1,-1
She's probably going to raise taxes for high income people.,Kamala Harris,Arizona,1,0,0
"Right, she says not for lower income people.",Kamala Harris,Arizona,1,0,0
"I think the Harris administration would be more likely to let the Federal Reserve continue their fight against inflation, which they appear to be winning.",Kamala Harris,Arizona,1,1,1
And this plays into her campaign message that we've been seeing across the trail that she promises and pledges to be a president for all.,Kamala Harris,Arizona,1,1,1
They've seen a translation into the support that we were initially seeing across social media.,Kamala Harris,Arizona,1,1,1
"All right, we know Harris will be in Arizona later today.",Kamala Harris,Arizona,-1,0,0
"How does she hope to fire up more voter support, and I do note that, am I right about this, that Jennifer Lopez is going to be campaigning with the vice president at some point: you're exactly right.",Kamala Harris,Arizona,1,1,1
"You see, for the longest, they tried to pretend like Kamala Harris has nothing to do with the border.",Kamala Harris,Arizona,-1,-1,-1
She's not the border czar.,Kamala Harris,Arizona,1,0,0
"They tried to just disassociate her from the border altogether, act as if she had nothing to do with it, even though we all know that's a lie.",Kamala Harris,Arizona,-1,-1,-1
"I want you all to hear about some of these criminals that the Kamala Harris Administration, that's what I'm going to call it, because Joe Biden ain't president anymore.",Kamala Harris,Arizona,1,-1,-1
This is Kamala Harris is doing.,Kamala Harris,Arizona,1,0,0
So I want you all to watch and listen as they explain to you all the type of people that are coming across our southern border that Kamala Harris has allowed into our country.,Kamala Harris,Arizona,-1,1,-1
I was seeing a lot of the things that she was saying.,Kamala Harris,Arizona,1,0,1
"And though I adore her extensive and very incredible history and education she does have, there was just some stuff that even like younger Democrats on the side really think are important.",Kamala Harris,Arizona,-1,0,-1
"Here in Arizona, the estimated 15,000 people at Harris's Rockis Glendale rally took part in what's believed to be Arizona's largest rally for a Democratic candidate.",Kamala Harris,Arizona,1,0,1
And the vice president Harris is a far superior campaigner than Joe Biden.,Kamala Harris,Arizona,1,1,1
