Sentences,Presidential_Candidate,State,Annotator_1,Annotator_2,Annotator_3,Final Annotation,Action
"Not to be confused with Kamala Harris, but the poll shows that this race nationally is a dead heat.",Kamala Harris,Pennsylvania,0,0,-1,0,Keep
They dropped a poll with Trump leading by three percentage points.,Donald Trump,Pennsylvania,1,0,0,0,Keep
Now they have Donald Trump leading by three points and we got a poll from the New York Times that shows the opposite.,Donald Trump,Pennsylvania,0,0,0,0,Keep
"And do you really think that Harris is going to do better than Joe Biden by nearly two points in the state of Pennsylvania, current Harris compared to Biden in 2020: the answer is probably not.",Kamala Harris,Pennsylvania,1,0,0,0,Keep
You would probably anticipate Donald Trump to do better.,Donald Trump,Pennsylvania,0,-1,-1,-1,Keep
"Trump is done, but now Donald Trump leads in Pennsylvania.",Donald Trump,Pennsylvania,1,0,0,0,Keep
"That's a hundred percent true, but the one thing that we do know is that Donald Trump is the favorite in Pennsylvania.",Donald Trump,Pennsylvania,0,0,0,0,Keep
"And I know there's a myth out there that'll say, well, Donald Trump is only polling so well because right-leaning pollsters, they say, are flooding the zone.",Donald Trump,Pennsylvania,-1,0,-1,-1,Keep
"And when it comes to a state like Pennsylvania where Trump is expanding his lead, it's just common sense.",Donald Trump,Pennsylvania,0,1,0,0,Keep
"Use your common sense, do you think that Kamala Harris is going to do as well with these white working class voters, you know, compared to somebody like Joe Biden: of course not.",Kamala Harris,Pennsylvania,-1,-1,0,-1,Keep
"There's even an argument to be made, she may not do as well as somebody like Hillary, you know, who did very poorly with these people.",Kamala Harris,Pennsylvania,-1,0,-1,-1,Keep
You could easily see Donald Trump make massive gains.,Donald Trump,Pennsylvania,0,1,1,1,Keep
"And even if he does lose some with, you know, white college educated voters, he loses some of these supporters.",Donald Trump,Pennsylvania,-1,-1,0,-1,Keep
He's likely set to gain some.,Donald Trump,Pennsylvania,0,1,0,0,Keep
"We could debate how much, but he's likely to gain some.",Donald Trump,Pennsylvania,0,1,0,0,Keep
He's likely to gain with Hispanic voters as well.,Donald Trump,Pennsylvania,1,1,0,1,Keep
"And when you look at these polls, even some of the Bellwether polls, oh, Trump is up in Erie.",Donald Trump,Pennsylvania,1,0,0,0,Keep
He's up in Northampton.,Donald Trump,Pennsylvania,0,0,0,0,Keep
But is it possible that he does well enough: it's absolutely possible.,Donald Trump,Pennsylvania,1,1,1,1,Keep
"She's not exactly getting it, even if she's improving slightly.",Kamala Harris,Pennsylvania,-1,1,-1,-1,Keep
"And I don't even think Harris is really that strong of a candidate when it comes to these like, you know, millennial men, for example, which, you know, typically when they grow up as well, they're going to be, you could argue, moving to the right.",Kamala Harris,Pennsylvania,-1,1,-1,-1,Keep
"When you hear Trump talk about the enemy from within, what do you hear: i hear echoes of Victor Orban, of Vladimir Putin, of Nicholas Maduro.",Donald Trump,Pennsylvania,-1,-1,0,-1,Keep
"And he's already done the first two, and now he's coming after the third, which is toĮ̢̢_instead of us being opponents, he's calling us enemies.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
"One is that Vice President Harris has been very intentional from the start of this campaign to treat every single voting cohort with the respect they are due, meaning she does not take anyone for granted and she has worked hard to cultivate and curate policies that speak to their needs.",Kamala Harris,Pennsylvania,1,1,1,1,Keep
"Access to capital is one of the strongest barriers to starting your own small business, and he will eliminate that.",Donald Trump,Pennsylvania,0,0,1,0,Keep
What he has said and what he will do is return us to a time when young black men are walled off from opportunity.,Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
"Now, what he is willing to do is to lie about his intentions.",Donald Trump,Pennsylvania,0,-1,-1,-1,Keep
"And if you listen to his lies, it's like listening to Santa Claus.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
She's saying we have not done everything we need to.,Kamala Harris,Pennsylvania,-1,-1,0,-1,Keep
But she has a plan to address those challenges.,Kamala Harris,Pennsylvania,0,1,0,0,Keep
Her willingness to speak directly to a community is a sign of respect.,Kamala Harris,Pennsylvania,1,1,1,1,Keep
"And with Harris only recently becoming the Democratic nominee, voters say they want to hear more about her policy proposals.",Kamala Harris,Pennsylvania,0,1,0,0,Keep
"On Capitol Hill, Trump allies advised him to steer clear of personal attacks.",Donald Trump,Pennsylvania,0,0,-1,0,Keep
"I think President Trump would be wise to explain how he would change the country, stay away from the personal stuff, talk about policy differences.",Donald Trump,Pennsylvania,0,0,1,0,Keep
"If Trump wins, he's always anti, you know, like kick, let's kick everybody out and build a brick wall.",Donald Trump,Pennsylvania,-1,-1,0,-1,Keep
They also said Trump knows Pennsylvania voters better than her.,Donald Trump,Pennsylvania,0,0,0,0,Keep
He understands the issues that they are facing.,Donald Trump,Pennsylvania,0,0,0,0,Keep
He supported our energy independence.,Donald Trump,Pennsylvania,1,1,1,1,Keep
He supported good paying energy jobs in the fracking industry here in Pennsylvania.,Donald Trump,Pennsylvania,1,1,1,1,Keep
Vice President Kamala Harris tells union workers in Pittsburgh she'll oppose the sale of U.S. Steel.,Kamala Harris,Pennsylvania,0,0,0,0,Keep
"But he also criticized her Republican opponent this fall, arguing that former President Donald Trump would be more likely to cross a picket line than to join one.",Donald Trump,Pennsylvania,-1,0,-1,-1,Keep
Meantime Harris used the joint campaign appearance to say U.S. Steel should remain domestically owned.,Kamala Harris,Pennsylvania,0,0,0,0,Keep
Harris' remarks concur with the White House's months-long opposition to the company's planned sale to Nippon Steel of Japan.,Kamala Harris,Pennsylvania,0,0,0,0,Keep
"Former President Donald Trump, the Republican nominee, is scheduled to be sentenced in his New York hush money case on the 18th.",Donald Trump,Pennsylvania,0,0,0,0,Keep
"Zooming out, Harris has a slight edge nationally.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
"Over the weekend, there was another scare near a Trump rally, this time in California.",Donald Trump,Pennsylvania,0,0,-1,0,Keep
"Major, this will be Harris' eighth visit in western Pennsylvania.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
"Why do I emphasize that: because western Pennsylvania and its political proclivities are more like Wisconsin and Michigan, both also very important to the Harris Electoral College map.",Kamala Harris,Pennsylvania,0,0,1,0,Keep
And there are counties around Allegheny County that Trump carried.,Donald Trump,Pennsylvania,0,0,0,0,Keep
And Harris unveiled a new policy aimed at helping black men.,Kamala Harris,Pennsylvania,1,1,1,1,Keep
"The Harris campaign is trying to make that overall health, fitness, mental acuity argument a subtext to this campaign.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
"So Anthony, we just spoke with major about the push from the Harris campaign to court, particularly black male voters.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
"Yeah, a lot of people say and feel they're still increasing, but Trump voters much more so.",Donald Trump,Pennsylvania,1,0,0,0,Keep
"For Trump voters, a majority say they feel that efforts to promote gender equality have been going too far.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
"Look, I want to see Kamala Harris deliver her vision for a future for all Americans, particularly for young Americans.",Kamala Harris,Pennsylvania,1,1,0,1,Keep
I'm super proud to cast my first ever ballot for President Trump.,Donald Trump,Pennsylvania,1,1,1,1,Keep
"Right now, inflation and prices are up, wages and savings are down under the disastrous policies of Kamala Harris and Joe Biden.",Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
"And so a vote for President Trump is a vote for affordability, prosperity, and the American dream for my generation.",Donald Trump,Pennsylvania,1,1,1,1,Keep
"Ryan, what do you think they need to hear on Tuesday, that undecided voter: i think they need to hear, at least from President Trump, how he's going to turn the economy around.",Donald Trump,Pennsylvania,0,-1,0,0,Keep
"How is President Trump going to deliver: and I think if he articulates his message well, he stays on point.",Donald Trump,Pennsylvania,1,1,1,1,Keep
Trump's abortion bans are going into implementation state after state.,Donald Trump,Pennsylvania,-1,0,-1,-1,Keep
"I mean, from my perspective, it seemed like he's hands on with a lot of things.",Donald Trump,Pennsylvania,1,0,0,0,Keep
"This matters more than anything right now, the stakes of this election with the statement being made by Donald Trump, I felt like I had to be here.",Donald Trump,Pennsylvania,0,1,0,0,Keep
"And what would you hope to take away from this whole situation after the rally is all said and done: well, I think the reason Trump is here is show strength, that he will not be chased away.",Donald Trump,Pennsylvania,1,0,0,0,Keep
I've had people criticize Donald Trump.,Donald Trump,Pennsylvania,-1,0,-1,-1,Keep
Donald Trump was just a good president and he's the best president of my lifetime.,Donald Trump,Pennsylvania,1,1,1,1,Keep
"And the bar was really low, but I like Donald Trump.",Donald Trump,Pennsylvania,1,0,0,0,Keep
I think he's a good guy.,Donald Trump,Pennsylvania,1,1,1,1,Keep
I think he's got character defects.,Donald Trump,Pennsylvania,0,-1,-1,-1,Keep
He's the right guy for the job.,Donald Trump,Pennsylvania,1,0,1,1,Keep
"So if there's an individual that is on the fence and they don't know who to vote for because they've been listening to the internet and online and seeing joy, happiness, vibes, all that type of stuff, what would you tell them to sway them to vote for the right person: i told my buddy, he said, I'll never vote for Donald Trump.",Donald Trump,Pennsylvania,0,1,0,0,Keep
"And now they're saying Trump is the worst, but Trump has surrounded himself by really good people today.",Donald Trump,Pennsylvania,0,-1,-1,-1,Keep
"So please, if you don't like Donald Trump, totally get it.",Donald Trump,Pennsylvania,0,-1,-1,-1,Keep
"So Libby, let's talk about Donald Trump.",Donald Trump,Pennsylvania,0,0,0,0,Keep
"But the Trump campaign is calling it, quote, a love fest.",Donald Trump,Pennsylvania,0,0,0,0,Keep
"And what this was supposed to be was a town hall moderated by Christy Noem, where Trump was answering questions from voters in Pennsylvania.",Donald Trump,Pennsylvania,0,0,0,0,Keep
"But last night, definitely more bizarre Trump event that we've seen this election cycle.",Donald Trump,Pennsylvania,-1,0,-1,-1,Keep
I wonder if the Trump campaign has responded to the vice president's use of his own words at her rallies to rally voters to her cause.,Donald Trump,Pennsylvania,0,0,0,0,Keep
"Vice President Kamala Harris is saying, listen to the former president's words, let them speak for himself.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
"They think that he can dig his own hole, if you will.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
He'll be watching and trying to make sure that there's no efforts to overturn the election again.,Donald Trump,Pennsylvania,0,0,0,0,Keep
Harris is underperforming with them.,Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
Harris is also underperforming against minority voters.,Kamala Harris,Pennsylvania,-1,-1,0,-1,Keep
But it seems that that post-debate bump that a lot of analysts expected that she would have is pretty much gone now.,Kamala Harris,Pennsylvania,1,0,0,0,Keep
"Now I should mention, Donald Trump recently posted on Truth Social.",Donald Trump,Pennsylvania,1,0,0,0,Keep
He just did the other day on the Team Trump Facebook page.,Donald Trump,Pennsylvania,0,0,0,0,Keep
The vice president heading to a couple areas of Pennsylvania that Trump won in 2020.,Kamala Harris,Pennsylvania,0,0,1,0,Keep
And I think it's because people see that she's offering a positive vision for the country and rejecting the chaos and division of Donald Trump.,Kamala Harris,Pennsylvania,-1,0,0,0,Keep
"And so when you go in to communities like this in Lucerne and Cambria County, Pennsylvania, where the margins really matter, she's speaking to voters to try to get her message out that we can actually turn the page on the Donald Trump era and come together and unite as a country.",Kamala Harris,Pennsylvania,0,0,1,0,Keep
"Ian, Trump has been leaning into that baseless conspiracy theory about migrants eating pets.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
She talked about her plans to take on grocery pricing and housing pricing and bring those down for the American people.,Kamala Harris,Pennsylvania,1,0,0,0,Keep
She talked about reproductive freedom and how she wants to protect it and sign a law that codifies Roe v. Wade.,Kamala Harris,Pennsylvania,0,1,0,0,Keep
"Those are the things that voters actually care about, and Donald Trump is ranting about conspiracy theories that don't make any sense and that people are actually laughing at when he says them.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
"When you talk about trying to expand who she's reaching, we have heard from some undecided voters that we've talked to that even after the debate, they still don't know enough about the vice president's plans for the future and how her vision is different from President Biden's.",Kamala Harris,Pennsylvania,0,1,0,0,Keep
And she's offering her own set of proposals and vision for the country.,Kamala Harris,Pennsylvania,0,0,0,0,Keep
And what the next 50 some odd days will do is allow her to get out on the campaign trail and share those priorities directly with the American people.,Kamala Harris,Pennsylvania,0,0,0,0,Keep
"And when the vice president talks about her history as a prosecutor, for example, and who she was fighting to protect and who she was defending, taking on the big banks to get 20 billion dollars for homeowners who got screwed during the during the financial crisis, you know, taking on gangs who were smuggling people and drugs across the border.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
"We might, but I still want to see more about Kamala Harris.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
"Kamala Harris won, as far as I'm concerned.",Kamala Harris,Pennsylvania,0,0,1,0,Keep
"She was direct, she was concise.",Kamala Harris,Pennsylvania,0,1,1,1,Keep
She had more talking points ready.,Kamala Harris,Pennsylvania,0,0,1,0,Keep
"She talked around it, and I want a more direct answer.",Kamala Harris,Pennsylvania,1,0,0,0,Keep
"I like how she brought up multiple things that she wanted to do for policy, and people keep saying, I don't know why she doesn't want to talk about policy.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
He would not vote for Trump a third time.,Donald Trump,Pennsylvania,0,-1,-1,-1,Keep
Democrats who urged Biden to exit race say Harris is exceeding expectations.,Kamala Harris,Pennsylvania,0,0,1,0,Keep
Democrats who urged Biden to exit race say Harris is beyond expectations.,Kamala Harris,Pennsylvania,1,0,0,0,Keep
"At a fragile moment with Democrats frustrated and fearful about the President's reelection prospects, Ryan posted on social media that Harris has significantly grown into her job.",Kamala Harris,Pennsylvania,0,0,-1,0,Keep
We told you Harris was a better option.,Kamala Harris,Pennsylvania,0,1,0,0,Keep
"Yeah, i mean, every single Congress person, I think, who spoke up and vouched for her early on, they're allowed to be smug.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
"The image, which went viral on Wednesday, shows eight of his relatives wearing Walz's for Trump t-shirts, signaling their support for Republican presidential nominee and former President Donald Trump.",Donald Trump,Pennsylvania,1,1,1,1,Keep
"It took more than six weeks for Harris and Walz to sit down for their first official interview, which aired as a pre-taped segment with CNN's Dana Bash on Thursday.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
"The interview has sparked controversy, with some commentators questioning why Vice President Harris needed Governor Walz by her side for the occasion.",Kamala Harris,Pennsylvania,-1,0,0,0,Keep
"To date, Harris has yet to hold a formal press conference, raising further concerns about transparency and accessibility as the campaign heats up.",Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
"Our top story tonight involves a tense exchange at the White House earlier today, where White House correspondent Peter Ducey questioned press secretary Kareen Jean-Pierre about Vice President Kamala Harris's shifting policy positions.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
"Ducey pressed Jean-Pierre on why Harris has changed several stances since her time as a U.S. senator and during the 2020 presidential race, despite Harris recently stating that her values have not changed.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
"Her positions on key issues, such as health care for illegal immigrants, fracking and policing have evolved over time, leading to questions about her consistency as she prepares for the upcoming election season.",Kamala Harris,Pennsylvania,-1,0,0,0,Keep
"Here, Donald Trump told people to go out and vote on January 5th.",Donald Trump,Pennsylvania,0,0,0,0,Keep
And then he just stands there for like minutes listening to these songs.,Donald Trump,Pennsylvania,0,0,0,0,Keep
I'm just going to show you small portions of it because this goes on for minutes as he's bobbing around and these songs are playing here.,Donald Trump,Pennsylvania,1,0,0,0,Keep
"Nice and loud, god bless you, let's send President Trump back to the White House.",Donald Trump,Pennsylvania,1,1,1,1,Keep
Then someone has a medical event at the event and Donald Trump says the individual should lose weight.,Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
"Here's the individual, by the way, who Donald Trump yells at and tells to lose weight as he's being stretchered out of the rally.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
Kamala Harris is a good person.,Kamala Harris,Pennsylvania,1,1,1,1,Keep
"And he says that the migrants who are there lawfully are actually illegal immigrants, spreading more racism and xenophobia.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
And Donald Trump then tries to talk about gas and cooking.,Donald Trump,Pennsylvania,0,0,-1,0,Keep
"And I don't even know what he's even saying here because, again, he's really mentally having real issues.",Donald Trump,Pennsylvania,-1,-1,0,-1,Keep
"He says he's going to take another question, then changes his mind and then calls Democrats evil.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
He then tells his production crew to play the YMCA and then starts dancing to the YMCA.,Donald Trump,Pennsylvania,0,0,1,0,Keep
"Just you can clip it where he starts talking about where he starts dancing, but just show a small portion of it because he then just dances to the whole YMCA song and then takes more questions and then starts dancing to those other songs.",Donald Trump,Pennsylvania,0,0,0,0,Keep
"She's ready, she has been making this clear for a long time.",Kamala Harris,Pennsylvania,1,1,1,1,Keep
He would release his his medical records.,Donald Trump,Pennsylvania,0,0,0,0,Keep
He's been forgetting things.,Donald Trump,Pennsylvania,-1,-1,0,-1,Keep
We'll give him a break on this.,Donald Trump,Pennsylvania,0,0,0,0,Keep
He's a nearly 80 year old man.,Donald Trump,Pennsylvania,0,0,0,0,Keep
He's ranting and rambling until people get bored and leave his rallies.,Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
He went on there and he suggested that he is going to send the military against the enemy from within.,Donald Trump,Pennsylvania,0,0,0,0,Keep
He's talking about someone who comes to a rally to express their love and their commitment to our democracy.,Donald Trump,Pennsylvania,0,0,0,0,Keep
"So look, if anybody wants to pretend that this is a normal conversation that Donald Trump is having, just dispel that.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
"The former chairman of the Joint Chiefs of Staff, Mark Milley, said, no one has ever been more dangerous to this country than Donald Trump, and he is a fascist to his core.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
And we can do that by making Kamala Harris the president of the United States.,Kamala Harris,Pennsylvania,0,0,1,0,Keep
"Here, play this clip, and so after all these years, we know who Donald Trump is.",Donald Trump,Pennsylvania,0,1,0,0,Keep
He is someone who will stop at nothing to claim power for himself.,Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
He has worked to prevent women from making their own health care decisions and threaten your fundamental freedoms and rights.,Donald Trump,Pennsylvania,1,-1,-1,-1,Keep
Hey guys welcome back to another video today we will be talking about the state of Pennsylvania in the 2024 presidential race and now it really is going more and more towards Kamala Harris as the election approaches it's now only 24 days away she is simply running away with the state of Pennsylvania.,Kamala Harris,Pennsylvania,0,1,0,0,Keep
"I think that if there's a tie in Pennsylvania, like in the statistical polling, I think that Trump will win.",Donald Trump,Pennsylvania,1,0,0,0,Keep
"It wasn't by a huge margin and it was close, but he did win.",Donald Trump,Pennsylvania,1,0,1,1,Keep
I think that he wins on a tie.,Donald Trump,Pennsylvania,1,0,0,0,Keep
That was because they did an interior poll and they found that the majority of the people within the union endorsed Trump.,Donald Trump,Pennsylvania,0,0,1,0,Keep
"So they said, well, we can endorse Trump.",Donald Trump,Pennsylvania,0,0,0,0,Keep
"So they decided to stand down and stand by, so to speak, i think that Pennsylvania is Trump's to lose.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
"If the trajectory of the race though remains roughly stable, I would expect Trump to win Pennsylvania.",Donald Trump,Pennsylvania,0,0,1,0,Keep
"And this, by the way, is terrible news for Kamala Harris.",Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
"She goes to the border, as literal borders are, and doesn't really want to take questions from journalists, of course, about this.",Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
"And basically just sloganeers the entire time, trump has put forth concrete plans for what he wants to do.",Donald Trump,Pennsylvania,0,-1,0,0,Keep
"Even for her, though, it seems odd that more than half of her actual policy positions are literally borrowed from her opponent.",Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
"This is short bus Kamala, basically.",Kamala Harris,Pennsylvania,-1,0,0,0,Keep
"It'll go over so well, i mean, I'm looking at the political situation, they're like, what the fuck is going on at this point: and I think that Trump wins.",Donald Trump,Pennsylvania,1,1,1,1,Keep
"And number two, the socioeconomic situation that we find ourselves in favors a populist platform like Trump's in places like Pennsylvania, in places like Nevada.",Donald Trump,Pennsylvania,1,0,0,0,Keep
Trump will conduct diplomacy.,Donald Trump,Pennsylvania,0,0,-1,0,Keep
He's getting roundly criticized by the liberals for doing so as well.,Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
"It's like Trump says, hey, I want to get a peace deal between Ukraine and Russia.",Donald Trump,Pennsylvania,0,0,0,0,Keep
"If you're getting squeezed by prescription drug prices, Kamala Harris is going to take on Big Pharma.",Kamala Harris,Pennsylvania,0,1,0,0,Keep
"You know, we have said all along that this decision was a deeply personal decision that Vice President Harris was going to have to make.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
And she's chosen the person that she believes can help her win this election and that she believes can help her best govern.,Kamala Harris,Pennsylvania,1,1,1,1,Keep
We're fortunate to have Kamala Harris as our nominee and our next president.,Kamala Harris,Pennsylvania,1,1,1,1,Keep
"There have also been some reports that your predecessor, former lieutenant governor and now Senator John Federman expressed concerns about Governor Shapiro to the Harris campaign.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
"But how confident are you that Vice President Harris and Tim Waltz can win Pennsylvania in November: you know, I think as Democrats, we have a job to do to get out all across Pennsylvania to talk about our vision for this country, how we're going to create an economy that works for everyone, how we are going to make our community safer and how we're going to create ladders of opportunity for everyone.",Kamala Harris,Pennsylvania,1,0,1,1,Keep
Kamala Harris has fought at every turn to move America forward.,Kamala Harris,Pennsylvania,1,1,-1,1,Keep
"Donald Trump at every turn has fought to take us backwards, to strip us of our fundamental rights and freedoms.",Donald Trump,Pennsylvania,0,-1,-1,-1,Keep
"And I think at the end of the day, people are going to understand that contrast and they're going to vote to make Kamala Harris our next president.",Kamala Harris,Pennsylvania,1,1,0,1,Keep
I'm proud to co-chair black voters for Kamala Harris here in Pennsylvania.,Kamala Harris,Pennsylvania,1,1,1,1,Keep
"We have to talk about the 2024 presidential election, because it appears that Kamala Harris is in deep trouble in the key swing state of Pennsylvania.",Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
"And I know, that sounds crazy, like, wait, what: according to some people, Kamala Harris is up by 15 points.",Kamala Harris,Pennsylvania,-1,0,0,0,Keep
"And she said, the polling is so bad in Pennsylvania, that not even Josh Shapiro could deliver the state.",Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
"Look at this, on the RCP average right now, Trump is up by two points.",Donald Trump,Pennsylvania,-1,0,0,0,Keep
"Yeah, trump plus two, despite Trump, quote unquote, collapsing everywhere else, he's still up by two points in Pennsylvania.",Donald Trump,Pennsylvania,0,0,0,0,Keep
"So while the national and even statewide polling in some states has gotten worse for Trump, it seems like in Pennsylvania, it stayed about the same.",Donald Trump,Pennsylvania,0,-1,-1,-1,Keep
"It could, but as of now, the public polling is showing a Trump plus two lead.",Donald Trump,Pennsylvania,-1,0,0,0,Keep
But now it's still a Trump lead.,Donald Trump,Pennsylvania,-1,0,0,0,Keep
"Now, I want to go over why this is a big deal that Harris is potentially in deep trouble in Pennsylvania.",Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
"It's like Trump plus two in Wisconsin, Trump plus three in Pennsylvania, which I'm not saying it's a guarantee.",Donald Trump,Pennsylvania,0,0,1,0,Keep
That's why it's such a big deal if Pennsylvania goes towards Trump.,Donald Trump,Pennsylvania,0,0,-1,0,Keep
"And that's why I think the Harris campaign, they're kind of freaking out because if Josh Shapiro wasn't enough to save them, how are you going to win, how are you supposed to win Pennsylvania: if not, even Josh Shapiro would be enough to win the presidency.",Kamala Harris,Pennsylvania,-1,-1,1,-1,Keep
"But after that, she cannot lose a single state.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
"Now, does this mean Trump's going to win Pennsylvania by 10 points: no.",Donald Trump,Pennsylvania,1,0,0,0,Keep
This should be when her polling's at her and it's absolute peak.,Kamala Harris,Pennsylvania,0,0,1,0,Keep
So she's already down by two to three points and this is when she should be pulling her best.,Kamala Harris,Pennsylvania,1,-1,-1,-1,Keep
"And if Trump is really winning Pennsylvania, do you really think he's losing Wisconsin: i doubt it.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
"So really at this point, Harris cannot lose any more states.",Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
"Why do you think both campaigns, they're kind of ignoring Wisconsin, Nevada, but they're throwing everything at Pennsylvania, Georgia, kind of Arizona, but they're targeting Pennsylvania, Georgia the most because if you win just one of these two states of your Trump, your pathway to winning the presidency is all but secured.",Donald Trump,Pennsylvania,0,0,0,0,Keep
"And if they're not confident about Pennsylvania, how do you expect to win because of Trump's winning Pennsylvania, do you think he's losing Wisconsin or even Michigan at that point: i doubt it.",Donald Trump,Pennsylvania,1,-1,-1,-1,Keep
I really don't know what the Harris campaign does if they lose Pennsylvania.,Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
"If she just gives up in Pennsylvania, which I don't think she will, but if she's losing Pennsylvania by two to three points as of now and even Josh Shapiro wouldn't have saved them.",Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
Does anyone really expect her to win: i don't know.,Kamala Harris,Pennsylvania,-1,-1,-1,-1,Keep
"I guess it's possible that maybe she wins every other state except Pennsylvania, but I don't see that occurring.",Kamala Harris,Pennsylvania,1,0,0,0,Keep
"Yeah, he's probably the clear favorite at that point.",Donald Trump,Pennsylvania,1,1,1,1,Keep
It actually is giving Trump just as many votes as Philadelphia is in excess giving the votes for whoever the Democratic candidate is.,Donald Trump,Pennsylvania,1,0,0,0,Keep
"Now the most recent New York Times, Siena poll shows Kamala Harris at 43% of the vote in the Northeast part of the state.",Kamala Harris,Pennsylvania,0,0,0,0,Keep
"Now, if you take Fayette County, which I mentioned earlier, talking in comparison to Philadelphia County, you actually have a 10% decrease in the amount of voters voting there, yet the numbers have gone up 13% for Donald Trump during this time.",Donald Trump,Pennsylvania,0,0,0,0,Keep
"So that is a good thing as well, and with the latest poll numbers that we see out of Northeast Pennsylvania, if Kamala Harris is able to get over 40 percent, chances are they're going to win the state.",Kamala Harris,Pennsylvania,1,1,1,1,Keep
"It's done, kamala Harris wins.",Kamala Harris,Pennsylvania,1,1,1,1,Keep
"And if you take into reporting from our own Selena Zito, who basically kind of crisscrosses Pennsylvania the whole time, feels to be that there there's Kamala still got a lot of work to do there if she's going to win it.",Kamala Harris,Pennsylvania,0,0,1,0,Keep
"And I would imagine as well, there's still a certain resentment that they turfed out one of their own to replace and replace her on the ticket.",Kamala Harris,Pennsylvania,-1,-1,1,-1,Keep
"Do we see Donald Trump investing time and campaign money in Pennsylvania in a way that shows his campaign kind of gets how important Pennsylvania is, i mean, do you see a strategy to the way he's campaigning: yeah, it's interesting.",Donald Trump,Pennsylvania,1,1,1,1,Keep
But I would have thought that Trump would want to purely focus on these crucial swing states.,Donald Trump,Pennsylvania,0,1,0,0,Keep
"Now, he's obviously been in Pennsylvania a lot and Trump is somewhat kind of omnipresent and he's never off your TV.",Donald Trump,Pennsylvania,0,-1,0,0,Keep
He's never not posting on on a truth social.,Donald Trump,Pennsylvania,0,1,0,0,Keep
"Maybe, but yeah, there just seemed to be a kind of strange lack of focus from his campaign.",Donald Trump,Pennsylvania,-1,-1,-1,-1,Keep
"If he were to get on message and start campaigning where he needs to, he has some opportunities for growth.",Donald Trump,Pennsylvania,1,1,1,1,Keep
But she's run a fairly flawless campaign so far and still isn't budging.,Kamala Harris,Pennsylvania,1,1,1,1,Keep
"I don't know if she does have many more opportunities, if any.",Kamala Harris,Pennsylvania,0,0,1,0,Keep
"I think when you say she's run a flawless campaign, it's because it's mistake free one, I guess, is a better way.",Kamala Harris,Pennsylvania,1,1,1,1,Keep
"Yeah, it's mistake free, but it's because she's not giving those opportunities to go mistake free.",Kamala Harris,Pennsylvania,1,-1,-1,-1,Keep
She's given hardly any interviews thus far.,Kamala Harris,Pennsylvania,-1,-1,0,-1,Keep
I don't think she's done a press conference as far as I can recall.,Kamala Harris,Pennsylvania,0,0,0,0,Keep
"That it's a kind of double edged sword to caramelize not giving herself the opportunity to make mistakes, but at the same time, it kind of cuts off access to who she is.",Kamala Harris,Pennsylvania,-1,0,-1,-1,Keep
