Sentence,Candidate,State,Vote 1,Vote 2,Final Sentiment
"The big question right now for Harris is will Shapiro help her clinch the Keystone state come November: like Harris, he is also a former attorney general.",Kamala Harris,Pennsylvania,0,1,0
"John Delano, politics editor with CBS News Pittsburgh, spoke with Vice President Kamala Harris about the top issues for the Keystone State voters, including her stance on the proposed acquisition of U.S. Steel by the Japanese company Nippon Steel.",Kamala Harris,Pennsylvania,0,1,0
"How have the voters you've talked to reacted to because this is a part of Vice President Harris's economic message, how have they reacted more broadly to that message: well, John, first of all, it's always good to be with you.",Kamala Harris,Pennsylvania,0,1,1
"Well, I really think the people that are supporting Donald Trump had been with Donald Trump throughout.",Donald Trump,Pennsylvania,0,1,0
You go to other parts and the Harris signs are up.,Kamala Harris,Pennsylvania,1,0,0
The Trump campaign tells me they have about two dozen in Pennsylvania.,Donald Trump,Pennsylvania,0,0,0
"Pennsylvania would win the election for Donald Trump, assuming he gets North Carolina and Georgia.",Donald Trump,Pennsylvania,0,1,0
And now Donald Trump has a lead.,Donald Trump,Pennsylvania,-1,0,0
Donald Trump is going to gain significantly out of the gate.,Donald Trump,Pennsylvania,1,1,1
"Now, it's true that with these white college graduate voters, Harris may make some gains by how much we could, you know, question that.",Kamala Harris,Pennsylvania,0,1,0
"But still, it's very likely that Harris, she probably loses, you know, a little bit of ground with black voters, according to most polling.",Kamala Harris,Pennsylvania,-1,-1,-1
It's very likely that the polls are overestimating Trump's support.,Donald Trump,Pennsylvania,-1,0,-1
"So, you know, you could adjust for the turnout, but just doing that would give Donald Trump the victory.",Donald Trump,Pennsylvania,-1,0,0
The Trump base is fired up.,Donald Trump,Pennsylvania,0,-1,0
"But when you look at the counties and you see, oh, Trump is up by, you know, one to two points in these counties, Donald Trump usually is winning the state of Pennsylvania.",Donald Trump,Pennsylvania,0,1,0
"Now, I think he could very well be up by a little bit more and it doesn't take into account potential swings in places like Philadelphia City proper, where it's the largest county in the state.",Donald Trump,Pennsylvania,0,1,0
And you will probably see a decent swing to Donald Trump.,Donald Trump,Pennsylvania,-1,0,0
"That really is, and it's possible the polls underestimating him.",Donald Trump,Pennsylvania,-1,0,-1
They're unfamiliar with Kamala Harris.,Kamala Harris,Pennsylvania,0,0,0
"Now it's a tie sometimes, depending on the day, Trump has a narrow lead.",Donald Trump,Pennsylvania,0,0,0
And that's with polls typically underestimating Donald Trump significantly in the state of Pennsylvania.,Donald Trump,Pennsylvania,-1,0,-1
"What role does Pennsylvania play in Kamala Harris' presidential campaign: pennsylvania is a critical battleground state in Kamala Harris' presidential campaign, and its importance cannot be overstated.",Kamala Harris,Pennsylvania,1,0,1
"Campaign focus and strata, Harris has been making numerous trips to Pennsylvania, emphasizing a broader strategy that goes beyond traditional Democratic strongholds.",Kamala Harris,Pennsylvania,0,1,0
"Harris has expanded her campaign efforts into these regions, including Beaver County, Lancaster County and Fayette County, to connect with voters who may not be as familiar with her.",Kamala Harris,Pennsylvania,1,0,0
This targeted advertising aims to enhance Harris' personal narrative and economic policies.,Kamala Harris,Pennsylvania,1,0,0
"This includes visits to local businesses and community events, such as her unannounced stop at a cafe and bookstore in Johnstown.",Kamala Harris,Pennsylvania,0,-1,0
"Debate and public engagement, Harris prepared for the first presidential debate in Pittsburgh and has since engaged in various interviews and rallies across the state.",Kamala Harris,Pennsylvania,0,1,0
"However, the Harris campaign believes its organization is stronger, with a broader reach into rural and swing counties.",Kamala Harris,Pennsylvania,1,1,1
"Also, even if he can get to the House, the Senate probably not going to love this either.",Donald Trump,Pennsylvania,0,-1,-1
They do not want to specifically talk about any of Trump's legal woes.,Donald Trump,Pennsylvania,0,-1,-1
And I think that's partly because Trump has tried to paint this as a politically motivated attack against them.,Donald Trump,Pennsylvania,-1,0,-1
And yet Trump has really not been able to catch up when it comes to that ground game.,Donald Trump,Pennsylvania,-1,0,-1
And it does feel like a bit of a pivotal moment here as we're finally seeing Trump tied to a courtroom day after day.,Donald Trump,Pennsylvania,0,1,0
"Vice President Harris has focused her campaign today on Pennsylvania, which is not much of a surprise, but her strategy is worth looking at.",Kamala Harris,Pennsylvania,0,1,0
"Now, it's our lucky day because our lead correspondent who covers the Harris campaign for us, she happens to be from Luzerne County.",Kamala Harris,Pennsylvania,1,1,1
"But by the way, first, I want to talk to you about why Harris is there.",Kamala Harris,Pennsylvania,0,1,0
"Anyway, Harris is going there today.",Kamala Harris,Pennsylvania,0,0,0
"And you know, they might be voting for Trump.",Donald Trump,Pennsylvania,-1,0,0
Kamala Harris is making clear that she gets how to win Pennsylvania.,Kamala Harris,Pennsylvania,1,1,1
"The week before the DNC, she came to Pennsylvania and she didn't go to Philly or Pittsburgh.",Kamala Harris,Pennsylvania,1,0,0
And there she came to talk about cutting costs.,Kamala Harris,Pennsylvania,0,-1,0
She came to talk about economic challenges and what a Harris administration would do to improve their lives.,Kamala Harris,Pennsylvania,0,1,0
One thing that that brings to mind is the fact that Kamala Harris and Tim will also are opening up field offices across the state.,Kamala Harris,Pennsylvania,1,0,0
"Way more, and so if you contrast that to what Donald Trump has opened up in PA, where I think it was just less than where you can count on one hand, where is all the money going in the Trump campaign, and can you talk about the fact that we are seeing such a disparity in the actual ground game between the two campaigns: look, I don't know what the hell Donald Trump's doing with his money.",Donald Trump,Pennsylvania,0,-1,-1
He's got some intensity behind his campaign.,Donald Trump,Pennsylvania,1,0,1
"People who were likely going to vote for Joe Biden are now not only voting for Kamala Harris, but they're also taking lawn signs, putting them on their lawn.",Kamala Harris,Pennsylvania,-1,0,-1
That guy goes out and parrots Trump's bullshit every day.,Donald Trump,Pennsylvania,-1,-1,-1
And it's clear Donald Trump is having a whole lot of buyer's remorse.,Donald Trump,Pennsylvania,-1,1,-1
"Right, i mean, this is somebody who, for example, is, uh, is running on the ticket with somebody who he called America's Hitler.",Donald Trump,Pennsylvania,-1,0,-1
"Right, he's not being honest with us.",Donald Trump,Pennsylvania,-1,-1,-1
He's not being honest with himself.,Donald Trump,Pennsylvania,-1,-1,-1
He's a total poser.,Donald Trump,Pennsylvania,-1,0,-1
"What does it say, um, about, about this ticket's working class appeal that even, even though he was endorsed by the leadership of the organization that he was speaking at, the rank and file were clearly hostile to his campaign.",Donald Trump,Pennsylvania,-1,0,-1
"Just recently, Donald Trump has come out and said that he's actually going to be a champion for IVF and he's actually expressed hostility toward the six-week abortion ban that his own policies facilitated.",Donald Trump,Pennsylvania,-1,-1,-1
"What does it say about the state of this race that this is the tack that he's taking now: well, look, it's clearly where the vast majority of Americans are.",Donald Trump,Pennsylvania,-1,0,-1
"Remember, it was he who packed the Supreme Court so that they would overturn Roe v. Wade and it was he who ran to the microphones to claim credit for it.",Donald Trump,Pennsylvania,0,1,0
"OK, so Canada, Kamala Harris will be back in Pennsylvania for the second time this week.",Kamala Harris,Pennsylvania,0,1,0
Former President Donald Trump is holding a town hall with Latino voters.,Donald Trump,Pennsylvania,0,0,0
"So they are they brought out families that were separated during the Trump administration, their border separation policy.",Donald Trump,Pennsylvania,-1,0,0
"Kamala Harris on the stage with 100 Republicans, what's that all about: well, look, she is holding an event in Bucks County, Pennsylvania.",Kamala Harris,Pennsylvania,0,1,0
"Obviously, as you know, the race in Pennsylvania raised her thin.",Kamala Harris,Pennsylvania,0,0,0
Quinnipiac actually describes that as a head to head outcome because that three point margin that Donald Trump has is within their margin for error.,Donald Trump,Pennsylvania,0,-1,0
"Again, Trump's trying to show some solidarity with union workers.",Donald Trump,Pennsylvania,0,1,0
Brand new data suggests that Donald Trump's on pace for a big victory in Pennsylvania.,Donald Trump,Pennsylvania,1,0,1
We had to talk about the 2024 presidential election because it appears that Donald Trump's on pace for a big victory in Pennsylvania.,Donald Trump,Pennsylvania,1,0,1
"Now, does that mean he's for sure gonna win the state by 15 points: no, but when you look at the current state of the race in Pennsylvania, Trump's in a very good position to flip Pennsylvania.",Donald Trump,Pennsylvania,0,1,0
"If Trump wins Pennsylvania, well, at that point in time, he just needs to win North Carolina and Georgia and he's at 270.",Donald Trump,Pennsylvania,0,1,0
"And if Trump's in a good position here, for starters, he's probably up in other swing states, but he's probably gonna win the presidency if he's winning Pennsylvania.",Donald Trump,Pennsylvania,1,1,1
"So for Trump to be in a good position to win Pennsylvania, it bodes very well from the win the presidency.",Donald Trump,Pennsylvania,1,1,1
"So for Trump to be up here, yeah, it's a big freaking deal.",Donald Trump,Pennsylvania,1,-1,-1
"So so if he's up by two to three points in Pennsylvania, he is easily winning.",Donald Trump,Pennsylvania,1,1,1
"But if Trump's up by two to three in Pennsylvania, more than likely, he's going to win the other swing states, especially in the Rust Belt.",Donald Trump,Pennsylvania,1,1,1
"Well, if he is winning Pennsylvania by two to three points, he's winning Wisconsin and Michigan.",Donald Trump,Pennsylvania,0,1,0
They are Republican leading voters that more than likely they're going to break for Trump.,Donald Trump,Pennsylvania,-1,0,-1
Surely there's other metrics out there that show Harris having a victory.,Kamala Harris,Pennsylvania,0,1,0
"Maybe he did, but either way, I would argue that Catholics are a must win group for Trump.",Donald Trump,Pennsylvania,0,1,0
"What do you think is happening in Pennsylvania, what do you think is happening in Wisconsin with Catholic voters if if Notre Dame shifted this Republican in just four years, what do you think is happening with the average Catholic in Wisconsin and in Pennsylvania: they're going to shift heavily towards Trump.",Donald Trump,Pennsylvania,0,0,0
"I mean, the stuff that Harris said about the Knights of Columbus, for example, it is real bad.",Kamala Harris,Pennsylvania,-1,-1,-1
The fact is that she said that crap about the Knights of Columbus is unbelievable.,Kamala Harris,Pennsylvania,-1,-1,-1
But but the point is she she has no appeal to Catholic voters.,Kamala Harris,Pennsylvania,-1,-1,-1
"But if it's even just a 10 point shift towards Trump, he's got Pennsylvania.",Donald Trump,Pennsylvania,1,0,0
"Right, trump's a divider, we're going to bring you together around the Steelers game.",Donald Trump,Pennsylvania,-1,0,-1
"Which means, you know, I don't think she had the same like political rudder that Biden has now, you know, we were happy.",Kamala Harris,Pennsylvania,0,1,0
"I mean, there's I'm just a little bothered by a lot of you know, she made these decisions, right: and it seems odd that like there hasn't been much credit for that assigned to her.",Kamala Harris,Pennsylvania,0,-1,-1
"Chris Stierwald's commentary offers an insightful breakdown of why Pennsylvania is a crucial battleground state, elucidating the factors that could decisively influence Harris's prospects for victory.",Kamala Harris,Pennsylvania,1,-1,1
"The demographics of Philadelphia County reveal a robust base of support for democratic candidates, making it imperative for any democratic hopeful, including Harris, to galvanize this urban electorate.",Kamala Harris,Pennsylvania,1,1,1
Stierwald emphasizes the importance of Harris energizing this demographic.,Kamala Harris,Pennsylvania,1,1,1
"Stierwald emphasizes that Harris's ability to effectively communicate her positions on pressing issues, such as the economy, healthcare access, and social justice initiatives, will be fundamental to her campaign.",Kamala Harris,Pennsylvania,1,1,1
"For Harris to capitalize on this, she must not only mobilize these demographics, but also craft a narrative that resonates with independents and moderate republicans.",Kamala Harris,Pennsylvania,1,0,0
Successfully appealing to a broad coalition will be vital for her electoral strategy.,Kamala Harris,Pennsylvania,1,1,1
"The electoral landscape of Pennsylvania is of paramount importance for any presidential candidate, particularly for Kamala Harris, as it has historically served as a bellwether state that can decisively influence the overall outcome of elections.",Kamala Harris,Pennsylvania,1,1,1
"The insights provided about Pennsylvania elucidate several key takeaways that encapsulate its significance, potential impacts, and the myriad consequences that Harris may encounter in her bid for the presidency.",Kamala Harris,Pennsylvania,0,1,0
"The stark contrast between the Democratic stronghold of Philadelphia, a vibrant urban center characterized by its diverse and progressive population, and the Republican-leaning rural areas illustrates the pressing need for Harris to engage effectively with both segments of the electorate.",Kamala Harris,Pennsylvania,0,1,0
"The success of Harris's campaign hinges on her ability to bridge this significant divide, ensuring that her messaging resonates with urban voters who prioritize social justice, equality, and health care, while simultaneously addressing the concerns of rural voters who are more focused on economic recovery, job creation, and the revitalization of their communities.",Kamala Harris,Pennsylvania,1,1,1
"For Harris to achieve a victorious outcome, she must inspire and galvanize high voter turnout in Philadelphia and the surrounding suburban areas, where a significant concentration of educated voters, particularly women and minorities, resides.",Kamala Harris,Pennsylvania,1,1,1
"If Harris can effectively mobilize these groups, coupled with sustained enthusiasm from her core base, she could create a formidable coalition that significantly enhances her electoral prospects.",Kamala Harris,Pennsylvania,1,1,1
"Furthermore, the historical voting patterns of Pennsylvania complicate Harris's path to victory even further.",Kamala Harris,Pennsylvania,-1,0,-1
"Harris must present a compelling economic vision that not only appeals to urban voters, but also resonates deeply with rural constituents who may be experiencing significant economic distress.",Kamala Harris,Pennsylvania,1,-1,1
"Another vital aspect to consider is the sentiment analysis surrounding Harris's campaign, which will significantly influence her electoral strategy.",Kamala Harris,Pennsylvania,0,1,0
A lack of strong turnout in Philadelphia or diminished support in suburban areas could easily tip the scales in favor of her vote.,Kamala Harris,Pennsylvania,0,1,0
The potential impacts of Harris's campaign in Pennsylvania extend beyond the immediate electoral outcome.,Kamala Harris,Pennsylvania,0,1,0
"In summation, Pennsylvania represents a microcosm of the broader challenges and opportunities facing Kamala Harris in her presidential ambitions.",Kamala Harris,Pennsylvania,0,1,0
"Ladies and gentlemen, American German Bulldog Nation, welcome to the Eric Dieter Show, well Trump had a Pennsylvania rally yesterday and he held up the, not held up, but he had the girl that came out that prepared his big chart that he says saved his life and it was a rip roaring rally and he let come on, there is habit.",Donald Trump,Pennsylvania,0,1,1
"UAW endorsed Harris, big deal.",Kamala Harris,Pennsylvania,1,1,1
"All right, iran, trump had crippled Iran.",Donald Trump,Pennsylvania,-1,0,0
They're saying Donald Trump's weird.,Donald Trump,Pennsylvania,-1,-1,-1
"Cause he, you know, Shapiro, the governor of Pennsylvania said he was weird that he hugged the flag.",Donald Trump,Pennsylvania,-1,1,-1
I love that he fires back.,Donald Trump,Pennsylvania,1,1,1
But she's even worse for the Jews.,Kamala Harris,Pennsylvania,-1,-1,-1
"So be warned, turn it off right now, but I had to say this when Kamala goes out there and says, tell it to my face.",Kamala Harris,Pennsylvania,0,-1,0
Harris plans to introduce her new running mate at a rally this evening in Philadelphia.,Kamala Harris,Pennsylvania,1,0,0
"As Pennsylvania Attorney General from 2017 to 2023, Josh Shapiro challenged many of them President Donald Trump's immigration policies, including the so-called Muslim ban, separating families at the border, and the attempt to change public charge rules to discourage immigrants from accessing certain government benefits.",Donald Trump,Pennsylvania,0,-1,0
"Now, after their Pennsylvania debut, Harris and her new running mate planned visits together throughout the week to key battleground states.",Kamala Harris,Pennsylvania,0,-1,0
"Trump is doubling down on his appeal to the state's industrial workers and rural communities, emphasizing his commitments to job creation and energy independence.",Donald Trump,Pennsylvania,1,1,1
His campaign is particularly focused on regions where industries like coal and manufacturing are vital.,Donald Trump,Pennsylvania,0,1,0
Harris leads this poll by one point.,Kamala Harris,Pennsylvania,1,0,0
"Again, Harris leads this poll by one point.",Kamala Harris,Pennsylvania,1,0,0
Harris leads this poll by two points.,Kamala Harris,Pennsylvania,1,0,0
And Trump won this poll by one point.,Donald Trump,Pennsylvania,0,1,0
"However, some union households have been swayed by Trump's economic and trade policies.",Donald Trump,Pennsylvania,-1,0,-1
"Now where we are here in downtown Erie, this area is generally democratic, and we went out to a diner in Waterford about 20 minutes from here, and that was a bit more Republican, a bit more Republican area, more Trump supporters out there.",Donald Trump,Pennsylvania,0,1,0
"Pretty much I like the way he, maybe not all the things he says, you know what I mean: it's kind of rough, but he gets results.",Kamala Harris,Pennsylvania,1,1,1
"All right, so Kelly, we are seeing former presidents Clinton and Obama both hit the campaign trail for Harris.",Kamala Harris,Pennsylvania,0,0,0
So we know Harris is also kicking off her own battleground blitz.,Kamala Harris,Pennsylvania,0,-1,0
She's focusing on these northern battleground states to try to put up a fight against former president Donald Trump.,Kamala Harris,Pennsylvania,0,-1,0
But Trump has an ego to him.,Donald Trump,Pennsylvania,-1,0,-1
"He's never going to back down, never going to apologize, we like that about him, but he doesn't at the same time want to endorse candidates that he feels like even with his endorsement can lose.",Donald Trump,Pennsylvania,0,1,0
"Dr, blessing says Vice President Kamala Harris has reignited voter enthusiasm, especially among women.",Kamala Harris,Pennsylvania,1,1,1
She does seem to be an outside figure.,Kamala Harris,Pennsylvania,1,0,0
Harris is going to represent a no vote against things that have been perceived has been going on for some time.,Kamala Harris,Pennsylvania,0,-1,0
"If Trump can run up a big margin and Westmoreland County, Butler County, Greene County, those counties, and that if he can run up a big enough margin in the Carl account counties of Pittsburgh, he has a shot at it.",Donald Trump,Pennsylvania,1,0,1
Harris has less than a single percentage point lead there.,Kamala Harris,Pennsylvania,0,0,0
"This race is different, he's actually pulling ahead of a lot of Republicans and helping them.",Donald Trump,Pennsylvania,1,1,1
"And on these issues, Donald Trump and Republicans for large clearly have the advantage.",Donald Trump,Pennsylvania,0,1,0
"And he has very much leaned into trying to target men, not just conservative men, but sort of socially liberal men, Latino men, black men.",Donald Trump,Pennsylvania,-1,0,-1
"But one last thing I'll mention on this, Lindsay, and that is if it comes to a boys versus girls election, Harris still does have the advantage.",Kamala Harris,Pennsylvania,0,1,0
"And it's hard to know, the Daily Mail came out with some reporting today based on different modeling that they had that said that Trump was ahead by almost 10 points at the electoral college.",Donald Trump,Pennsylvania,0,-1,0
"So it's unclear, but there have been a lot of indications in Pennsylvania that perhaps things are leaning Trump's way.",Donald Trump,Pennsylvania,0,-1,0
We've seen Trump do really well in Pennsylvania.,Donald Trump,Pennsylvania,1,1,1
"Vice President Kamala Harris and President Joe Biden were making a joint appearance at the city's iconic Labor Day Parade, a tradition that holds deep meaning for many.",Kamala Harris,Pennsylvania,1,0,1
"The crowd roared with excitement and enthusiasm as Biden and Harris took the stage, their energy infectious.",Kamala Harris,Pennsylvania,1,1,1
She needs to convince voters she represents both continuity and change.,Kamala Harris,Pennsylvania,0,1,0
Her campaign strategy reflects this delicate balance.,Kamala Harris,Pennsylvania,0,1,0
"She embraces the successes of the Biden administration, particularly on affordable health care and economic opportunity.",Kamala Harris,Pennsylvania,1,1,1
"However, Harris also understands the need to distinguish herself.",Kamala Harris,Pennsylvania,0,0,0
She brings her own unique voice and perspective to the race.,Kamala Harris,Pennsylvania,1,0,1
Her campaign emphasizes her commitment to issues like affordable child care and addressing income inequality.,Kamala Harris,Pennsylvania,1,1,1
Kamala Harris is a seasoned politician with a deep understanding of the complex issues facing the nation today.,Kamala Harris,Pennsylvania,1,0,1
"She has articulated clear and concise positions on a wide range of topics, from health care and immigration, to foreign policy and climate change.",Kamala Harris,Pennsylvania,1,1,1
"On health care, Harris has been a vocal advocate for expanding access to affordable and quality coverage.",Kamala Harris,Pennsylvania,1,1,1
She supports strengthening the Affordable Care Act and lowering the exorbitant cost of prescription drugs.,Kamala Harris,Pennsylvania,1,1,1
"On immigration, Harris has called for comprehensive reform that provides a clear pathway to citizenship for undocumented immigrants.",Kamala Harris,Pennsylvania,0,1,0
Her experience as the daughter of immigrants has given her a unique and valuable perspective on the challenges and opportunities presented by immigration.,Kamala Harris,Pennsylvania,1,1,1
"Kamala Harris faces an uphill battle, but she is a formidable candidate with a compelling message that resonates with many.",Kamala Harris,Pennsylvania,0,1,1
"Her campaign has the potential to unite the Democratic Party and inspire voters across the political spectrum, bringing together a coalition of diverse voices.",Kamala Harris,Pennsylvania,1,1,1
The next few months will be crucial for Harris as she works to build momentum and gain the trust of undecided voters.,Kamala Harris,Pennsylvania,0,1,1
"She needs to continue to articulate her vision for the country and connect with voters on a personal level, addressing their concerns and aspirations.",Kamala Harris,Pennsylvania,0,1,0
"The upcoming debates will provide her with a valuable opportunity to draw a contrast between her approach and that of her opponents, showcasing her leadership qualities.",Kamala Harris,Pennsylvania,1,1,1
"If she can successfully navigate the challenges ahead, she has a real chance of making history as the nation's first female president, breaking barriers and setting new precedents.",Kamala Harris,Pennsylvania,1,1,1
"Kamala Harris represents a path forward, a path towards a more just and equitable society, where every voice is heard and valued.",Kamala Harris,Pennsylvania,1,1,1
"So I hope Elon Trump, RFK Jr. is going to be the dream team to make us healthy again, man.",Donald Trump,Pennsylvania,-1,1,1
"But once it's done, I would like to give this to President Trump as well, just to give him a show of gratitude.",Donald Trump,Pennsylvania,-1,1,1
He could be his own man and he says what he's what is on his mind and he's been consistent through the decades.,Donald Trump,Pennsylvania,0,0,0
"Coming down to the wire, presumptive Democratic nominee Kamala Harris is spending her Sunday meeting with the top contenders to be her running mate.",Kamala Harris,Pennsylvania,0,1,0
"Her decision is expected to come very, very soon as Democratic delegates wrap up their roll call vote tomorrow.",Kamala Harris,Pennsylvania,0,0,0
Whoever Harris does select as her number two could have an impact on this race.,Kamala Harris,Pennsylvania,0,1,0
Now one person said to be in the running for Harris's VP Pennsylvania Governor Josh Shapiro.,Kamala Harris,Pennsylvania,0,0,0
"For someone like Kamala Harris who appeals to progressives and is doing very, very well right now at the Democratic base, Shapiro helps her with independent voters, it helps her with non-college educated voters that she might not appeal to right now.",Kamala Harris,Pennsylvania,1,1,1
And Watkins says he believes Shapiro is the kind of candidate that could pull Pennsylvania in favor of Harris.,Kamala Harris,Pennsylvania,0,1,0
And the people of Pennsylvania were better off under President Trump's leadership than they are today.,Donald Trump,Pennsylvania,-1,1,1
"And President Trump is winning Pennsylvania right now in many of the battleground states because again, people in many of the battleground polls, rather, because people there realize their lives were better off under his leadership.",Donald Trump,Pennsylvania,-1,1,1
Seven million viewers watched Kamala Harris on Fox News.,Kamala Harris,Pennsylvania,1,0,0
"Well, after months of really getting slammed for not doing interviews, Harris did sit down with Brit Bears you just saw on Fox News.",Kamala Harris,Pennsylvania,0,1,0
"She was defensive, she couldn't give a single answer to a single question because the truth is the sad truth is Kamala Harris doesn't have answers.",Kamala Harris,Pennsylvania,-1,1,-1
She should have that off the top of her head and she refused to answer it because she refuses to take responsibility for the unprecedented crisis that we have at our southern border.,Kamala Harris,Pennsylvania,-1,-1,-1
"It became more clear than ever, I believe after that Fox News interview that President Trump needs to be reelected.",Donald Trump,Pennsylvania,0,1,0
"The former president actually went on Univision and took some very tough questions, including for one Latino farmer who picked strawberries and said his job is usually done by undocumented workers.",Donald Trump,Pennsylvania,1,-1,-1
"We need law and order and we need legal immigration, which President Trump has always been a proponent of.",Donald Trump,Pennsylvania,0,1,0
"And as for those workers right, the whole essence of Trump's Make America Great Again really economically rests on his notion that America should make things again, manufacture this part of America, obviously, with the steel mills, which left 40 years ago there.",Donald Trump,Pennsylvania,0,1,0
"I'm going to bring that back entirely, but he thinks that the offshoring of American manufacturing, which was accomplished, essentially by investors over the course of many decades, was a mistake.",Donald Trump,Pennsylvania,-1,0,-1
"His appeal, what comes to places like Johnstown, which isn't often visited by presidential candidates in previous elections, is because this is where America got left behind, where people, when they offshored the steel industry and other manufacturing industries and even during the Biden administration, right, those inflation numbers, those jobs numbers, it's not even across the country.",Donald Trump,Pennsylvania,-1,0,-1
"While preparing for the debate, a source tells CBS News that Harris and former Secretary of State Hillary Clinton spoke over the phone this weekend.",Kamala Harris,Pennsylvania,0,0,0
Harris has also been preparing by holding mock debates.,Kamala Harris,Pennsylvania,0,-1,0
"For Kamala Harris, I think it's reassuring people that she's really up for the job.",Kamala Harris,Pennsylvania,1,1,1
"After all, she's been vice president, a U.S. senator, a state attorney general, a district attorney.",Kamala Harris,Pennsylvania,1,0,0
But the question is reassuring people that she's on top and that she has specific policies that people want to hear about.,Kamala Harris,Pennsylvania,0,1,0
And I will let you know exactly why the reason is that Kamala Harris is going to ultimately win the state of Pennsylvania.,Kamala Harris,Pennsylvania,0,1,0
"Now, why is it that this is very good news for Kamala Harris in the final days leading up to what will be the most consequential, the most important state for either candidate to have a smooth sailing path to victory on election night: the reasons are that Pennsylvania is a extremely diverse, extremely blue collar state, and is also a very large population.",Kamala Harris,Pennsylvania,1,1,1
But now what Pennsylvania voters are looking at is Donald Trump's awful track record on manufacturing jobs and his awful job record overall.,Donald Trump,Pennsylvania,-1,-1,-1
"And I think as the Kamala Harris and Tim Walz campaign has been driving home on that point, it's something that's resonating in places especially like Pennsylvania with such a high percentage of blue collar workers.",Kamala Harris,Pennsylvania,1,1,1
"And we've also seen Donald Trump be indicted on various federal crimes, not limited to sexually assaulting, being found liable for sexually assaulting E. Jean Carroll in a New York City dressing room in 1994.",Donald Trump,Pennsylvania,-1,-1,-1
"There's not much that the Trump campaign is offering you if you are somebody who just wants to keep jobs in America, right: you're somebody who wants to keep the train on the tracks with the economy and you want to just generally be able to provide for your family and live a normal life, working a job that might not necessarily require a college degree and you don't, I don't see anything that's been offered to the American people, especially these types of voters that there are a lot of in Pennsylvania, economic minded blue collar voters.",Donald Trump,Pennsylvania,-1,1,-1
"Trump was able to win them over in 2016 by lying to them but his track record hasn't given them anything to gravitate to, especially since 2020 and also since he got elected and I think that his various troubles that he's having legally, it's gonna come to bear in a very important state like Pennsylvania in this upcoming election.",Donald Trump,Pennsylvania,-1,1,-1
"Alright man, so we got some absolutely huge news here for the Kamala Harris campaign.",Kamala Harris,Pennsylvania,1,1,1
So I did previously report on how Kamala Harris is actually already gearing up for a legal battle for the election results after.,Kamala Harris,Pennsylvania,0,-1,0
"So he's very clear that he's obviously going to try to steal the election again, just like he did last time.",Donald Trump,Pennsylvania,-1,1,-1
"So she's preparing prior to that as opposed to reacting, right: so the reports are currently saying that she's already amassed a legal team about 10 times the size.",Kamala Harris,Pennsylvania,0,1,0
"But this is huge, huge news, again, this story going back says Kamala Harris hires a massive legal team to fight back against election denials.",Kamala Harris,Pennsylvania,1,1,1
The Harris for President campaign is staffing up with hundreds of lawyers as the campaign expects to have to battle Republicans on multiple fronts during and after the election this year.,Kamala Harris,Pennsylvania,0,-1,0
So we can see that it's likely almost guaranteed that he's going to try to steal the election again.,Donald Trump,Pennsylvania,-1,-1,-1
Kamala has clearly proven that she's sort of more of a proactive person.,Kamala Harris,Pennsylvania,1,1,1
She's been reaching out to House surrogates almost immediately after she was chosen to be the nominee.,Kamala Harris,Pennsylvania,0,1,0
We also know these different kinds of things about what's going on with Kamala Harris being proactive as opposed to reactive.,Kamala Harris,Pennsylvania,0,1,0
"And so I think Kamala Harris needs to make sure she's continuing to fight these legal matters right now and then obviously being prepared for what happens later, what comes later.",Kamala Harris,Pennsylvania,0,1,0
"If Donald Trump wins the 2024 election, will you trust the results: yes, I will.",Donald Trump,Pennsylvania,0,1,0
"Yep, we're here to support our President Donald Trump.",Donald Trump,Pennsylvania,1,1,1
"The last time we saw him and supported him, my son and I were at Washington, D.C. January 6th.",Donald Trump,Pennsylvania,0,1,0
"We went there, supported him, had a great time, got our lung full of tear gas and left.",Donald Trump,Pennsylvania,0,1,1
"Great, you have a shirt here and it's Trump, and then you've put duct tape over another name.",Donald Trump,Pennsylvania,-1,0,-1
"Correct, if she loses the election and then decides that she says there's voter fraud and things like that, and she decides she is not going to certify the election results, how will you feel about that: i don't know.",Kamala Harris,Pennsylvania,0,-1,-1
"Right, if Trump wins and she refuses to certify the election results, how will you feel: well, that's her right.",Donald Trump,Pennsylvania,0,1,0
"The old tank, let's go America.",Donald Trump,Pennsylvania,0,0,0
"Horrifically honest, and wonderfully honest, so he said that he won the 2020 election.",Donald Trump,Pennsylvania,-1,1,1
You trust the election if Trump wins.,Donald Trump,Pennsylvania,0,1,0
Donald Trump was never accused of inciting insurrection.,Donald Trump,Pennsylvania,0,1,0
They loved everything about him.,Donald Trump,Pennsylvania,1,1,1
Are you excited to be at a Trump rally right now: i'm very excited.,Donald Trump,Pennsylvania,1,1,1
To see Trump would fill you with joy.,Donald Trump,Pennsylvania,1,1,1
"Harris has the slimmest of margins in the averages in Pennsylvania, slightly wider margin in Michigan and depending on whose average you're looking at either up or down in the state of Wisconsin.",Kamala Harris,Pennsylvania,0,0,0
"Harris was there on Monday speaking to a crowd of about 6,000 in Erie and then Governor Walls was hitting some of the rural counties surrounding Erie Pennsylvania as well.",Kamala Harris,Pennsylvania,0,1,0
