Sentence,Presidential_Candidate,State
"These events, but major, I can say after traveling with the Trump campaign for the past several months now, this is when they are starting to target these areas.",Donald Trump,Pennsylvania
"But when you look at our polling on the issue of immigration, he does leave Kamala Harris.",Kamala Harris,Pennsylvania
We have not heard the last of Trump saying he could use the United States military to pursue the quote enemy from within.,Donald Trump,Pennsylvania
Donald Trump just got great news out of the key swing state of Pennsylvania.,Donald Trump,Pennsylvania
We have to talk about the 2024 presidential election because Donald Trump has great news out of Pennsylvania.,Donald Trump,Pennsylvania
Like if Trump wins Pennsylvania more than likely he wins the presidency and vice versa.,Donald Trump,Pennsylvania
If Harris wins Pennsylvania more than likely she wins the presidency.,Kamala Harris,Pennsylvania
I don't think it's enough for Harris to win Pennsylvania.,Kamala Harris,Pennsylvania
But the only reason it's not like a Trump plus one lead is because of the Suffolk poll for those that don't know Suffolk University is one of the worst pollsters out there.,Donald Trump,Pennsylvania
"Their final 2020 poll was, you know, Trump plus two.",Donald Trump,Pennsylvania
They're off by three points.,Donald Trump,Pennsylvania
They found Trump up by two.,Donald Trump,Pennsylvania
"But even then when you average it all out, Trump has retaken the lead in Pennsylvania for the first time since August or actually the end of August.",Donald Trump,Pennsylvania
"Right now Trump's up by, you know, point two percent and that's with an outlier.",Donald Trump,Pennsylvania
"If this wasn't for Suffolk, it would be probably Trump plus one.",Donald Trump,Pennsylvania
"He's actually winning despite Suffolk pushing garbage pull-out that had Harris up by three, which compared to everyone else is an outlier.",Kamala Harris,Pennsylvania
"Despite that, RCP still has Trump with a lead.",Donald Trump,Pennsylvania
"I got elected governor, she went to the U.S. Senate and then the vice presidency and we've maintained a close relationship and I think she's an extraordinary public servant.",Kamala Harris,Pennsylvania
"For now, Shapiro says he's focused on electing Harris and serving as Pennsylvania's governor.",Kamala Harris,Pennsylvania
"I try and think about the job I have to do right before me, and that is to be the best governor I can be and politically to focus on helping Kamala Harris and Tim Valls be elected president and vice president.",Kamala Harris,Pennsylvania
"Can you tell us a little bit more about that anticipation that it hasn't just been going on today: i mean, this has been going on since Trump said he was going back to Butler, Pennsylvania.",Donald Trump,Pennsylvania
Let's take a listen to part of Trump's speech at the RNC.,Donald Trump,Pennsylvania
"And that's according to the polling, now, the rally over the weekend was supposed to serve as a bit of a reset to Donald Trump's campaign.",Donald Trump,Pennsylvania
"However, Trump's having difficulty sticking to that message.",Donald Trump,Pennsylvania
"Obviously, Kamala Harris has managed to get under his skin and she's on his mind.",Kamala Harris,Pennsylvania
"And so take a look at how he decided to essentially go off message, go off that strategy and instead attack Kamala Harris.",Kamala Harris,Pennsylvania
"Two would believe this, 80 days from now we are going to defeat a communist known as Kamala Harris.",Kamala Harris,Pennsylvania
She's a communist.,Kamala Harris,Pennsylvania
"This is communist, this is Marxist, this is fascist, but you know what: it's dangerous because she's saying that she's gonna give away things that she'll never be able to get approved.",Kamala Harris,Pennsylvania
Have you heard her laugh: that is the laugh of a crazy person.,Kamala Harris,Pennsylvania
"Have you heard it: you know, they prohibited her.",Kamala Harris,Pennsylvania
They prohibited her for laughing.,Kamala Harris,Pennsylvania
"I've been waiting for her to laugh because as soon as she laughs, the election's over.",Kamala Harris,Pennsylvania
"And now here he is speaking out against those economic policies that his voters had previously found appealing, right: hey, don't scroll away.",Donald Trump,Pennsylvania
"There's a lot to respond to there, so first off, he says, they say I'm rambling, but I don't ramble.",Donald Trump,Pennsylvania
"And then he goes on to ramble, i mean, and epically so, and then he did an ode to rambling.",Donald Trump,Pennsylvania
He never folds them.,Donald Trump,Pennsylvania
"He always goes on and on and on, if you warn your own MAGA audience, then you're not doing it right.",Donald Trump,Pennsylvania
And so he's not playing the greatest hits.,Donald Trump,Pennsylvania
"He used to do that, he'd say build the wall, lock her up, etc.",Donald Trump,Pennsylvania
But his fans loved it.,Donald Trump,Pennsylvania
And he would talk to Anna's point about economic populism.,Donald Trump,Pennsylvania
"He didn't mean it, but at least he was savvy enough to pretend to give you things, right: he's totally lost the thread on that because he just rambled his way out of what he was actually campaigning on.",Donald Trump,Pennsylvania
He's defending his owners.,Donald Trump,Pennsylvania
"That's a great way to lose, so he's just absolutely ruining his own campaign.",Donald Trump,Pennsylvania
And he responds to every attack line.,Donald Trump,Pennsylvania
"He's just not right, so like when they call- He's on the defense now.",Donald Trump,Pennsylvania
"And now the most important thing, Anna, is he's as usual, but now he can't contain himself.",Donald Trump,Pennsylvania
He's obsessed with himself.,Donald Trump,Pennsylvania
So he's not talking about the people at all.,Donald Trump,Pennsylvania
She said Kamala has one big advantage.,Kamala Harris,Pennsylvania
"So first of all, why did you, no, but hey, the Rambler, why did you wind up giving five minutes of your speech to how hot Kamala Harris is: like, first of all, before you even got to how you're hotter, which is just insanity.",Kamala Harris,Pennsylvania
"Then when Trump says I'm more attractive, the crowd cheered not because of a conventional definition of beauty, but rather because he's white, they're deeply racist.",Donald Trump,Pennsylvania
"He's talking about, oh, she's so attractive.",Donald Trump,Pennsylvania
"And they're like, oh, right, and then he says, but I'm hot.",Donald Trump,Pennsylvania
"I just, I can't believe how much he has bungled his own campaign.",Donald Trump,Pennsylvania
"Like, he's totally lost, i really did think, okay, like they've been very strategic over at the Trump camp.",Donald Trump,Pennsylvania
I remember being at the RNC and actually being impressed with how he was sticking to the script and how he was going along with the strategy and it was working.,Donald Trump,Pennsylvania
He should have expected it.,Donald Trump,Pennsylvania
"And they should have strategized and he should stick to the strategy, but he can't help himself.",Donald Trump,Pennsylvania
"He's totally discombobulated, okay.",Donald Trump,Pennsylvania
"Like anyone paying close attention to politics should have, including, and especially the Trump campaign.",Donald Trump,Pennsylvania
"Anyway, let's get back to the story because, look, him saying I'm more attractive than Kamala Harris is obviously weird.",Kamala Harris,Pennsylvania
But it's especially weird when you consider what Trump had to say last week.,Donald Trump,Pennsylvania
"So let's go to that, yeah, yeah, i saw a picture of her on Time Magazine today.",Donald Trump,Pennsylvania
She looks like the most beautiful actress ever to live.,Donald Trump,Pennsylvania
"And actually, she looked very much like a great first lady, Melania.",Donald Trump,Pennsylvania
"But of course, she's a beautiful woman, so we'll leave it at that, right, so are you saying you're more attractive than your wife: no, I haven't thought of that with transitive property.",Donald Trump,Pennsylvania
"Why he's fixated on our looks, but most importantly, guys, his inability to pivot is actually kind of stunning.",Donald Trump,Pennsylvania
"But even so, he keeps using talking points about Biden.",Donald Trump,Pennsylvania
"Yeah, so like he'll even go to like, oh, Biden was too old.",Donald Trump,Pennsylvania
"And at this point, you're 20 years older than Kamala Harris.",Kamala Harris,Pennsylvania
"So if you're a Republican, you want Trump to about age, but he's still talking about age because he can't get off his old talking points.",Donald Trump,Pennsylvania
"That shows total incompetence, and you just don't, you're supposed to be attacking Kamala Harris on her policies like immigration cramps.",Kamala Harris,Pennsylvania
You think she's heard this advice: i'm sure he's heard his advice.,Kamala Harris,Pennsylvania
The thing that I've always given Trump credit for is I felt that he understood marketing.,Donald Trump,Pennsylvania
He understood how to sell it.,Donald Trump,Pennsylvania
And right now he is flailing and his messaging is so disastrous.,Donald Trump,Pennsylvania
"Maybe he doesn't understand, yeah, I saw Bernie speak earlier today, and he's still totally the same Bernie as he was before.",Donald Trump,Pennsylvania
"And so you know that I haven't thought that Trump had an age problem because I'm like, look, if you think the things he's saying is crazy, he's always been crazy, right: and he's always been unintelligent, etc.",Donald Trump,Pennsylvania
"Running against Kamala Harris, not Joe Biden, and he doesn't seem to understand that.",Kamala Harris,Pennsylvania
"Obviously, it's gonna be a very close election, but everyone was claiming that Trump was secretly down by 15 points in Pennsylvania that he was gonna lose the election.",Donald Trump,Pennsylvania
With some the polls showing Trump's actually having a small lead.,Donald Trump,Pennsylvania
"Like, insider polling, which did drop a couple days ago, but they found Trump plus two.",Donald Trump,Pennsylvania
"Are they perfect: no, but, right now, they have Trump up by a couple points.",Donald Trump,Pennsylvania
"Emerson, yeah, Emerson found Trump with a small lead.",Donald Trump,Pennsylvania
"Emerson and insider advantage, they're good pollsters, and right now, they found Trump plus one and Trump plus two.",Donald Trump,Pennsylvania
"No, this is Marist slash NPR, they are a left-leaning pollster, and they found the race at best tied for Harris.",Kamala Harris,Pennsylvania
"I'm not trying to say that's for sure gonna happen, but these pollsters have track records of understating Trump by a couple points at the bare minimum.",Donald Trump,Pennsylvania
"But when you go to the RCP average, you would think, oh, with Trump being tied with Marist, tied in the Washington Post, up with Emerson, up with insider advantage, you would think the RCP average would be Trump plus one or even like Trump plus 0.5.",Donald Trump,Pennsylvania
"Well, it's not, right now, it's Harris plus one.",Kamala Harris,Pennsylvania
There were four pollsters that dropped Harris leads.,Kamala Harris,Pennsylvania
"How is it possible when everyone else, even Franklin and Marshall found Harris plus three: and for those that don't know, Franklin and Marshall is a trash pollster.",Kamala Harris,Pennsylvania
But even they found Harris up by only three.,Kamala Harris,Pennsylvania
"So you could argue, well, maybe within the margin of error, which is four points, it could be a Trump lead.",Donald Trump,Pennsylvania
"But what's the excuse for Quinnipiac or even The New York Times, i mean, how do you find Harris plus four, Harris plus five right now: would everyone else, even the Washington Post or even Franklin and Marshall, they're finding the race, you know, within the margin of error.",Kamala Harris,Pennsylvania
"You can't make this up, quinnipiac had Trump losing seniors by like three.",Donald Trump,Pennsylvania
"I can understand, you know, oh, maybe it's a tight race in Pennsylvania and then Trump's tied in the popular vote.",Donald Trump,Pennsylvania
But Harris plus four in Pennsylvania doing three points better than Biden.,Kamala Harris,Pennsylvania
"There might have been a couple, like one or two, but yeah, there was two polls out of Pennsylvania or actually just one in the final month of the election that had Trump winning Pennsylvania.",Donald Trump,Pennsylvania
Right now they have Trump winning.,Donald Trump,Pennsylvania
"Quinnipiac, d plus eight, right now D plus five, new York Times, a five point shift towards Trump, suffolk, a four point shift towards Trump, cBS News, a seven point shift, trafalgar, four point shift, cNN, a 10 point shift, every one of these polls have shifted towards Trump and at the bare minimum by three points.",Donald Trump,Pennsylvania
"Again, we got to see what happens, i'm not saying that Trump's going to win Pennsylvania by four points or whatever, but you cannot tell me that this is a fluke that nearly every poll.",Donald Trump,Pennsylvania
All they found was Harris right now at the same time period.,Kamala Harris,Pennsylvania
She is doing worse than Biden.,Kamala Harris,Pennsylvania
"We got to see what happens, it could be a fluke, could be, you know, oh, actually the polls overstate Trump this time.",Donald Trump,Pennsylvania
"I mean, like you could argue it could go to Harris fine, but a Harris plus five poll is not it's not feasible right now.",Kamala Harris,Pennsylvania
"That's not going to happen, she's not going to win Pennsylvania by four or five points.",Kamala Harris,Pennsylvania
Harris is at 51 percent unfavorable.,Kamala Harris,Pennsylvania
Trump is at 52 percent.,Donald Trump,Pennsylvania
"What I will say is we're seeing a lot of support right now for President Trump on college campuses, particularly among the young men.",Donald Trump,Pennsylvania
"And I think that's kind of what pushed us to get so involved is that like the other side, Donald Trump's America is so scary to us.",Donald Trump,Pennsylvania
He's endorsed by Donald Trump.,Donald Trump,Pennsylvania
Did you see last the last presidential debate: trump was horrid.,Donald Trump,Pennsylvania
"She also wrote Trump is good for beer, for beers and barbecue, not as a president and claim that Trump's moral character is questionable.",Donald Trump,Pennsylvania
Why does Hannity support unprincipled Donald Trump: and it gets worse.,Donald Trump,Pennsylvania
So Donald Trump constantly on Fox News doing the birtherism thing.,Donald Trump,Pennsylvania
Maybe he's from Africa.,Donald Trump,Pennsylvania
"He never probably necessarily said he's Muslim, but that was the whole implication of the entire birtherism thing.",Donald Trump,Pennsylvania
"And so Fox News fuels this birtherism, which then fuels Trump and now is utterly appalled that they're losing control of it.",Donald Trump,Pennsylvania
Then you have the Tea Party losing control to the Trump movement.,Donald Trump,Pennsylvania
"And now all of a sudden Trump has endorsed Dr. Oz and you've got somebody who's taking the birtherism and the and the and Obama's a Muslim and all this crazy stuff, which YouTube monitors.",Donald Trump,Pennsylvania
It's so interesting that Trump endorsed Dr. Oz.,Donald Trump,Pennsylvania
"It's obvious, but Dr. Oz is sort of problematic from a like if you are a hardcore Trump voter, Dr. Oz is not somebody that you want to hold your nose and have to vote for.",Donald Trump,Pennsylvania
Trump's argument is that Dr. Oz is who can win the general election.,Donald Trump,Pennsylvania
And so Trump is using this line that Dr. Oz is who can win the general election.,Donald Trump,Pennsylvania
She recently said that the first time she voted in Pennsylvania the one she really remembers was voting in the primary for Donald Trump in 2016.,Donald Trump,Pennsylvania
So is this a win for Trumpism and a loss for Trump if she wins.,Donald Trump,Pennsylvania
"Yeah this is a this is a big one, trump has backed Perdue and then Mike Pence has actually elevated his involvement on the Kemp side which is really interesting.",Donald Trump,Pennsylvania
"Right, i mean the only thing that he didn't do is steal the election for Trump.",Donald Trump,Pennsylvania
"But President Trump conducting diplomacy with our enemies, I think was very was very important for for our country to maintain our status as the world's number one superpower.",Donald Trump,Pennsylvania
And that's what President Trump did.,Donald Trump,Pennsylvania
And Donald Trump offers a a different approach.,Donald Trump,Pennsylvania
Kamala Harris must have Pennsylvania's 19 Electoral College votes.,Kamala Harris,Pennsylvania
"If she loses Pennsylvania, she can't win.",Kamala Harris,Pennsylvania
"Don't don't mistake him, i apologize if I wasn't clear.",Donald Trump,Pennsylvania
So Trump has got to be feeling pretty good right now.,Donald Trump,Pennsylvania
This is Donald Trump who will say anything and everything depending on where the wind is blowing.,Donald Trump,Pennsylvania
"So are Democrats right to question Trump's sincerity on this issue: well, look, it is a campaign season, so every statement is going to be questioned for sincerity.",Donald Trump,Pennsylvania
Donald Trump actually has been quite supportive of IVF.,Donald Trump,Pennsylvania
He's going to get attacked for it from both the left and the right.,Donald Trump,Pennsylvania
"On Fox News, he largely focused on immigration and the border.",Donald Trump,Pennsylvania
"Now, a lot of these Republicans don't mind his economic policies, maybe not as protectionist view on trade, but they like low taxes.",Donald Trump,Pennsylvania
Drive down a gravel road just past a cornfield and you will find how Vice President Harris plans to win the election.,Kamala Harris,Pennsylvania
"Someone says you know they're concerned about reproductive health care, you want to talk about Kamala Harris' opinions on that.",Kamala Harris,Pennsylvania
"In swing Northampton County, Pennsylvania, Democratic volunteers meet weekly to strategize, before hitting the streets and pushing every way they can for Harris.",Kamala Harris,Pennsylvania
"Hello, my name is Vanessa and I'm a volunteer with the Harris campaign.",Kamala Harris,Pennsylvania
"There's a lot of enthusiasm since Kamala Harris got into the race for you know getting out and voting for her, but I think people are very you know concerned it's such a close race.",Kamala Harris,Pennsylvania
"Among the things this woman told us is that Joe Biden is actually dead, replaced by a fake.",Kamala Harris,Pennsylvania
"For Rodney Nace, it's about Trump's track record.",Donald Trump,Pennsylvania
Carlos is a truck driver and a lifelong Democrat voting for Harris.,Kamala Harris,Pennsylvania
"Like her, he opposes abortion bans.",Kamala Harris,Pennsylvania
I am voting for Donald Trump.,Donald Trump,Pennsylvania
Jackie blames Democrats and Harris for high prices from food to homes and for what she sees as a lower work ethic.,Kamala Harris,Pennsylvania
"I generally just do not think that Mr. Trump could, uh, could lead the country at all.",Donald Trump,Pennsylvania
"One thing we noticed, we did not find any Democrats for Trump, but we did meet Republicans against him.",Donald Trump,Pennsylvania
"What don't you like about Trump, where do I start: like Dolores Cole, we met her at that Republican event.",Donald Trump,Pennsylvania
They just worship their God who is Trump.,Donald Trump,Pennsylvania
"And that's it, he can do no wrong even though he does.",Donald Trump,Pennsylvania
So they don't think for themselves.,Donald Trump,Pennsylvania
I'm thinking for myself and for my country.,Donald Trump,Pennsylvania
He seems to be saying that there is cheating going on with mail-in ballots here.,Donald Trump,Pennsylvania
"And you can see that, you know, former President Trump's got the rallies and he's got the microphone and he's got the audiences and he can spread his message to thousands if not millions of people.",Donald Trump,Pennsylvania
I understand that he's a sore loser.,Donald Trump,Pennsylvania
"Hours after the polls closed, then President Trump demanded the counting stop.",Donald Trump,Pennsylvania
"Okay, look, an NBC national news poll put Kamala Harris's favorability jumping 16 points since July.",Kamala Harris,Pennsylvania
"Yes, that's massive, what do you put that down to: well, you know, the book on Kamala Harris was that she was a do-nothing vice president, that the White House itself didn't trust her, and that she was harsh.",Kamala Harris,Pennsylvania
"She's very good out there, plus, let's admit it, she's gotten a bit of a nice honeymoon from the press.",Kamala Harris,Pennsylvania
"Oh, she absolutely has, i think the mainstream left-wing media has a fair bit to do with that.",Kamala Harris,Pennsylvania
"I think she is not only doing a great job of kind of getting the band back together, right, getting the coalition back together.",Kamala Harris,Pennsylvania
But she's also playing on his side of the field.,Kamala Harris,Pennsylvania
The point is she's playing on their side of the field.,Kamala Harris,Pennsylvania
I think she's got some momentum.,Kamala Harris,Pennsylvania
And I think she's playing on his side of the field.,Kamala Harris,Pennsylvania
"And of course, Donald Trump is the one that ripped away that freedom for millions of women here in Pennsylvania and across the country.",Donald Trump,Pennsylvania
"Republicans certainly say this, that she's kind of right.",Kamala Harris,Pennsylvania
"I mean, I'm not sure if she's if the Republicans rhetoric is right and she's really behind.",Kamala Harris,Pennsylvania
"I mean, Scott Perry, literally after the mob was cleared from the state Capitol on January 6th, he went to the well of the House of Representatives, rose to his feet, sought recognition from the chair of the House of Representatives at the time, and proceeded to say that the votes of the good people of Pennsylvania should be thrown out because Donald Trump told him to say that.",Donald Trump,Pennsylvania
"And yet he went to the floor of the House of Representatives to say, wait, my election counts.",Donald Trump,Pennsylvania
Sexton says she's finding suburban voters who are motivated by protecting abortion rights and keeping former President Donald Trump out of office.,Donald Trump,Pennsylvania
"Trump was in Pennsylvania a few weeks ago for a fundraiser outside Philadelphia and to hold one of his traditional rallies in Lehigh County, an area Biden won by seven points in 2020.",Donald Trump,Pennsylvania
"New reports, meanwhile, say that Harris' team is getting nervous over Trump's gains just 18 days out from the election.",Donald Trump,Pennsylvania
"The New York Post reporting that Democrats in Pennsylvania, that all-important state, say that Harris is, quote, AWOL in being out message.",Kamala Harris,Pennsylvania
"So both Alyssa Slotkin, who's running for Senate as a Democrat, and Kamala Harris have said both, I will never tell you what kind of car you have to drive.",Kamala Harris,Pennsylvania
Now she's backing off on them a little bit like she's doing with fracking because she wants to get elected.,Kamala Harris,Pennsylvania
"And so you have the unionized workers there saying, the union's saying, if we don't get that handout from the IRA, if that goes away under a Trump presidency, jobs are going to be lost.",Donald Trump,Pennsylvania
But that's so short sighted and they're not looking at the long term and what will come because with Kamala Harris presidency will come these EV mandates and it will be a long term demise of the auto industry.,Kamala Harris,Pennsylvania
"This is the average, and what you see nationally is Kamala Harris with a 1.6 percent lead.",Kamala Harris,Pennsylvania
"Right, and listen, I was on I was on the air here saying some of the Trump tariffs were good.",Donald Trump,Pennsylvania
And this was something that was not at least she wanted to ban fracking and then pivoted.,Kamala Harris,Pennsylvania
"Oh, wait, because she has to win votes.",Kamala Harris,Pennsylvania
It was it was nine million barrels a day under Trump.,Donald Trump,Pennsylvania
"But the vast majority of oil production has come from what are called ducks, drilled, but uncompleted wells, which were drilled before Joe Biden and Kamala Harris took office.",Kamala Harris,Pennsylvania
"And that's why we have this, biden Harris is a benefit of the ingenuity of the private sector, their own incompetence notwithstanding.",Kamala Harris,Pennsylvania
So we've seen a trend from the beginning of Donald Trump.,Donald Trump,Pennsylvania
"But Harris has not performed, people were waiting, including after the debate, thinking, well, at the debate, we'll get some specifics.",Kamala Harris,Pennsylvania
"They also got nervous, too, when she failed to get some of the key endorsements from some of the organized unions that Joe Biden got before.",Kamala Harris,Pennsylvania
"I'm pretty sure if Trump were sitting here now, he would say, you can take those endorsements.",Donald Trump,Pennsylvania
"Inside team Harris's unusual levels of finger pointing, which is very typical for these people, where there's no leadership at all.",Kamala Harris,Pennsylvania
He said she's an African-American woman who won office last year on a tough on crime message and would help Harris went over disillusioned black voters and working class white men.,Kamala Harris,Pennsylvania
Now the Harris campaign provided a list of Politico of several examples of surrogate events aimed at engaging voters of color.,Kamala Harris,Pennsylvania
"But of course, Latinos con Harris, the whole thing is just a disaster.",Kamala Harris,Pennsylvania
Now he said Democrats complaints are a reflection of their anxiety over a tight race.,Donald Trump,Pennsylvania
"Everybody's very nervous, he said.",Donald Trump,Pennsylvania
"Why does Charlemagne talk crap about Harris with Andrew Schultz, but not to her face, who else here immediately came to the comments to see him: i don't want to hear her cackling for four more years, someone says.",Kamala Harris,Pennsylvania
"But let's see where this goes, because Kamala gets asked about reparations.",Kamala Harris,Pennsylvania
And it's not good news for Kamala Harris and the Democrats.,Kamala Harris,Pennsylvania
"But can she actually pull it off, can Harris secure Pennsylvania and push herself past the finish line in this nail-biting election: now, back to Pennsylvania's pivotal role.",Kamala Harris,Pennsylvania
"A recent Emerson College poll from October 1, 2024, had both candidates at 48 percent, while a Bloomberg-Sawanar Morning Consult poll found Harris ahead by 5 points.",Kamala Harris,Pennsylvania
"Donald Trump, meanwhile, is fighting to repeat his unexpected 2016 victory here when he became the first Republican in decades to win Pennsylvania.",Donald Trump,Pennsylvania
"While Trump still holds considerable sway over Pennsylvania's large white working-class population, 75 percent of the state identifies as non-Hispanic white.",Donald Trump,Pennsylvania
Harris is proving to be a formidable opponent.,Kamala Harris,Pennsylvania
"The question still stands, will this early voting surge be enough for Harris to secure a win in Pennsylvania: we can't talk about Pennsylvania without discussing its significance in the electoral landscape.",Kamala Harris,Pennsylvania
Silver's model also predicts that Harris has an 88.8% chance of winning the entire election if she takes Pennsylvania.,Kamala Harris,Pennsylvania
"On the flip side, Trump has a 92.4% chance of winning the election if he flips Pennsylvania back to red.",Donald Trump,Pennsylvania
"For Trump, Pennsylvania holds personal significance.",Donald Trump,Pennsylvania
"However, Trump's appeal to this demographic isn't the slam dunk it used to be.",Donald Trump,Pennsylvania
"She also held a bus tour through western Pennsylvania, even making a snack stop at a local Sheetz gas station.",Kamala Harris,Pennsylvania
"Her multiple trips to Pennsylvania, particularly to Pittsburgh and Philadelphia, are designed to keep Democratic voters energized.",Kamala Harris,Pennsylvania
The question is whether that enthusiasm will translate into enough votes to offset Harris' early voting lead.,Kamala Harris,Pennsylvania
"If Harris wins Pennsylvania, her path to the White House becomes much clearer.",Kamala Harris,Pennsylvania
"If the trend holds and Harris secures Pennsylvania along with Michigan and Wisconsin, she is all but guaranteed to win the presidency.",Kamala Harris,Pennsylvania
But it's not just Harris who needs Pennsylvania.,Kamala Harris,Pennsylvania
Trump's path to victory also runs through the Keystone State.,Donald Trump,Pennsylvania
Trump and his allies have reserved over $64 million worth of TV ads in Pennsylvania between September 10th and Election Day.,Donald Trump,Pennsylvania
"So, can Kamala Harris win Pennsylvania: early voting dominance suggests she's on the right track, but the race is far from over.",Kamala Harris,Pennsylvania
"Compared to our August, when 46 percent had her favorable, 48 percent unfavorable, that is now flipped.",Kamala Harris,Pennsylvania
"Favorability, the catch-all for what voters think about the candidates from policy to personality to promise, tips Harris way since we last polled Pennsylvanians.",Kamala Harris,Pennsylvania
"Now we go to the average on real clear politics where Kamala Harris, thanks to this Quinnipiac poll, has now actually taken a lead in the Pennsylvania average, up to 0.6 percent now.",Kamala Harris,Pennsylvania
Trump was up 0.2 percent before this poll came out.,Donald Trump,Pennsylvania
"Trump is down to 47.7, pennsylvania has been back and forth for the last few days, a few weeks now.",Donald Trump,Pennsylvania
Trafalgar had Trump up two.,Donald Trump,Pennsylvania
USA Today and Suffolk had Harris up three.,Kamala Harris,Pennsylvania
Insider Advantage had Trump plus two.,Donald Trump,Pennsylvania
And then Quinnipiac so far has been the biggest margin for either candidate at Harris plus five.,Kamala Harris,Pennsylvania
"And to be quite honest, I'm not really too sure what to make of this poll because I don't think there's, I don't think Kamala Harris, even if she has a good night on election night, I don't think she's going to win Pennsylvania by five percentage points.",Kamala Harris,Pennsylvania
"I could certainly see Harris, if she wins the state, getting 50 to 51 percent of the vote though.",Kamala Harris,Pennsylvania
I question Trump's support at 46 percent.,Donald Trump,Pennsylvania
"The final poll at 51, Biden got 50, so that was pretty accurate, but very much underestimated Trump support in Pennsylvania enough where Trump was able to pick up about five, six percentage points from where the poll was.",Donald Trump,Pennsylvania
"On the pathway to 270, Harris is 226.",Kamala Harris,Pennsylvania
But Trump is polling better in Pennsylvania than he is in Michigan.,Donald Trump,Pennsylvania
"So that's all coming up later today, we're also going to talk about those Trump tapes.",Donald Trump,Pennsylvania
"Over the weekend, the Trump campaign claimed it was recently hacked, and it's now blaming Iran for the data breach.",Donald Trump,Pennsylvania
"The Trump campaign, let's start there, claims that it was hacked.",Donald Trump,Pennsylvania
"And Ed, over the weekend, Trump claimed photos of crowds at Harris's rally were AI generated.",Donald Trump,Pennsylvania
"Do we have a sense of the strategy here, what is Trump hoping to achieve: it's unclear, Chanel.",Donald Trump,Pennsylvania
"Good to have that context there, at Harris's rally this weekend, she said her administration would get rid of attacks on tips for service workers.",Kamala Harris,Pennsylvania
Is Trump correct to say that she's copying her to some extent: sure.,Donald Trump,Pennsylvania
"But the Harris campaign can turn around and say, yeah, but you've said nothing about raising the minimum wage.",Kamala Harris,Pennsylvania
New Hampshire's primary results do appear to have cemented Donald Trump's grip on the Republican Party.,Donald Trump,Pennsylvania
They are the definition of die-hard Trump supporters.,Donald Trump,Pennsylvania
"And I believe that Donald Trump, for eight years, he's been attacked.",Donald Trump,Pennsylvania
"And if he's elected president, I believe that he'll make policy change.",Donald Trump,Pennsylvania
He'll secure our borders.,Donald Trump,Pennsylvania
You heard some of his opponents during the last few months say the wall wasn't finished.,Donald Trump,Pennsylvania
"Does any of that reverberate with you, and you wonder, can he get it done if he wins a second term: he can get it done.",Donald Trump,Pennsylvania
"You know, he's not a career politician.",Donald Trump,Pennsylvania
"He is a, you know, businessman.",Donald Trump,Pennsylvania
"And you might not always like the way he says things, but he gets things done.",Donald Trump,Pennsylvania
"They want to make, he wants to make the country great again.",Donald Trump,Pennsylvania
He wants to make it great.,Donald Trump,Pennsylvania
He's not with the status quo.,Donald Trump,Pennsylvania
And he's actually for the people.,Donald Trump,Pennsylvania
"And so I feel as though Donald Trump, he's not the silver bullet that's going to save the country.",Donald Trump,Pennsylvania
"But voting for that man and having him elected back into office is the step that we need to take to fix, to make this country great.",Donald Trump,Pennsylvania
"And you think Donald Trump can change that, and do you blame Joe Biden for that: well, it's, I don't blame Joe Biden.",Donald Trump,Pennsylvania
"A lifelong Republican, Jim Vinop, says Trump hasn't let him down.",Donald Trump,Pennsylvania
"When he came down the escalator, I thought, oh, this is crazy.",Donald Trump,Pennsylvania
"You know, this guy, he'll never get anywhere.",Donald Trump,Pennsylvania
"Well, as things went on, I became a die-hard Donald Trump fan.",Donald Trump,Pennsylvania
Donald Trump does what he says.,Donald Trump,Pennsylvania
The only reason he didn't get a lot more done is because they gave him grief every minute of every day.,Donald Trump,Pennsylvania
"What was it and what is it about him, has he made mistakes: oh, my goodness.",Donald Trump,Pennsylvania
"You've also heard, though, from former generals, from John Kelly, who was his chief of staff, say he would never, ever vote for Donald Trump again because of the way he treated veterans.",Donald Trump,Pennsylvania
"You heard from other, and you said that and he hugged the American flag.",Donald Trump,Pennsylvania
"But you've heard what he said through those people about the military, about wounded veterans, about Normandy.",Donald Trump,Pennsylvania
"That doesn't bother you, yeah, things he has said bother me.",Donald Trump,Pennsylvania
"Am I giving him carte blanche, he can do anything he wants: no, no, absolutely not.",Donald Trump,Pennsylvania
"I mean, I've said many times, geez, I wish he hadn't said that.",Donald Trump,Pennsylvania
And these were people that he put his trust in.,Donald Trump,Pennsylvania
"You said something that interested me, which is Donald Trump cares about me.",Donald Trump,Pennsylvania
Not only do these voters dismiss Trump's many legal challenges.,Donald Trump,Pennsylvania
"They stand by Trump's false claim that Joe Biden lost the 2020 election, even if it takes a minute.",Donald Trump,Pennsylvania
You have certainly heard people who do not like Donald Trump.,Donald Trump,Pennsylvania
"Today is Saturday, August 10th, 2024, and this morning, the New York Times and Sienna College released an A plus poll across three battleground states, Wisconsin, Michigan, and Pennsylvania, showing Kamala Harris with a four-point lead in every single battleground state.",Kamala Harris,Pennsylvania
There's enough electoral map math there that makes it so that these states could truly be the ones that hand Kamala Harris the presidency.,Kamala Harris,Pennsylvania
