Sentence,Presidential_Candidate,State,Vote_1,Vote_2,Final_Sent
The first polling since the convention of 800 likely voters in Michigan finds that fully 50% of those asked said they would vote for Vice President Harris.,Kamala Harris,Michigan,1,0,1
"Happening this morning, early voting is set to begin in Detroit today with the polls opening at 9 a.m. And it is in the Motor City where Kamala Harris is also today meeting with faith leaders in hopes of shoring up their support.",Kamala Harris,Michigan,0,1,0
"So it's extremely close, perhaps Kamala Harris is just a step behind.",Kamala Harris,Michigan,-1,0,-1
"In Detroit last week, Harris did not address Gaza.",Kamala Harris,Michigan,-1,0,-1
"She highlighted Republican efforts to restrict abortion, which has been a winning issue for Democrats.",Kamala Harris,Michigan,1,1,1
"Nope, not Kamala Harris, this is bad news folks.",Kamala Harris,Michigan,-1,-1,-1
"And of course, you know, there's actually those polls out there that say that Kamala Harris is winning all these states.",Kamala Harris,Michigan,1,1,1
She's really not gaining votes because we're actually going to be diving in to the polling in Michigan.,Kamala Harris,Michigan,-1,-1,-1
"Yeah, this is not a good sign for her votes.",Kamala Harris,Michigan,-1,-1,-1
And the reason why a Liz Cheney and Dick Cheney is endorsing Kamala Harris is because they want the wars.,Kamala Harris,Michigan,-1,-1,-1
This world is on the brink right now under the Harris Biden administration.,Kamala Harris,Michigan,-1,0,-1
"Xi Jinping, Putin, they don't have any respect whatsoever for Biden and Kamala Harris.",Kamala Harris,Michigan,-1,-1,-1
"And by the way, guys, Biden's not running his country.",Kamala Harris,Michigan,-1,0,-1
"His wife, Jill Biden, was actually heading the cabinet meeting and I don't know if Biden wasn't really there. I don't think he was.",Kamala Harris,Michigan,-1,0,-1
"Nobody elected Jill Biden, but she's running the show.",Kamala Harris,Michigan,-1,0,-1
"This is how bad it is, though, for Kamala Harris in Michigan with Muslims.",Kamala Harris,Michigan,-1,-1,-1
She's not in first place.,Kamala Harris,Michigan,-1,0,-1
She's not in second place.,Kamala Harris,Michigan,-1,0,-1
She is in third place with Muslims in Michigan.,Kamala Harris,Michigan,-1,0,-1
"This is not good, this is definitely not good news for Kamala Harris.",Kamala Harris,Michigan,-1,-1,-1
"And really, guys, it's really because of somebody's polls right here like Maris and Quinnipiac saying that Harris is up plus five.",Kamala Harris,Michigan,1,1,1
I don't believe she's going to win Michigan with that.,Kamala Harris,Michigan,-1,1,-1
Kamala Harris is not reaching Biden numbers.,Kamala Harris,Michigan,-1,-1,-1
"It was 2.8, 2.8, and if you actually look at this, yeah, Michigan not looking very good for Kamala Harris.",Kamala Harris,Michigan,-1,0,-1
"I mean, Kamala Harris has done is she actually loses Michigan because there's no doubt about it.",Kamala Harris,Michigan,-1,-1,-1
"Voting's already started, i've already debated twice, i won twice, kamala Harris, she knows she's losing. She knows that, forget what the polls say, man.",Kamala Harris,Michigan,-1,1,-1
We always hear about Harris having to defend her blue wall and of course Michigan is a major part of that.,Kamala Harris,Michigan,0,0,0
She doesn't have the record to run on. I think that's been hurting her.,Kamala Harris,Michigan,-1,-1,-1
"And Selena, first and foremost, we saw Harris there as she has on stage today with Liz Cheney lean into this idea and this messaging to disaffected Republican voters to try to bring them into the Democratic fold and try to run up the numbers with that demographic specifically in some of those key swing states like Michigan, where she has been, like Wisconsin, where she's going.",Kamala Harris,Michigan,0,1,0
"But today she's saying to those voters that even if they are anti-abortion rights, they should still vote for Vice President Harris because those abortion bans have gone too far.",Kamala Harris,Michigan,1,0,1
"But overall, the Harris campaign views all of the polling as pretty much the same since the start, which is that this is an extremely tight race.",Kamala Harris,Michigan,0,1,0
"Following the president's announcement, much of Michigan's top Democratic leaders are also putting their support behind Vice President Harris for that nomination.",Kamala Harris,Michigan,1,1,1
"Following President Joe Biden's exit from the presidential race, Vice President Kamala Harris quickly racking up endorsements from a number of top Michigan Democrats. And she was part of that ticket.",Kamala Harris,Michigan,1,1,1
"If anything, and some of the issues, especially regarding the automobile industry, she's further left than where Joe Biden was.",Kamala Harris,Michigan,-1,0,-1
I think she will be a strong candidate.,Kamala Harris,Michigan,1,1,1
I think she'll be a great president of the United States.,Kamala Harris,Michigan,1,1,1
"Congresswoman Debbie Dingell, a close ally of Biden during his race, acknowledged her personal choice is not necessarily set just yet.",Kamala Harris,Michigan,0,0,0
"I'm not going anywhere, so what should Harris be looking forward to win Michigan: quite frankly, I want to see someone who cares about the Heartland, who understands the battleground state, who's going to work hard to bring people together, who's going to care about our economy fighting for working men and women.",Kamala Harris,Michigan,0,1,0
Maybe this isn't all roses and ginger snaps for Kamala Harris.,Kamala Harris,Michigan,-1,0,-1
"Yes, Kamala Harris is leading in Michigan, but by a fraction of a point.",Kamala Harris,Michigan,1,1,1
"Well, the Harris campaign quickly turning the former president's remarks into campaign ads.",Kamala Harris,Michigan,-1,1,-1
Everyone is well aware of the former president's comments and the response is coming from the Harris campaign.,Kamala Harris,Michigan,0,1,0
"And so even if we're the only ones and our people understand that that might be the case, the only movement, the only organization that abandons Harris, we will do it regardless of consequence.",Kamala Harris,Michigan,-1,-1,-1
And obviously there was some overlap between the uncommitted movement and what was initially the abandoned Biden movement that's now the abandoned Harris movement.,Kamala Harris,Michigan,-1,-1,-1
"So can you explain to our audience what is the difference between the uncommitted movement and then the idea of abandoned Harris: so the critical difference that I would say between both is that we believe our leverage comes from punishing, ensuring the defeat of those who have violated the civil rights of innocent people.",Kamala Harris,Michigan,-1,-1,-1
"People from all backgrounds, African American, Latino, Gen Z, people from all ages, religions, Hindu, Christian, Jewish, Muslim are part of the abandoned Biden and now abandoned Harris movement.",Kamala Harris,Michigan,-1,-1,-1
Harris is going to continue the same exact policies under Biden.,Kamala Harris,Michigan,-1,0,-1
They all want the Biden-Harris administration to get much tougher with Israel and try harder to stop the civilian deaths.,Kamala Harris,Michigan,-1,-1,-1
Online ads try to emphasize Kamala Harris' understanding of the civilian cost of this conflict. But Muslim and Arab voters in Michigan want her to lay out a Middle East strategy that differs from Joe Biden's.,Kamala Harris,Michigan,-1,-1,-1
Backing his call for cease fires in Gaza and Lebanon is not enough for her to win back some crucial Michigan voters.,Kamala Harris,Michigan,-1,1,-1
"Which gives you the most optimism for the next four years for your business: i really support Kamala Harris and the $50,000 that she's proposing to give to startups.",Kamala Harris,Michigan,1,1,1
"Number one, what's really driving my vote is Kamala wants to unite us and we do better united than divided.",Kamala Harris,Michigan,1,1,1
Harris leads by 4 points.,Kamala Harris,Michigan,1,0,1
Harris has an 8-point advantage here.,Kamala Harris,Michigan,1,1,1
"Michigan, meanwhile, shows some strength for Harris, especially in the Bulfine's polls, with both states remaining competitive.",Kamala Harris,Michigan,1,1,1
"Amongst registered voters, the numbers are a bit less beneficial for Kamala Harris, but amongst likely voters, her lead expands.",Kamala Harris,Michigan,0,1,1
And so at large here Kamala Harris holds roughly a one point advantage amongst key state likely voters.,Kamala Harris,Michigan,1,1,1
What they're finding here is that Kamala Harris is up by four.,Kamala Harris,Michigan,1,0,1
"In Michigan, they're finding that Kamala Harris leads by roughly two points.",Kamala Harris,Michigan,1,0,1
"Because I do think what we have found between Georgia and Michigan is that should Michigan start to revert away from Kamala Harris, like we've been seeing over the past week and Georgia starts to inch closer to her, it's a possibility that, especially maybe not this cycle, but in future cycles, because Michigan is becoming a state that has a higher concentration of non-college-educated white voters that tend to be the strongest base for the Republican Party in comparison to states like Georgia, where you're starting to see an increase of white college-educated voters and voters of color across the state.",Kamala Harris,Michigan,-1,1,-1
"As of right now, Kamala Harris holds a narrow advantage, but ultimately still a close race.",Kamala Harris,Michigan,0,1,0
"Beyond that, though, Georgia, Wisconsin, Michigan and Pennsylvania, that's enough for Kamala Harris to win the election.",Kamala Harris,Michigan,1,1,1
"But it's definitely pleasant news for the Kamala Harris campaign where they previously were thinking, no data points between now and the election.",Kamala Harris,Michigan,1,1,1
"And Kamala Harris, unsurprisingly, is maintaining that average in Wisconsin, Michigan and Pennsylvania.",Kamala Harris,Michigan,1,0,1
"In so far as it's not usually close, Harris leads by 51 to 43 and critically in Michigan.",Kamala Harris,Michigan,1,0,1
There's also an ABC News Ipsos poll showing Harris's favorability overall at 43.,Kamala Harris,Michigan,1,0,0
"They're mostly not with Kamala, because of what Biden has been doing and having been supporting that.",Kamala Harris,Michigan,-1,1,-1
This has been consistent where Vice President Harris has had a lead on values and that's starting to expand a little bit.,Kamala Harris,Michigan,1,1,1
47 percent of the group said they trust Vice President Kamala Harris more and that's not it.,Kamala Harris,Michigan,1,1,1
"A part of the group Harris was hoping to connect with, I think itÕs really important that she reaches out to them. SheÕs done a really good job engaging hundreds of our neighbors at State University on Sunday, ahead of TuesdayÕs election, addressing key demographics in Michigan.",Kamala Harris,Michigan,1,1,1
Some of us need a different voice; it's been lacking.,Kamala Harris,Michigan,-1,0,-1
I think Kamala Harris wins.,Kamala Harris,Michigan,1,1,1
I think Michigan goes with Harris Walz.,Kamala Harris,Michigan,1,0,1
"Others are flat out saying, we're not endorsing Kamala Harris.",Kamala Harris,Michigan,-1,0,-1
"If Kamala Harris wins, what's your big worry: he's already laying the groundwork to undermine the outcome of this election.",Kamala Harris,Michigan,-1,-1,-1
"Kamala, she doesn't do anything.",Kamala Harris,Michigan,-1,0,-1
"Despite that, David will still vote for Kamala Harris.",Kamala Harris,Michigan,1,0,1
"Also, essentially, they see Kamala Harris as someone who has not been very vocal about her Indian heritage.",Kamala Harris,Michigan,-1,0,-1
"She has been, of course, focusing on her African American heritage.",Kamala Harris,Michigan,0,0,0
"If she comes to power, she will be the first woman and first Indian ancestry president.",Kamala Harris,Michigan,0,0,0
"But by and large, so far that hasn't been showcased when it comes to her campaign.",Kamala Harris,Michigan,-1,0,-1
They understand that they've got to better define themselves.,Kamala Harris,Michigan,-1,1,-1
They know where their target audiences are. They're working it.,Kamala Harris,Michigan,0,0,0
"And you've got to, i don't think people know Kamala Harris yet.",Kamala Harris,Michigan,-1,0,-1
"I do, i don't think she's how great she is.",Kamala Harris,Michigan,-1,1,-1
They need to feel her.,Kamala Harris,Michigan,0,0,0
They want to know that they know her. I think she's trying to do that.,Kamala Harris,Michigan,0,1,0
She's doing more media interviews. She's doing different places.,Kamala Harris,Michigan,1,0,1
We've seen a lot of discussion identified this a couple of months ago is young black men who... And it's not her problem.,Kamala Harris,Michigan,1,1,1
"They want to be talked to directly, what she's doing in Detroit today is taking that on directly.",Kamala Harris,Michigan,1,1,1
"A week ago, we had Harris at 226.",Kamala Harris,Michigan,0,0,0
"The difference is people understand they're both- Both campaigns understand that they're competitive, but I would argue that Vice President Harris and Governor Walts are taking it seriously.",Kamala Harris,Michigan,1,1,1
"Is there anything that Vice President Harris could do at this point to change your mind: not particularly, no. Unless she changes her stance completely on fixing the border.",Kamala Harris,Michigan,-1,-1,-1
Nate Silver's Bolton has Kamala Harris leading 0.6 percent.,Kamala Harris,Michigan,1,0,1
"And 538 has Harris leading 0.1 percent, certainly a very very close race back and forth.",Kamala Harris,Michigan,1,1,1
Harris's job in Michigan is to try and match what Joe Biden did.,Kamala Harris,Michigan,0,0,0
"If Harris is doing above 9.3, that could be a sign that maybe her voter turnout was up and she is overperforming what we many expected in the state of Michigan.",Kamala Harris,Michigan,1,0,0
Michigan had about a two-point lead for Kamala Harris just a few weeks ago.,Kamala Harris,Michigan,1,0,1
"The polling error advantage, this one I was very tricky on because from 2012 to 2020, it was a very narrow advantage actually for Kamala Harris where the Democrat was up by 0.56%.",Kamala Harris,Michigan,1,-1,1
"That is certainly a benefit for Kamala Harris, the Democratic candidate.",Kamala Harris,Michigan,1,1,1
"And I think Kamala Harris, she's not going to do, she's not going to be bad enough, like Hillary Clinton was in the state of Michigan in 2016, where it's 47.3%. I don't think she's going to go quite that low.",Kamala Harris,Michigan,1,-1,1
"If she did, I wouldn't be terribly shocked, but I don't think she's going to perform that poorly in Michigan.",Kamala Harris,Michigan,1,1,1
"In the margin of victory of 1.1%, it aligns right now where Harris is leading the national vote by 0.9, and the average popular vote difference in Michigan was 1.96.",Kamala Harris,Michigan,1,1,1
"Do you think that's Kamala Harris then: yes, I do.",Kamala Harris,Michigan,1,1,1
"A new ABC News poll among likely voters has Harris up by four points, 51% to 47%.",Kamala Harris,Michigan,1,0,1
"Among black voters, Harris is outperforming Biden's 2020 margin with black men by 14 points and by seven points with black women.",Kamala Harris,Michigan,1,0,1
"And for white women with college degrees, Harris is winning by 14 points.",Kamala Harris,Michigan,1,1,1
But you have trend lines going the way the Harris campaign would obviously want it to be.,Kamala Harris,Michigan,1,1,1
"That's not happening now, so I guess if Harris does win and she has a four point lead like fifty one to forty seven, everybody's going to go, you know, why? Of course, you idiots.",Kamala Harris,Michigan,-1,1,-1
We're all from the Kalamazoo area and all very big supporters of Kamala and Michelle and so we were super excited to come here.,Kamala Harris,Michigan,1,1,1
We started when the election started and we're doing it to fund the election for Kamala Harris.,Kamala Harris,Michigan,1,0,1
"I mean, it's a wonderful decision that she's making to support the community and show that she's a good president.",Kamala Harris,Michigan,1,1,1
"Girl power, she could never have imagined the possibility of Madam President looking like this.",Kamala Harris,Michigan,1,1,1
"Yeah, good morning, George, we have seen real momentum for Vice President Harris, and it is transferring into the places where the election is most likely to be decided.",Kamala Harris,Michigan,1,1,1
"You see momentum for Harris in every single one of the major battleground states, including the big three, Wisconsin, Michigan, Pennsylvania, Harris now slightly favored in the 538 polling average in all three.",Kamala Harris,Michigan,1,0,1
"He has 49% of the vote, while Harris holds 47%.",Kamala Harris,Michigan,-1,0,-1
Kamala Harris is doing her best to reset.,Kamala Harris,Michigan,1,1,1
"And that's her problem, but it too much to the palace and inside and she risks alienating America's 7.5 million Jewish voters.",Kamala Harris,Michigan,-1,-1,-1
"Now, they know that Kamala isn't resonating with voters there.",Kamala Harris,Michigan,-1,0,-1
She's not connecting because they see what all of us see.,Kamala Harris,Michigan,-1,0,-1
Kamala just doesn't kind of jive with the blue collar voters.,Kamala Harris,Michigan,-1,0,-1
She doesn't connect with the middle class.,Kamala Harris,Michigan,-1,0,-1
They see through her lame campaign of joy and all of her biographical bloviating.,Kamala Harris,Michigan,-1,1,-1
And we responded by recognizing that the way the Obama administration was leading the country is exactly the way the Harris administration has been leading the country right into a ditch.,Kamala Harris,Michigan,-1,0,-1
"Well, Michigan also could be trouble with Muslim voters for Harris.",Kamala Harris,Michigan,-1,-1,-1
Now Kamala's lead is down to point six.,Kamala Harris,Michigan,-1,0,-1
We're following it with a microscope here and we're seeing Kamala Harris's lead slowly slip away.,Kamala Harris,Michigan,-1,0,-1
But it doesn't even matter even if we go into election night with her plus point six.,Kamala Harris,Michigan,-1,0,-1
"You're going to be accurate, Harris is not winning Michigan by one point, let alone four points.",Kamala Harris,Michigan,-1,-1,-1
"They're going to use this and say, oh, she's trending in Michigan.",Kamala Harris,Michigan,-1,0,0
It was reported yesterday that she didn't even think she was going to win Michigan.,Kamala Harris,Michigan,-1,1,-1
And they're saying like she's screaming at the top of her lungs at people and she's just miserable to be around Harris.,Kamala Harris,Michigan,-1,-1,-1
And now she's not even doing rallies.,Kamala Harris,Michigan,-1,0,-1
Remember when liberal whales manipulated Polymarket during the debate and acted like Kamala won.,Kamala Harris,Michigan,-1,1,-1
"You know, Harris is not going to win Michigan by four and then Wisconsin be a tie.",Kamala Harris,Michigan,-1,-1,-1
That's Vice President Kamala Harris with the closing message of her presidential campaign focusing on unity over division.,Kamala Harris,Michigan,1,0,1
We had more than 400 people come out fired up for her and Democrats up and down the ticket.,Kamala Harris,Michigan,1,-1,1
"Kamala Harris has said that if you disagree with her, she wants you at the table.",Kamala Harris,Michigan,0,-1,0
"And I got to say, one more part of the closing argument I'm making for Kamala Harris is that a vote for Kamala Harris is, I think, a vote for someday having a more normal Republican Party again.",Kamala Harris,Michigan,1,1,1
Compare that to just a few weeks ago when Harris held a two-point lead.,Kamala Harris,Michigan,0,0,0
Harris has not broken with Biden over Israel's conduct of the war.,Kamala Harris,Michigan,-1,-1,-1
"It's still there, will this prevent her from being the next president: i sure hope not, Connell.",Kamala Harris,Michigan,0,1,0
And I think she's going to win Michigan.,Kamala Harris,Michigan,1,1,1
I do feel that Kamala Harris will be different.,Kamala Harris,Michigan,1,0,1
"She's the vice president. She's not the president. She doesn't make policy now.	",Kamala Harris,Michigan,0,0,0
"And then on November 6th, you can go right back to pressuring her because you can, you know, pressure her.",Kamala Harris,Michigan,0,-1,0
"And rightly so, but I think, I hope many people see that voting for Vice President Harris is their best chance to fight on for dignity and justice for Palestinians, bringing the hostages home, having peace between Palestine and Israel, you know, somehow at long last.",Kamala Harris,Michigan,1,1,1
And also the shift from President Biden at the top of the ticket to Vice President Harris at the top of the ticket also means that there are slightly different states at play because of the different appeal that Harris may have compared to Biden.,Kamala Harris,Michigan,1,1,1
Now Kamala Harris has been criticized about not doing as many interviews as she possibly could the last week. She's done quite a number.,Kamala Harris,Michigan,1,-1,-1
You've yet to see a real press conference setting where Harris is willing to take a lot of questions from the media.,Kamala Harris,Michigan,1,0,1
"There has been some mixed reviews, one question that I know I've been hearing a lot of concerns over is when she was asked, how would she be different from a Biden administration: she was asked that on The View. She didn't really have a good answer.",Kamala Harris,Michigan,-1,-1,-1
"Then she was asked again with Stephen Colbert, how would she be different from Biden: again, she kind of just pushed off the question.",Kamala Harris,Michigan,-1,0,-1
"That's really what's at stake right now, she is still trying to define herself as a candidate.",Kamala Harris,Michigan,-1,0,-1
"She's very clearly trying to win over moderate voters, trying to move away from her progressive past, but it's still unclear exactly how she views her potential presidency as different from Biden's presidency.",Kamala Harris,Michigan,-1,1,-1
It was probably one of her strongest moments since she became the presidential nominee.,Kamala Harris,Michigan,1,1,1
But it has been very tricky for the former president to find clear ways of attacking Harris.,Kamala Harris,Michigan,0,-1,0
"That's we're going to look at, you do have Kamala Harris sitting plus 1.8.",Kamala Harris,Michigan,1,0,1
There is a potential chance where Kamala could win the popular vote by two and still win the election.,Kamala Harris,Michigan,1,1,1
"The margins would be very close, but when it comes to the popular vote, you look at the betting right now, it's about a 75 to seven, maybe a 70% chance Harris wins the popular vote.",Kamala Harris,Michigan,1,1,1
She was up by around a point for about half a month.,Kamala Harris,Michigan,1,0,1
She was leading most of the polls.,Kamala Harris,Michigan,1,0,1
"I mean, look at this, Harris was up when they started to really ramp her up and you had the DNC and everything like that.",Kamala Harris,Michigan,1,1,1
"More information at LakeTrust.org, delighted to have a chance to vote for a woman, assuming that all goes well with the convention and that Kamala Harris is, you know, is on the ballot this year.",Kamala Harris,Michigan,1,1,1
"Even she, though, said that she thinks Harris would have a difficult time convincing other people who think who might who might believe that a female leader represents a drastic change for this country.",Kamala Harris,Michigan,-1,1,-1
"So, you know, I think that's one way the race is a little bit different for Harris than it is for for the Michigan leaders.",Kamala Harris,Michigan,-1,0,0
Some Republicans hold the belief that Kamala Harris is not having children will doom her race for president.,Kamala Harris,Michigan,-1,-1,-1
"Republicans calling her a D.E.I. candidate, experts and voters, i talked to my impressions from that is that it doesn't really land well.",Kamala Harris,Michigan,-1,0,-1
"Right, yes, i forgot to mention that Vice President Harris is a step parent to two children.",Kamala Harris,Michigan,-1,1,-1
"Governor Whitmer and Vice President Harris have both been fierce defenders of reproductive rights after the Dobbs decision, you know, knock down Roe versus Wade.",Kamala Harris,Michigan,0,1,0
"And Vice President Harris, you know, we've also seen her campaign quite a bit on this issue.",Kamala Harris,Michigan,0,0,0
"It's the story focuses a lot on, you know, Harris's advantages, but also the challenges of running for office as a woman.",Kamala Harris,Michigan,0,1,0
"I think, you know, the consensus was really there's a lot of excitement around her candidacy, a lot of excitement to see a woman of color running for office.",Kamala Harris,Michigan,1,1,1
"She's up against a lot of challenges as a woman candidate, like many other women have faced.",Kamala Harris,Michigan,0,1,0
"But it could be her diverse background that really pulls voters into a race that, you know, just months ago, we were seeing Democrats being quite apathetic about with Biden as the candidate.",Kamala Harris,Michigan,1,-1,1
"This is all about religious freedom, when we talk about the Catholics, the Catholics have not only this week been offended by Kamala Harris, but also by Gretchen Whitmer.",Kamala Harris,Michigan,-1,1,-1
"Look, I think she's playing it all wrong.",Kamala Harris,Michigan,-1,-1,-1
"If I were Kamala Harris, I would have stuck with Biden Harris.",Kamala Harris,Michigan,-1,-1,-1
Kamala Harris looked all crunched up and then got very overexcited waving her arm.,Kamala Harris,Michigan,-1,0,-1
She lost the even keel temperament that you're supposed to have to be a president.,Kamala Harris,Michigan,-1,-1,-1
I think she's not very competent.,Kamala Harris,Michigan,-1,-1,-1
"But given that, she's probably playing a losing hand about as reasonably as you can play it.",Kamala Harris,Michigan,-1,1,-1
"Newt, I'm short on time, but I mean, her Kamala Harris's video last night, it was it was an insult to Catholics, but it was an I think it was an insult to everybody.",Kamala Harris,Michigan,-1,-1,-1
"And I think, you know, we've seen Vice President Harris call for a ceasefire.",Kamala Harris,Michigan,1,0,1
We've seen her do much stronger rhetoric than we've seen this current administration.,Kamala Harris,Michigan,1,1,1
"They are so upset with Kamala Harris and just culturally, they have a tough time voting for a woman.",Kamala Harris,Michigan,-1,-1,-1
And we're going to lose by less on a lot of these campuses and try to keep Kamala Harris under 20 points.,Kamala Harris,Michigan,-1,-1,-1
"If she's under a 20 point margin with younger voters, there's almost no path for her to become president.",Kamala Harris,Michigan,-1,-1,-1
"Okay, so what are you and just FYI Politico did a pair of articles saying that the suburbs, that's the whole deal for her that the pointing out the latest Wall Street Journal poll found Harris leading among suburban voters by seven percentage points.",Kamala Harris,Michigan,1,1,1
"For sure, so this is Kamala's best hope is that this gap is continuing.",Kamala Harris,Michigan,1,1,1
"When Kamala Harris was getting a beer with Gretchen Whitmer caught on a hot mic, she's like, we got to do better with men.",Kamala Harris,Michigan,0,1,0
"That gap can be closed, however, that is Kamala Harris' big play.",Kamala Harris,Michigan,1,1,1
"What is your sense of Kamala Harris's prospects in Michigan: well the poll average is showing her basically slightly ahead, it's basically a tie, I would say it comes out to 48-47, she's slightly leading, but one of the big issues, and this is some of the reporting I did, is there's a possible huge loss of the Muslim vote, Democrats rely on that.",Kamala Harris,Michigan,-1,1,-1
On issue after issue Kamala broke it but I will fix it.,Kamala Harris,Michigan,-1,-1,-1
"Yeah, that's right, we have brand new polling out of critical swing state, and it is bad for Kamala Harris.",Kamala Harris,Michigan,-1,-1,-1
"I mean, for crying out loud, the clear outlier is National Research, which found Harris plus three.",Kamala Harris,Michigan,1,-1,1
I don't care what unions endorse her.,Kamala Harris,Michigan,-1,-1,-1
"The people that actually work, they are not supporting Harris at all.",Kamala Harris,Michigan,-1,-1,-1
"That's a fact, what does Harris have: she has nothing.",Kamala Harris,Michigan,-1,0,-1
She has no appeal to these voters at all.,Kamala Harris,Michigan,-1,-1,-1
They're showing Harris is getting historically low numbers with union voters.,Kamala Harris,Michigan,-1,-1,-1
"It'd be much more stable than what's happening right now, with Kamala Harris, God knows what you're getting.",Kamala Harris,Michigan,-1,1,-1
"Demographically speaking, Harris has a big problem in Michigan.",Kamala Harris,Michigan,-1,-1,-1
"Like Jill Stein, you have a bunch of progressive young voters at the University of Michigan not supporting Harris.",Kamala Harris,Michigan,-1,0,-1
They're not shifting towards Harris.,Kamala Harris,Michigan,-1,0,-1
"She may not lose by four points, but there's not a single demographic that is critical in Michigan that's actually shifting towards her.",Kamala Harris,Michigan,-1,-1,-1
"Before it happened towards Harris, a four-point miss: that is so unlikely.",Kamala Harris,Michigan,-1,-1,-1
"Could it, i guess, but will it: probably not, we will see what happens, but right now, Harris is in deep trouble in Michigan.",Kamala Harris,Michigan,-1,-1,-1
"And if that's the case, her pathway to the presidency is all but gone.",Kamala Harris,Michigan,-1,0,-1
She's in deep trouble in Michigan.,Kamala Harris,Michigan,-1,-1,-1
"If she loses that state, it's all but over.",Kamala Harris,Michigan,-1,-1,-1
This election's all but done if she loses Michigan.,Kamala Harris,Michigan,-1,-1,-1
"Vice President Kamala Harris was in Detroit, Michigan today, one of several visits she's making to the critical swing state this week.",Kamala Harris,Michigan,0,-1,0
"So you know what Harris is doing right now, it makes a tremendous amount of sense.",Kamala Harris,Michigan,1,0,1
"This is the vice president Harris, and this is about outreach to black men.",Kamala Harris,Michigan,1,1,1
"Like she actually does very, very well, her sort of retail politics skills are fantastic.",Kamala Harris,Michigan,1,1,1
"I know for a fact because of sources that I have and sources that you have that the Harris campaign have been working on a plan for black men long, long before this rollout.",Kamala Harris,Michigan,1,0,1
And what she's offering are things that will help black people.,Kamala Harris,Michigan,1,1,1
"The other thing I think she's offering people is respect, you know, I mean, I think the fact that she's going to Charlamagne to ask for black men's votes, the fact that she's going to Joe Rogan's audience to say, Hey, you may not be naturally my supporters, but I want to ask for your vote.",Kamala Harris,Michigan,1,1,1
"The fact that she's doing rural outreach today, it just shows respect for these various groups that says, I am trying to be everybody's president because I respect you enough to offer you something concrete and ask you for your vote.",Kamala Harris,Michigan,1,1,1
The fact that Harris is recognizing I got to fight for every single vote is a testament to the strength of her campaign.,Kamala Harris,Michigan,1,1,1
"We know Harris hoping that Michigan, which has become much more purple in recent years after decades as a linchpin in the Democrat so called Blue Wall of Midwestern states will help cement her victory next month.",Kamala Harris,Michigan,1,1,1
"But to that end, we know that Harris is rolling out a series of initiatives aimed at winning back blackmail voters.",Kamala Harris,Michigan,1,1,1
She's only been a candidate for a little while.,Kamala Harris,Michigan,-1,0,-1
She hasn't risen to a status of an FDR.,Kamala Harris,Michigan,-1,0,-1
Michigan is now a must win for Vice President Kamala Harris.,Kamala Harris,Michigan,0,1,0
"It's a voting bloc she seems to be struggling with, especially after losing out on endorsements from the firefighters union and teamsters.",Kamala Harris,Michigan,-1,-1,-1
"That means she would have to win Wisconsin, Pennsylvania and Michigan to get to 270.",Kamala Harris,Michigan,0,1,0
"Harris also needs to win over Michigan's large Arab American community, many of them who are still upset with the Biden administration's handling of the Israel-Hamas War.",Kamala Harris,Michigan,-1,-1,-1
Our whole country will end up being like Detroit if she's your president.,Kamala Harris,Michigan,-1,1,-1
Harris will be in Detroit Tuesday for a town hall with the Breakfast Club's Charlemagne the God in an attempt to win over more black male voters.,Kamala Harris,Michigan,0,1,0
"Holy shit, she's probably the lesser of the evil, but, i don't think I'm gonna vote for either one.",Kamala Harris,Michigan,-1,-1,-1
"But according to scoop in Axios, Democratic Congresswoman from Michigan, Elisa Slotkin, said Harris is underwater there.",Kamala Harris,Michigan,-1,1,-1
"According to 538's average of polls, Harris is up by about 2.4 points in Michigan.",Kamala Harris,Michigan,1,0,1
"The outlet further reports that according to a recording, even taken in a virtual fundraiser last week, Slotkin said, quote, I'm not feeling my best right now about where we are on Kamala Harris in a place like Michigan.",Kamala Harris,Michigan,-1,-1,-1
"Well, let's start there and then circle back to the debate, so the problem, and I talked about this in my radar last week, is that yes, Kamala Harris is up a little bit in a lot of these states in Michigan and Pennsylvania.",Kamala Harris,Michigan,1,1,1
Kamala has tried to reassure this aspect of the base.,Kamala Harris,Michigan,0,1,0
"I don't know how well she's done at that, because she really hasn't signaled any policy differences whatsoever from Biden.",Kamala Harris,Michigan,-1,-1,-1
"How does Kamala Harris win Michigan among the tightest of the blue wall states: honestly, three things.",Kamala Harris,Michigan,0,1,0
"None some facets of our economic lives like health care, the edge goes to Kamala Harris.",Kamala Harris,Michigan,-1,1,-1
"When we ask about does this candidate care about people like you, Kamala Harris has an era lead.",Kamala Harris,Michigan,1,1,1
What's important though is how much ground Kamala Harris has made up.,Kamala Harris,Michigan,0,1,0
"Same, we're all rooting for Kamala Harris right now.",Kamala Harris,Michigan,1,0,1
April Anderson is a Harris loyalist.,Kamala Harris,Michigan,1,1,1
Everyone will enthusiastically list all the reasons she and other African Americans should support Harris.,Kamala Harris,Michigan,1,1,1
"Harris may have another problem. Despite the warm reception during her visits to Michigan, she could be facing an obstacle no campaign stop can overcome.",Kamala Harris,Michigan,-1,-1,-1
No one from Team Harris has reached out to you.,Kamala Harris,Michigan,-1,-1,-1
